Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Louis Bertrand	M	M18-24	1	4:13:33	0:27:43	2:18:35	1:23:28
2	Diego Blanton	M	M30-34	1	4:14:39	0:37:38	2:11:50	1:20:54
3	Reilly Walsh	M	M25-29	1	4:15:51	0:29:28	2:12:35	1:29:42
4	Patrick Smith	M	M30-34	2	4:19:30	0:29:17	2:19:02	1:28:38
5	Andrew Gray	M	M18-24	2	4:22:02	0:33:19	2:16:35	1:28:49
6	Matthew Tatum	M	M40-44	1	4:23:46	0:36:39	2:15:22	1:28:12
7	William Fortin	M	M35-39	1	4:26:01	0:41:21	2:13:53	1:27:51
8	Hans Hilson-Schneider	M	M25-29	2	4:26:43	0:32:02	2:20:24	1:30:57
9	Geoffrey Orland	M	M40-44	2	4:27:11	0:31:43	2:23:29	1:27:53
10	Bryan Little	M	M35-39	2	4:29:02	0:38:52	2:14:06	1:30:42
11	Daniel Sinegra	M	M25-29	3	4:30:10	0:39:02	2:12:36	1:34:56
12	Timothy Ryan	M	M35-39	3	4:31:30	0:29:58	2:21:14	1:36:40
13	Connor Mccarthy	M	M30-34	3	4:31:34	0:42:33	2:15:20	1:29:08
14	Jacob Heavlow	M	M25-29	4	4:32:48	0:37:44	2:12:05	1:39:48
15	Maxime Brouillette	M	M35-39	4	4:33:03	0:40:56	2:14:44	1:32:43
16	Jonathan Lee	M	M35-39	5	4:34:08	0:36:29	2:18:28	1:34:07
17	Matthew Martino	M	M30-34	4	4:34:26	0:35:10	2:18:42	1:36:52
18	Matthew Passmore	M	M35-39	6	4:35:41	0:37:18	2:18:31	1:34:58
19	Caroline Moyer	F	F30-34	1	4:35:54	0:30:42	2:35:04	1:26:55
20	Kyler Roth	M	M25-29	5	4:36:32	0:36:39	2:16:54	1:37:53
21	Elan Satchit	M	M18-24	3	4:36:55	0:40:13	2:24:44	1:28:39
22	Raul Del Moral	M	M45-49	1	4:37:32	0:36:40	2:19:29	1:37:07
23	Eric Delone	M	M40-44	3	4:38:38	0:32:51	2:18:55	1:43:26
24	Kerry O'Brien	M	M40-44	4	4:38:40	0:37:15	2:29:20	1:28:59
25	Eric Rowits	M	M35-39	7	4:40:18	0:34:24	2:29:04	1:33:15
26	Andrew Lynch	M	M25-29	6	4:40:39	0:43:36	2:23:44	1:29:50
27	Elijah Barker	M	M18-24	4	4:40:42	0:29:11	2:17:09	1:51:28
28	Matthew Raske	M	M40-44	5	4:41:36	0:30:52	2:21:22	1:45:05
29	Eli Hitzhusen	M	M18-24	5	4:41:39	0:34:08	2:25:30	1:38:18
30	Seid Lejlic	M	M25-29	7	4:42:25	0:39:56	2:21:14	1:37:11
31	Kyle Simpson	M	M30-34	5	4:42:50	0:40:01	2:20:01	1:37:47
32	Jason Hollander	M	M50-54	1	4:42:55	0:38:51	2:22:48	1:34:34
33	Emma Alitz	F	F25-29	1	4:44:28	0:35:48	2:19:41	1:45:24
34	David Allen	M	M35-39	8	4:45:06	0:35:27	2:35:36	1:29:56
35	Nicolas Guilbert	M	M40-44	6	4:45:20	0:50:58	2:07:24	1:41:22
36	Robert Thorborg	M	M35-39	9	4:45:31	0:33:25	2:24:17	1:44:11
37	Korey Aukerman	M	M25-29	8	4:46:41	0:31:25	2:27:30	1:45:11
38	Andrew Yarilin	M	M18-24	6	4:46:44	0:33:19	2:33:16	1:35:24
39	Joseph Czelusniak	M	M25-29	9	4:47:26	0:39:14	2:23:53	1:40:02
40	Christian Fulton	M	M18-24	7	4:47:52	0:32:18	2:32:31	1:39:16
41	Ethan Witkop	M	M30-34	6	4:48:00	0:37:14	2:21:44	1:43:16
42	Kevin Coyle	M	M40-44	7	4:48:09	0:37:47	2:19:09	1:46:45
43	Andrew Cruz	M	M40-44	8	4:48:11	0:47:21	2:22:21	1:34:59
44	Drew Scott	M	M25-29	10	4:48:47	0:30:00	2:23:13	1:49:17
45	Tyler Rivenbark	M	M18-24	8	4:48:57	0:42:26	2:24:03	1:38:37
46	Corry Marcincin	F	F40-44	1	4:49:01	0:31:44	2:43:20	1:29:41
47	Jason Stern	M	M35-39	10	4:49:21	0:30:18	2:23:15	1:52:11
48	Avishai Raviv	M	M50-54	2	4:49:28	0:36:45	2:32:12	1:36:12
49	Carly Johann	F	F40-44	2	4:50:19	0:38:52	2:26:41	1:40:38
50	Zachary Moxham	M	M30-34	7	4:50:44	0:36:07	2:32:30	1:37:41
51	Cameron Pringle	M	M30-34	8	4:52:02	0:40:53	2:27:56	1:38:49
52	Patrick Sirois	M	M55-59	1	4:52:11	0:36:10	2:27:14	1:43:28
53	Ana Karina Orellana	F	F35-39	1	4:53:03	0:40:35	2:35:28	1:30:49
54	Ian Lloyd	M	M25-29	11	4:53:04	0:31:32	2:28:25	1:48:19
55	Jeff Dugan	M	M40-44	9	4:53:39	0:50:18	2:27:12	1:32:17
56	Ian Mcdonough	M	M35-39	11	4:53:50	0:33:00	2:31:53	1:45:25
57	Tyler Mannino	M	M35-39	12	4:54:01	0:39:17	2:29:27	1:41:09
58	Dominik Issler	M	M50-54	3	4:54:14	0:36:18	2:28:26	1:45:19
59	David Black	M	M45-49	2	4:54:43	0:39:58	2:22:16	1:48:12
60	Stefan Prendergast	M	M35-39	13	4:55:00	0:30:04	2:31:09	1:47:31
61	Romain Taravella	M	M45-49	3	4:55:30	0:47:29	2:25:31	1:37:32
62	Reilly Brennan	F	F18-24	1	4:55:47	0:31:36	2:33:29	1:46:54
63	Aidan Haas	M	M25-29	12	4:56:23	0:51:32	2:22:15	1:36:24
64	Peter Ligori	M	M45-49	4	4:56:29	0:34:52	2:25:31	1:52:38
65	Jonathan Garcia	M	M18-24	9	4:56:41	0:42:01	2:33:24	1:35:20
66	Trevor Gardner	M	M25-29	13	4:56:59	0:38:39	2:26:28	1:47:21
67	Joshua Creech	M	M25-29	14	4:57:48	0:39:20	2:27:23	1:46:39
68	Alex Gasper	M	M25-29	15	4:58:26	0:40:14	2:27:05	1:45:22
69	Matthew Sweeney	M	M18-24	10	4:58:34	0:42:16	2:39:46	1:30:32
70	Sermet Alver	M	M40-44	10	4:58:48	0:34:34	2:37:00	1:43:26
71	Nick Weaver	M	M35-39	14	4:59:13	0:47:41	2:27:18	1:39:49
72	Jacob Gilson	M	M18-24	11	4:59:46	0:40:30	2:36:09	1:36:41
73	Andrew Fink	M	M55-59	2	5:00:18	0:35:21	2:28:26	1:52:25
74	Andrew Bremer	M	M35-39	15	5:00:26	0:41:23	2:29:53	1:44:13
75	Eric Neufeld	M	M40-44	11	5:00:31	0:41:55	2:26:52	1:47:27
76	Anthony Ponton	M	M50-54	4	5:00:51	0:41:04	2:29:35	1:44:20
77	Logan Underkofler	M	M35-39	16	5:01:09	0:36:10	2:34:11	1:46:52
78	Adithya Chandrashekar	M	M25-29	16	5:03:51	0:40:58	2:31:25	1:48:04
79	Kevin Hoffman	M	M30-34	9	5:03:53	0:46:54	2:26:19	1:44:47
80	Dave Helsel	M	M45-49	5	5:04:52	0:37:44	2:38:16	1:40:48
81	Bridget Chansakul	F	F30-34	2	5:04:53	0:32:28	2:47:12	1:40:55
82	Gabriel Stash	M	M25-29	17	5:04:58	0:35:15	2:39:34	1:45:58
83	Collin Mulcahy	M	M30-34	10	5:05:05	0:40:34	2:37:30	1:42:07
84	Madeleine Aguirre	F	F25-29	2	5:05:12	0:30:28	2:39:42	1:49:57
85	Luke Lawson	M	M18-24	12	5:05:39	0:39:09	2:34:14	1:47:05
86	Elizabeth Izzo	F	F30-34	3	5:05:44	0:39:13	2:39:33	1:42:20
87	Stephanie Cummings	F	F30-34	4	5:05:58	0:50:14	2:36:01	1:35:56
88	Jacob Baskes	M	M25-29	18	5:06:31	0:43:30	2:35:56	1:41:39
89	Evan Horvath	M	M25-29	19	5:06:43	0:44:29	2:36:32	1:38:55
90	Thomas Sanders	M	M30-34	11	5:06:53	0:37:20	2:40:48	1:42:20
91	Antoine Sevilla	M	M35-39	17	5:07:03	0:34:55	2:40:48	1:46:43
92	Derek Tietjen	M	M45-49	6	5:07:14	0:48:36	2:17:58	1:57:02
