Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Tyler Tanko	M	M25-29	1	4:03:16	0:25:13	2:15:28	1:19:07
2	Kevin Denny	M	M35-39	1	4:05:57	0:28:02	2:17:58	1:16:55
3	Nathan Kim	M	M18-24	1	4:06:38	0:24:39	2:11:28	1:27:17
4	Colby Ferbrache	M	M18-24	2	4:09:28	0:30:19	2:14:52	1:20:25
5	Per Filip Kron	M	M30-34	1	4:10:26	0:30:57	2:15:36	1:19:03
6	Curren Matthias	M	M25-29	2	4:15:21	0:28:03	2:18:04	1:25:02
7	Will nemeth	M	M18-24	3	4:16:38	0:29:38	2:20:08	1:22:31
8	Eric Prilipp	M	M35-39	2	4:17:22	0:31:18	2:16:51	1:25:04
9	Jesse Veenstra	M	M35-39	3	4:20:46	0:35:04	2:25:00	1:16:46
10	David Koppel	M	M35-39	4	4:21:35	0:29:15	2:19:11	1:29:31
11	Brooks Grossinger	M	M45-49	1	4:24:24	0:32:06	2:24:42	1:24:24
12	John Fagan	M	M35-39	5	4:24:52	0:32:23	2:18:43	1:29:22
13	Sean O'Bryan	M	M30-34	2	4:26:15	0:29:55	2:32:21	1:19:16
14	Andy Wiberg	M	M45-49	2	4:26:33	0:34:21	2:22:34	1:25:07
15	Dan Arlandson	M	M45-49	3	4:26:55	0:31:37	2:16:52	1:33:01
16	Matthew Ostbloom	M	M30-34	3	4:27:03	0:28:46	2:23:55	1:30:10
17	Brandon Lee	M	M40-44	1	4:27:09	0:32:57	2:21:16	1:28:13
18	Kenton Colvin	M	M25-29	3	4:28:41	0:36:31	2:29:26	1:18:34
19	Johnny Nemeth	M	M18-24	4	4:29:09	0:33:01	2:21:51	1:30:16
20	Tyler Hilt	M	M30-34	4	4:29:28	0:32:53	2:27:19	1:25:38
21	Hudson Hall	M	M18-24	5	4:30:53	0:29:39	2:25:44	1:29:39
22	Buddy Castellano	M	M35-39	6	4:30:55	0:30:57	2:26:58	1:29:23
23	Brock Desens	M	M25-29	4	4:31:07	0:32:04	2:20:47	1:33:30
24	Caleb Mitchen	M	M35-39	7	4:31:42	0:29:52	2:26:56	1:30:58
25	David Carney	M	M50-54	1	4:31:47	0:34:22	2:24:12	1:28:35
26	Jason Crisp	M	M45-49	4	4:31:51	0:33:18	2:28:10	1:26:03
27	Steven Halewski	M	M35-39	8	4:32:20	0:28:48	2:23:35	1:35:20
28	Marcelo Costa	M	M45-49	5	4:34:30	0:35:05	2:22:43	1:31:51
29	Carly Vandenhouten	F	F25-29	1	4:36:14	0:27:24	2:35:57	1:29:02
30	James Simpson	M	M45-49	6	4:36:30	0:28:23	2:29:33	1:34:09
31	Brad Macleod	M	M50-54	2	4:36:39	0:30:20	2:28:03	1:32:50
32	Brady Spence	M	M25-29	5	4:37:17	0:30:18	2:23:59	1:38:50
33	Wyatt Kelly	M	M25-29	6	4:37:27	0:36:41	2:33:51	1:21:47
34	Caleb Chapman	M	M35-39	9	4:37:35	0:30:52	2:24:06	1:37:49
35	Luke Aldrich	M	M40-44	2	4:38:17	0:32:52	2:29:52	1:30:57
36	Tom Hacker	M	M35-39	10	4:39:17	0:31:05	2:29:07	1:34:18
37	Rupert Price	M	M35-39	11	4:39:43	0:33:57	2:32:00	1:29:46
38	Christian Sande	M	M35-39	12	4:40:49	0:33:25	2:23:33	1:39:10
39	Thaddeus Ingersoll	M	M55-59	1	4:40:50	0:25:31	2:36:02	1:35:43
40	Barry Breffle	M	M55-59	2	4:41:21	0:31:12	2:26:56	1:39:10
41	Jeffrey Stickel	M	M45-49	7	4:42:32	0:32:54	2:35:44	1:27:57
42	Malachi Lehman	M	M25-29	7	4:43:01	0:28:26	2:32:17	1:38:37
43	Cory Schoenherr	M	M25-29	8	4:43:04	0:33:15	2:31:49	1:32:00
