Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Kenshin Mizushima	M	M18-24	1	4:06:55	0:24:53	2:11:26	1:26:35
2	Alex Thio	M	M35-39	1	4:15:15	0:28:34	2:16:13	1:25:44
3	Marcel Van Oudtshoorn	M	M30-34	1	4:22:20	0:29:54	2:16:34	1:31:02
4	Chun Hei Ho	M	M30-34	2	4:29:43	0:28:32	2:23:52	1:31:37
5	Andrew Stevenson	M	M45-49	1	4:32:56	0:29:00	2:16:54	1:41:21
6	Matan Nemenoff	M	M40-44	1	4:33:18	0:26:42	2:21:42	1:40:06
7	Le Nhat Tai	M	M35-39	2	4:34:43	0:32:58	2:20:10	1:36:55
8	Yong Jin Kim	M	M40-44	2	4:35:31	0:38:21	2:11:17	1:40:38
9	Stuart Daniels	M	M50-54	1	4:37:04	0:33:14	2:24:03	1:33:03
10	Victor Bailey	M	M30-34	3	4:37:05	0:35:00	2:25:35	1:31:29
11	Julien Leroux	M	M30-34	4	4:38:15	0:32:46	2:17:58	1:42:12
12	Jarrad Bolton	M	M35-39	3	4:40:05	0:29:13	2:24:57	1:40:49
13	Quân Hoàng Minh	M	M35-39	4	4:40:19	0:39:19	2:29:10	1:27:16
14	Auttapol Charungwut	M	M30-34	5	4:40:55	0:31:56	2:24:56	1:38:29
15	Sangwhan Oh	M	M50-54	2	4:42:45	0:37:39	2:12:13	1:47:59
16	Niek Niens	M	M45-49	2	4:42:47	0:34:18	2:26:28	1:36:39
17	Craig Mabon	M	M30-34	6	4:42:51	0:31:55	2:23:28	1:41:55
18	Patrick Ansmann	M	M30-34	7	4:43:45	0:29:05	2:32:13	1:35:06
19	NIGEL THOMSON	M	M40-44	3	4:44:11	0:34:11	2:18:23	1:47:03
20	Brenteson John	M	M35-39	5	4:45:46	0:30:13	2:29:50	1:38:52
21	Takanori Ayusawa	M	M40-44	4	4:46:05	0:28:26	2:32:00	1:40:25
22	Ian Blatchford	M	M50-54	3	4:46:32	0:36:43	2:23:19	1:40:41
23	Tuan Dang Quoc	M	M40-44	5	4:47:35	0:37:55	2:30:28	1:33:53
24	Matthias Hoffmann	M	M40-44	6	4:48:16	0:38:03	2:28:10	1:35:47
25	Adam Erdélyi	M	M30-34	8	4:48:16	0:36:56	2:25:24	1:40:13
26	Ou Wang	M	M40-44	7	4:48:32	0:36:52	2:22:43	1:42:58
27	Ling Er Choo	F	F35-39	1	4:48:41	0:34:30	2:31:43	1:37:21
