Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Luke Creger	M	M25-29	1	3:51:44	0:20:25	2:14:34	1:13:09
2	George Hoffmann	M	M30-34	1	3:56:52	0:19:39	2:14:59	1:18:21
3	Max Elliott	M	M25-29	2	3:57:30	0:20:24	2:17:44	1:14:44
4	Addy Epp	M	M18-24	1	4:04:42	0:18:32	2:14:22	1:27:43
5	Thomas Nelson	M	M45-49	1	4:06:01	0:21:05	2:18:52	1:20:02
6	Nicholas Ridenour	M	M30-34	2	4:06:48	0:21:36	2:20:06	1:19:52
7	Liam Bielat	M	M18-24	2	4:06:55	0:19:59	2:22:59	1:19:56
8	Jackson Rye	M	M18-24	3	4:07:17	0:20:09	2:27:26	1:14:42
9	Alberto Bravo Colomer	M	M25-29	3	4:10:55	0:19:25	2:27:41	1:18:33
10	Dylan Gleeson	M	M40-44	1	4:11:35	0:19:57	2:20:20	1:27:12
11	Ryan Seaman	M	M18-24	4	4:13:35	0:21:03	2:27:45	1:18:40
12	Raynard Picard	M	M45-49	2	4:14:48	0:21:28	2:26:00	1:21:20
13	William Horkoff	M	M18-24	5	4:15:37	0:21:31	2:18:31	1:30:19
14	Asher Gold	M	M18-24	6	4:16:17	0:21:55	2:19:34	1:30:05
15	Roger Thompson	M	M50-54	1	4:17:00	0:19:30	2:22:23	1:30:33
16	Alex Northey	M	M30-34	3	4:17:35	0:21:36	2:22:31	1:28:06
17	Jacob Litton	M	M18-24	7	4:18:30	0:21:51	2:24:08	1:28:52
18	Owen Mcdade	M	M25-29	4	4:19:01	0:21:11	2:24:38	1:27:38
19	Nick Hetro	M	M35-39	1	4:19:09	0:22:09	2:20:08	1:30:00
20	Isaac Tyson	M	M35-39	2	4:20:56	0:20:44	2:21:48	1:33:26
21	Tyler Burgett	M	M30-34	4	4:21:20	0:20:37	2:17:11	1:39:06
22	joshua thompson	M	M30-34	5	4:22:14	0:21:38	2:38:14	1:18:00
23	Dan Amann	M	M30-34	6	4:22:30	0:19:52	2:28:44	1:29:40
24	Peter Gifford	M	M25-29	5	4:25:01	0:23:23	2:24:18	1:31:43
25	David Cook	M	M50-54	2	4:25:46	0:21:14	2:29:14	1:29:07
26	Colin Begy	M	M35-39	3	4:25:48	0:22:35	2:28:57	1:27:33
27	Jason Merrifield	M	M40-44	2	4:27:02	0:19:17	2:37:52	1:25:40
28	Jack Hautala	M	M35-39	4	4:28:00	0:22:15	2:28:25	1:31:41
29	Cameron Wolfe	M	M25-29	6	4:29:16	0:20:00	2:31:51	1:30:28
30	Ben Payne	M	M35-39	5	4:29:24	0:20:36	2:34:27	1:27:51
31	Mitch Crisanti	M	M30-34	7	4:29:30	0:21:31	2:35:17	1:26:44
32	Justin Hoblet	M	M45-49	3	4:29:40	0:23:34	2:29:12	1:30:22
33	Titus Amundson	M	M40-44	3	4:30:38	0:23:13	2:23:22	1:36:11
34	Jensen Burr	M	M18-24	8	4:31:24	0:22:08	2:30:58	1:33:18
35	Emma Macdonald	F	F25-29	1	4:31:24	0:20:01	2:44:56	1:22:46
36	Adam Bystedt	M	M40-44	4	4:31:24	0:21:51	2:31:50	1:32:36
37	Boris Lindenau	M	M30-34	8	4:32:29	0:24:08	2:29:28	1:33:02
38	Geoff Mcdonald	M	M40-44	5	4:33:04	0:22:31	2:32:47	1:32:50
39	Stephen King	M	M40-44	6	4:33:12	0:25:37	2:33:03	1:28:31
40	Zachary Stewart	M	M18-24	9	4:33:37	0:23:13	2:41:14	1:23:39
41	Alex Yager	M	M30-34	9	4:34:10	0:20:16	2:35:34	1:32:04
42	Flavio De Simone	M	M55-59	1	4:34:32	0:24:04	2:41:57	1:22:19
43	Adam Heiner	M	M50-54	3	4:34:40	0:21:22	2:35:11	1:33:20
44	Calvin Fairbairn	M	M30-34	10	4:34:41	0:23:15	2:33:17	1:30:31
45	Mike Buenting	M	M50-54	4	4:34:47	0:22:52	2:39:22	1:26:52
46	Matthew Sommer	M	M45-49	4	4:35:16	0:22:20	2:36:48	1:31:37
47	Kevin Cashatt	M	M55-59	2	4:35:38	0:21:52	2:38:37	1:30:06
48	Trent Hovis	M	M35-39	6	4:35:39	0:20:08	2:37:11	1:32:13
49	Trevor Post	M	M30-34	11	4:36:17	0:21:16	2:41:53	1:28:19
50	Brian Muirhead	M	M50-54	5	4:36:45	0:23:39	2:33:05	1:32:57
51	Erik Philipson	M	M25-29	7	4:37:12	0:22:41	2:32:13	1:33:54
52	Tanner James	M	M35-39	7	4:37:18	0:23:50	2:35:24	1:31:46
53	Brian Crabtree	M	M40-44	7	4:37:20	0:23:48	2:36:32	1:30:48
54	Matthew Liberator	M	M30-34	12	4:37:27	0:23:12	2:43:17	1:25:19
55	Derek Reandy	M	M50-54	6	4:37:42	0:22:29	2:30:01	1:39:59
56	Jordan Marcus	M	M25-29	8	4:37:47	0:22:25	2:38:29	1:31:11
57	Joseph Viviano	M	M25-29	9	4:37:57	0:20:27	2:33:17	1:39:22
58	Matthew Vieira	M	M25-29	10	4:38:05	0:23:10	2:38:51	1:30:16
59	Wilhelm Klopp	M	M25-29	11	4:38:24	0:23:23	2:35:49	1:31:54
60	Jake Matthews	M	M18-24	10	4:38:32	0:22:56	2:46:39	1:22:07
61	Elias Wisdom	M	M25-29	12	4:38:35	0:22:25	2:39:32	1:30:26
62	Alec Burks	M	M35-39	8	4:38:37	0:27:02	2:35:39	1:29:54
63	Shaun Endsley	M	M55-59	3	4:38:56	0:22:41	2:34:42	1:35:50
64	Tom O'Neil	M	M25-29	13	4:39:20	0:21:54	2:43:52	1:27:02
65	Bill Beecher	M	M50-54	7	4:39:24	0:19:29	2:35:32	1:39:45
66	Noah Hennings	M	M25-29	14	4:39:30	0:22:16	2:41:02	1:29:03
67	Ryan Bair	M	M25-29	15	4:40:09	0:23:56	2:34:21	1:34:32
68	Lance Bredeson	M	M50-54	8	4:41:06	0:23:59	2:34:37	1:36:35
69	Alex Bowns	M	M30-34	13	4:41:07	0:23:52	2:51:01	1:18:07
70	Paul Saxton	M	M45-49	5	4:41:27	0:22:50	2:35:09	1:38:44
