Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Santiago Ascenco	M	M45-49	1	4:07:36	0:24:46	2:20:23	1:16:35
2	Oliver Pritchard	M	M25-29	1	4:09:16	0:24:53	2:22:24	1:16:17
3	Aurélio Gauthier	M	M25-29	2	4:10:39	0:26:21	2:21:25	1:16:54
4	Gaël Taillandier	M	M25-29	3	4:10:46	0:26:06	2:20:39	1:17:39
5	Antoine Perche	M	M40-44	1	4:12:02	0:26:38	2:20:53	1:18:18
6	Daniel Cope	M	M18-24	1	4:14:21	0:25:53	2:21:13	1:21:27
7	Benjamin Ueltschi	M	M35-39	1	4:14:32	0:26:25	2:25:00	1:17:13
8	Lucas Herzog	M	M25-29	4	4:14:36	0:29:29	2:22:02	1:15:17
9	Julien Daniou	M	M30-34	1	4:15:18	0:27:54	2:20:54	1:20:17
10	Geert Lauryssen	M	M40-44	2	4:15:27	0:26:52	2:21:14	1:20:37
11	Barale Nans	M	M25-29	5	4:16:48	0:23:15	2:24:55	1:23:04
12	Noury Vanmanshoven	M	M30-34	2	4:17:30	0:26:12	2:26:04	1:18:31
13	Pere Bifet	M	M35-39	2	4:17:38	0:26:00	2:28:33	1:16:59
14	Andreas Sindel	M	M30-34	3	4:17:54	0:28:46	2:22:58	1:18:41
15	Siim-Erik Alamaa	M	M30-34	4	4:18:55	0:28:49	2:21:25	1:21:06
16	Mark Mc Ginley	M	M25-29	6	4:19:16	0:25:54	2:25:52	1:20:35
17	Nicolas Rohde	M	M30-34	5	4:19:23	0:26:46	2:26:11	1:20:33
18	Marti Quer	M	M45-49	2	4:20:02	0:25:23	2:28:01	1:20:42
19	Owen Surgeloose	M	M25-29	7	4:20:05	0:24:46	2:24:08	1:25:00
20	Jan Rozek	M	M35-39	3	4:20:41	0:27:09	2:26:13	1:19:49
21	Niels Esmeijer	M	M40-44	3	4:20:49	0:28:08	2:30:30	1:15:41
22	Henri Graul	M	M25-29	8	4:21:11	0:27:37	2:24:45	1:21:10
23	Matheus Teixeira Fialho	M	M25-29	9	4:21:30	0:27:25	2:25:42	1:22:00
24	Andrew Gordon	M	M35-39	4	4:22:43	0:24:44	2:29:39	1:22:58
25	Davide Viale	M	M35-39	5	4:22:50	0:28:32	2:26:36	1:20:00
26	Tomos Hales	M	M30-34	6	4:23:06	0:27:11	2:26:03	1:23:21
27	James Eacott	M	M35-39	6	4:23:23	0:27:59	2:24:38	1:24:03
28	Enzo Lebrun	M	M25-29	10	4:24:05	0:29:54	2:29:12	1:17:01
29	Gruffudd Lewis	M	M35-39	7	4:24:57	0:28:22	2:23:05	1:26:09
30	Levi Jacobs	M	M25-29	11	4:25:05	0:26:57	2:23:45	1:26:06
31	luke powell	M	M30-34	7	4:26:04	0:26:35	2:25:28	1:26:12
32	Ignacio Blanc	M	M25-29	12	4:26:07	0:29:36	2:30:09	1:19:51
33	Anders Langset	M	M40-44	4	4:26:19	0:30:51	2:25:31	1:22:42
34	Vincent Devaux	M	M35-39	8	4:26:40	0:29:34	2:29:22	1:20:36
35	Emrys Oberholzer	M	M18-24	2	4:26:58	0:24:43	2:29:39	1:25:22
36	David Van Oosten	M	M35-39	9	4:27:00	0:30:42	2:27:56	1:21:26
37	Adam Memery	M	M30-34	8	4:27:46	0:28:40	2:29:24	1:23:09
38	Anders Muren	M	M25-29	13	4:27:52	0:29:06	2:28:08	1:23:40
39	Troels Schwartz	M	M35-39	10	4:27:52	0:29:16	2:31:23	1:18:49
40	Andrea Foti	M	M30-34	9	4:27:59	0:25:49	2:29:00	1:25:35
41	Kristoffer Buus Langkilde	M	M25-29	14	4:28:07	0:23:31	2:25:21	1:28:12
42	Jaume Mas Riera	M	M30-34	10	4:28:16	0:25:41	2:28:04	1:28:03
43	Pim Siemons	M	M30-34	11	4:28:32	0:30:56	2:24:48	1:25:19
44	Stephane METTIER	M	M50-54	1	4:28:35	0:26:56	2:29:57	1:24:17
45	Robert Skaggs	M	M55-59	1	4:28:49	0:25:38	2:31:51	1:24:41
46	Phil Mosley	M	M50-54	2	4:29:04	0:27:54	2:31:54	1:22:14
47	Daniel James Restal Wilson	M	M18-24	3	4:29:08	0:24:05	2:29:20	1:29:40
48	Mathieu Lapeyre	M	M30-34	12	4:29:11	0:30:45	2:29:02	1:22:44
49	Lukas Ries	M	M25-29	15	4:29:29	0:29:12	2:24:20	1:25:23
50	Marcelo Marques	M	M35-39	11	4:30:01	0:30:52	2:30:46	1:19:41
51	Théo Kollath	M	M18-24	4	4:30:03	0:30:42	2:27:36	1:24:52
52	Marvin Münchhalfen	M	M30-34	13	4:30:10	0:27:23	2:31:00	1:23:44
53	Bert Arnauts	M	M45-49	3	4:30:12	0:26:32	2:26:29	1:29:58
54	Tobias Hallebach	M	M25-29	16	4:30:18	0:25:37	2:28:38	1:28:18
55	Simon Thwaite	M	M40-44	5	4:30:19	0:30:54	2:27:50	1:24:14
56	Peyton Thompson	M	M18-24	5	4:30:31	0:29:52	2:34:34	1:19:10
57	Julien Vanbellaiengh	M	M30-34	14	4:30:33	0:24:06	2:31:05	1:26:31
58	Pål Jenssen	M	M25-29	17	4:30:53	0:31:29	2:32:58	1:20:35
59	Mathias Jaouen	M	M35-39	12	4:31:02	0:27:51	2:26:14	1:29:39
60	Severus Elias Bottero	M	M30-34	15	4:31:32	0:27:29	2:32:18	1:23:44
61	Matteo Bonalumi	M	M25-29	18	4:31:39	0:24:42	2:33:45	1:23:30
62	Nick Marquardt	M	M25-29	19	4:31:43	0:32:21	2:29:27	1:23:03
63	Paul Lunn	M	M50-54	3	4:31:54	0:29:23	2:31:32	1:24:21
64	Giulio Vanni	M	M35-39	13	4:31:57	0:27:49	2:34:29	1:22:11
65	Aleksandr Gavrilov	M	M45-49	4	4:32:12	0:30:00	2:29:36	1:25:21
66	Michael Dempster-Mortlock	M	M40-44	6	4:32:18	0:31:34	2:30:43	1:22:52
67	Rafa Garcia Arenas	M	M50-54	4	4:32:53	0:28:51	2:33:33	1:23:38
68	Dominik Steiner	M	M40-44	7	4:33:02	0:27:09	2:26:18	1:31:45
69	Kevin Petit	M	M30-34	16	4:33:05	0:26:50	2:27:25	1:32:05
70	Sondre Lernes Hansen	M	M30-34	17	4:33:05	0:28:12	2:32:18	1:25:55
71	Roman Procházka	M	M50-54	5	4:33:13	0:30:19	2:29:06	1:26:27
72	Andre Bellaguarda	M	M40-44	8	4:33:19	0:26:41	2:27:58	1:31:22
73	Marek Svoboda	M	M50-54	6	4:33:20	0:29:02	2:29:51	1:26:42
74	Manuel Gonzalvo Hernández	M	M25-29	20	4:33:35	0:26:07	2:30:58	1:28:47
75	Norbert Kocsis	M	M40-44	9	4:33:38	0:29:28	2:30:31	1:25:55
76	Jeremy Staffent	M	M40-44	10	4:33:45	0:27:17	2:25:07	1:34:20
77	Matthias Kollbach	M	M25-29	21	4:34:01	0:24:01	2:25:32	1:38:09
78	Ethan Roberts-Cutts	M	M18-24	6	4:34:53	0:24:20	2:31:30	1:32:14
79	Jonathan Merlo	M	M35-39	14	4:34:58	0:29:57	2:32:51	1:22:53
80	Quentin Bonnel	M	M30-34	18	4:35:23	0:27:29	2:26:01	1:33:41
81	Benedikt Steinheuer	M	M35-39	15	4:35:29	0:27:01	2:34:44	1:24:44
82	Robert Dahl Andersen	M	M50-54	7	4:35:33	0:34:31	2:27:22	1:26:00
83	Gerard Romagós Vilà	M	M25-29	22	4:35:41	0:28:02	2:32:42	1:28:24
84	Martín Gonzalvo Hernández	M	M25-29	23	4:35:46	0:26:57	2:32:11	1:30:37
85	Bartłomiej Buczek	M	M35-39	16	4:36:00	0:27:00	2:31:58	1:29:40
86	Andreas Maus	M	M45-49	5	4:36:14	0:26:31	2:31:39	1:31:02
87	Mats Jaspersen	M	M30-34	19	4:36:19	0:27:08	2:33:54	1:26:06
88	Nadjib Damerdji	M	M30-34	20	4:36:21	0:30:52	2:37:32	1:21:38
89	Sergei Lisnevskii	M	M45-49	6	4:36:31	0:26:21	2:31:54	1:30:24
90	Rene Feldgen	M	M45-49	7	4:36:40	0:30:18	2:26:53	1:30:22
91	Alexander Cunningham	M	M18-24	7	4:37:01	0:26:10	2:37:19	1:24:32
92	Christophe JOUFFRET	M	M60-64	1	4:37:04	0:26:38	2:27:12	1:36:11
93	Pierrick Avrillon	M	M30-34	21	4:37:06	0:29:02	2:29:35	1:30:56
94	Pedro Blumenschein	M	M30-34	22	4:37:17	0:28:48	2:34:26	1:25:05
95	andrea fois	M	M35-39	17	4:37:31	0:31:11	2:40:25	1:17:18
96	Wietse Krab	M	M30-34	23	4:37:35	0:25:53	2:40:58	1:23:46
97	Julien Volle	M	M35-39	18	4:37:46	0:29:26	2:32:36	1:25:53
98	Florian Marty	M	M45-49	8	4:38:15	0:30:13	2:34:25	1:26:56
99	Rafael Sousa	M	M45-49	9	4:38:23	0:23:41	2:29:17	1:38:00
100	Joe Hand	M	M25-29	24	4:38:29	0:29:06	2:37:51	1:23:50
101	Alex Azambuja	M	M50-54	8	4:38:33	0:27:16	2:31:54	1:31:42
102	Jack Siddoway	M	M30-34	24	4:38:52	0:27:49	2:32:27	1:30:15
103	Christian Adamsen	M	M25-29	25	4:39:06	0:27:15	2:30:56	1:34:03
104	Rebelo Fabio	M	M35-39	19	4:39:16	0:30:21	2:31:08	1:29:57
105	Gabriel Tomàs Morcillo	M	M25-29	26	4:39:35	0:28:37	2:38:59	1:25:18
106	Alvaro Martin Hernandez	M	M40-44	11	4:39:52	0:31:32	2:31:18	1:28:18
107	Arnold Völkl	M	M35-39	20	4:40:03	0:28:19	2:34:05	1:28:46
108	Camille Defaye	M	M35-39	21	4:40:19	0:31:01	2:36:05	1:26:21
109	Nicolas Terwagne	M	M30-34	25	4:40:19	0:33:06	2:35:23	1:24:01
110	Eirik Johannessen	M	M40-44	12	4:40:25	0:30:25	2:37:00	1:25:02
111	Scott Leadbetter	M	M35-39	22	4:40:26	0:28:03	2:31:26	1:34:00
112	Willian John Newbery	M	M45-49	10	4:40:27	0:27:31	2:36:47	1:29:16
113	Nicolas Cuenin	M	M45-49	11	4:40:30	0:29:52	2:29:31	1:31:43
114	Amand Pierrard	M	M30-34	26	4:40:35	0:31:55	2:33:10	1:27:54
115	Tom Woodcock	M	M30-34	27	4:40:44	0:29:45	2:32:03	1:29:56
116	Aleksei Kuzmin	M	M30-34	28	4:40:46	0:33:54	2:28:37	1:31:48
117	Isaac Tarin Cases	M	M35-39	23	4:41:02	0:29:36	2:39:11	1:23:49
118	George Southby	M	M18-24	8	4:41:06	0:29:50	2:31:39	1:29:55
119	Timo Krampe	M	M30-34	29	4:41:14	0:31:23	2:37:02	1:24:57
120	Felix Schönfeldt	M	M30-34	30	4:41:18	0:27:21	2:33:36	1:32:34
121	Jérémy Sannier	M	M30-34	31	4:41:37	0:27:48	2:35:12	1:29:48
122	Livio Bordignon	M	M40-44	13	4:41:45	0:36:31	2:32:35	1:24:06
123	Johannes Hoffmann	M	M40-44	14	4:42:06	0:27:43	2:34:43	1:30:45
124	Tomáš Fiedler	M	M40-44	15	4:42:09	0:29:30	2:38:29	1:25:30
125	Luke Smith	M	M30-34	32	4:42:14	0:29:47	2:39:38	1:24:17
126	Alberto García Ocón	M	M35-39	24	4:42:25	0:26:24	2:41:28	1:24:26
127	Michael Pohrebniak	M	M18-24	9	4:42:26	0:30:02	2:33:24	1:32:03
128	Adrian Manz	M	M25-29	27	4:43:00	0:30:23	2:38:03	1:24:58
129	Marcos Lamas	M	M40-44	16	4:43:11	0:30:49	2:41:16	1:23:23
130	Olivier Vervaet	M	M30-34	33	4:43:15	0:28:15	2:36:20	1:29:43
131	Vikki Wallace	F	F30-34	1	4:43:17	0:28:37	2:39:22	1:27:56
132	Nick Ansell	M	M30-34	34	4:43:19	0:26:22	2:40:31	1:28:22
133	Andre Fernandes	M	M30-34	35	4:43:37	0:24:25	2:31:58	1:39:19
134	Andrew Gittins	M	M30-34	36	4:43:39	0:34:42	2:33:51	1:25:38
135	Mike Koopman	M	M30-34	37	4:43:54	0:26:50	2:39:32	1:28:10
136	Ben Jones	M	M25-29	28	4:44:06	0:32:28	2:37:43	1:26:21
137	Maxime Bourrel	M	M30-34	38	4:44:08	0:26:21	2:35:26	1:32:36
138	Chris Stanton	M	M40-44	17	4:44:20	0:27:38	2:29:24	1:40:21
139	Birger Debacker	M	M40-44	18	4:44:26	0:31:36	2:35:44	1:27:57
140	Jean-Marc Nassen	M	M45-49	12	4:44:32	0:32:00	2:33:21	1:31:17
141	Ludo Monvoisin	M	M45-49	13	4:44:41	0:27:57	2:32:48	1:36:54
142	Florian Hess	M	M35-39	25	4:44:42	0:31:55	2:40:42	1:22:23
143	Adrian Kazimierczak	M	M30-34	39	4:44:48	0:26:20	2:35:39	1:35:04
144	Miguel Cabrera Fdez	M	M55-59	2	4:44:54	0:34:38	2:28:52	1:33:13
145	Carlo Alberto Caruso	M	M40-44	19	4:44:57	0:28:25	2:40:30	1:27:57
146	Henry Dunmore	M	M35-39	26	4:45:03	0:26:34	2:36:13	1:33:29
147	Mariano Hernandez Zapata	M	M40-44	20	4:45:05	0:28:45	2:39:08	1:29:36
148	Luis Miguel Pérez	M	M45-49	14	4:45:13	0:30:19	2:39:17	1:28:15
149	Frederik Heesch	M	M40-44	21	4:45:19	0:30:06	2:32:50	1:34:18
150	Johannes Aarskog	M	M18-24	10	4:45:28	0:39:36	2:30:48	1:28:46
151	Jamie Knight	M	M45-49	15	4:45:33	0:30:48	2:34:35	1:33:30
152	Matthias Hieber	M	M45-49	16	4:45:43	0:32:17	2:28:02	1:36:58
153	Ian Johnson	M	M45-49	17	4:45:47	0:28:44	2:38:43	1:30:00
154	Lee Ross	M	M45-49	18	4:45:54	0:28:30	2:42:37	1:26:56
155	Christian Springer	M	M30-34	40	4:46:00	0:31:14	2:36:23	1:31:00
156	Martin Johansen	M	M35-39	27	4:46:12	0:31:40	2:38:40	1:26:47
157	Walter Dall'Armellina	M	M45-49	19	4:46:14	0:28:59	2:44:55	1:23:47
158	Julien Valer	M	M35-39	28	4:46:18	0:28:56	2:42:01	1:27:31
159	Adam Birtok	M	M40-44	22	4:46:28	0:28:40	2:32:41	1:36:32
160	Lewis Peacock	M	M35-39	29	4:46:29	0:26:26	2:42:58	1:29:36
161	Andreas Jun. Derksen	M	M30-34	41	4:46:43	0:32:30	2:28:00	1:36:40
162	Sébastien Leuvrey	M	M50-54	9	4:46:50	0:28:29	2:28:47	1:42:29
