Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Tom Humphreys	M	M18-24	1	7:37:15		4:42:45	2:52:20
2	Matt Jackson	M	M35-39	1	7:48:23		4:42:27	3:03:32
3	Thomas Blaha	M	M40-44	1	7:50:56		4:47:16	3:00:56
4	David Zaharakis	M	M35-39	2	8:01:32		5:03:44	2:55:11
5	Rhys Williams	M	M35-39	3	8:03:08		4:45:39	3:15:26
6	Sam Mckenzie	M	M18-24	2	8:05:56		4:41:05	3:23:14
7	Jake Townsend	M	M40-44	2	8:06:10		5:05:41	2:57:52
8	Steve Ledger	M	M40-44	3	8:07:19		4:33:03	3:31:24
9	Ben Barby	M	M18-24	3	8:11:22		4:47:41	3:21:11
10	Chris Bradford	M	M50-54	1	8:17:31		4:49:04	3:25:40
11	Jarrad Davis	M	M30-34	1	8:20:57		4:58:32	3:18:34
12	Nathan Taylor	M	M50-54	2	8:22:03		4:52:39	3:27:18
13	Harley Knight	M	M35-39	4	8:25:41		5:15:41	3:06:28
14	Samuel Willersdorf	M	M30-34	2	8:26:41		4:57:40	3:26:10
15	Luke Kohler	M	M40-44	4	8:29:19		4:54:55	3:30:17
16	Martin Rutishauser	M	M50-54	3	8:30:29		4:56:08	3:30:11
17	Aiden Cuff	M	M30-34	3	8:31:07		4:59:23	3:28:54
18	Ben Foote	M	M25-29	1	8:33:06		5:07:15	3:21:24
19	Michael Stephens	M	M35-39	5	8:33:49		5:01:22	3:29:04
20	James Butz	M	M25-29	2	8:34:20		5:10:52	3:20:42
21	Tyson Emmett	M	M40-44	5	8:34:50		5:07:09	3:24:19
22	Lachlan Walker	M	M25-29	3	8:34:56		5:18:09	3:13:51
23	Matt Jones	M	M35-39	6	8:38:11		5:02:48	3:31:59
24	Brian Connors	M	M45-49	1	8:38:11		5:00:38	3:34:00
25	Joseph Mccauley	M	M25-29	4	8:38:39		5:12:37	3:23:08
26	Oliver Heycoop	M	M25-29	5	8:38:51		5:15:38	3:18:32
27	Ben Rooney	M	M25-29	6	8:39:19		5:03:13	3:31:43
28	Chris Pike	M	M40-44	6	8:40:00		5:06:22	3:29:05
29	Benjamin Lovric	M	M25-29	7	8:40:45		5:13:45	3:23:44
30	Nathan Carn	M	M30-34	4	8:40:59		5:11:52	3:25:44
31	Blake Drew	M	M25-29	8	8:42:15		5:15:59	3:23:04
32	Nic Gill	M	M50-54	4	8:42:38		5:05:03	3:35:12
33	Leigh Johnson	M	M45-49	2	8:43:10		4:55:11	3:44:45
34	Michael Jones	M	M45-49	3	8:43:52		5:25:40	3:15:29
35	Josh Van Der End	M	M25-29	9	8:43:59		5:18:53	3:21:29
36	Lewis Capellari	M	M25-29	10	8:46:01		5:11:58	3:31:03
37	Bevan Nicholson	M	M50-54	5	8:46:06		5:12:31	3:29:28
38	Mark Collins	M	M40-44	7	8:46:07		5:22:44	3:19:34
39	Nick Gilliland	M	M30-34	5	8:47:03		5:03:01	3:40:26
40	Noah Finnimore	M	M18-24	4	8:47:32		5:09:43	3:33:41
41	Hayden Allsop	M	M40-44	8	8:47:59		5:05:44	3:36:31
42	Buddy Dempsey	M	M18-24	5	8:48:00		5:30:05	3:15:01
43	Matt Le Maitre	M	M40-44	9	8:48:29		5:17:48	3:27:47
44	Luke Youngman	M	M30-34	6	8:48:56		5:15:39	3:29:16
45	Mark Sidhom	M	M50-54	6	8:49:07		5:17:47	3:24:39
46	Merle Talviste	F	F40-44	1	8:50:55		5:15:04	3:33:04
47	Jed Wilson	M	M18-24	6	8:51:48		5:18:29	3:29:01
48	Hunter Webb	M	M25-29	11	8:52:25		5:04:11	3:41:06
49	Toby Martin	M	M18-24	7	8:52:35		5:21:30	3:28:05
50	Spencer Andrews-Bohringer	M	M18-24	8	8:55:32		5:11:07	3:40:01
51	Aaron Ouwehand	M	M25-29	12	8:55:42		5:25:21	3:27:26
52	Benjamin King	M	M30-34	7	8:56:09		5:22:36	3:30:19
53	Damien Hiles	M	M50-54	7	8:56:24		5:22:50	3:29:44
54	Kiva Gwynne	M	M25-29	13	8:57:48		5:31:11	3:22:10
55	Paul Breguet	M	M50-54	8	8:57:51		5:13:23	3:40:59
56	Mark Clayton	M	M40-44	10	8:57:54		5:19:17	3:34:20
57	Joel Morris	M	M40-44	11	8:58:02		5:10:23	3:45:06
58	Jobe Gardner	M	M18-24	9	8:58:19		5:26:34	3:26:08
59	Andrew Schmidt	M	M40-44	12	8:58:41		5:10:12	3:45:52
60	Nicola Wadey	F	F35-39	1	8:58:58		5:20:39	3:35:04
61	Russell Clowes	M	M45-49	4	8:59:03		5:33:55	3:17:49
62	Mitchell Friend	M	M40-44	13	8:59:19		5:18:30	3:36:53
63	Angus Chaffey	M	M25-29	14	9:00:05		5:24:08	3:31:51
64	Frederik Smollerup	M	M25-29	15	9:00:22		5:11:36	3:45:51
65	Andy Higginbotham	M	M50-54	9	9:01:17		5:19:39	3:38:27
66	Kyle Whitton	M	M25-29	16	9:01:32		5:13:58	3:42:17
67	Tanya Fraser	F	F45-49	1	9:01:33		5:23:50	3:31:26
68	Ryan Francis	M	M40-44	14	9:02:48		5:29:12	3:29:56
69	Paul Argall	M	M50-54	10	9:03:10		5:18:19	3:40:55
70	Josh Gray	M	M25-29	17	9:03:49		5:24:30	3:35:17
71	Thomas Roe	M	M25-29	18	9:04:22		5:01:37	3:57:33
72	Esmee Broekhuizen	F	F25-29	1	9:04:44		5:23:40	3:38:45
73	Rory Crowley	M	M35-39	7	9:05:15		5:22:28	3:36:37
74	Darcy Mcmahon	M	M30-34	8	9:05:19		5:23:28	3:36:45
75	Shelley Casey	F	F35-39	2	9:05:53		5:34:16	3:28:25
76	Aaron Seaman	M	M40-44	15	9:06:04		5:10:35	3:50:33
77	Rebecca Caulfield	F	F30-34	1	9:06:21		5:38:37	3:24:37
78	Yafu Ji	M	M35-39	8	9:07:35		5:32:33	3:31:09
79	Tomas Haluza	M	M40-44	16	9:08:17		5:34:44	3:27:25
80	Alexander Wall	M	M45-49	5	9:08:30		5:20:43	3:42:41
81	Kieren Richards	M	M25-29	19	9:08:47		5:31:04	3:34:21
82	Mark Pacey	M	M50-54	11	9:08:55		5:26:56	3:36:51
83	Hirofumi Ohshima	M	M55-59	1	9:09:19		5:30:05	3:33:49
84	Chris Austin	M	M40-44	17	9:10:01		5:28:19	3:35:27
85	Darren Farlow	M	M55-59	2	9:10:09		5:28:17	3:38:37
86	Harley Brown	M	M25-29	20	9:10:27		5:14:29	3:52:09
87	Will Granger	M	M18-24	10	9:10:44		5:20:22	3:45:15
88	Rachael Dols	F	F30-34	2	9:11:12		5:32:44	3:34:49
89	Sean Dwyer	M	M35-39	9	9:11:56		5:53:38	3:14:54
90	Dean Aylott	M	M25-29	21	9:11:57		5:13:28	3:54:19
91	Riley Hay	M	M25-29	22	9:13:40		5:15:19	3:53:08
92	Sam Coy	M	M35-39	10	9:13:47		5:14:23	3:55:41
93	Ben Hayes	M	M35-39	11	9:13:47		5:36:24	3:32:14
94	Graham Bruce	M	M60-64	1	9:14:24		5:27:56	3:43:52
95	Ben Mcpherson	M	M40-44	18	9:16:30		5:33:33	3:38:59
96	Anna Harrison	F	F35-39	3	9:16:37		5:14:05	3:59:55
97	Tim Fuller	M	M45-49	6	9:18:04		5:24:08	3:48:08
98	Ben Folmer	M	M45-49	7	9:18:28		5:29:34	3:43:14
99	Ryan Pusic	M	M40-44	19	9:19:07		5:23:07	3:52:20
100	Anthony Cooley	M	M40-44	20	9:19:16		5:15:08	4:01:40
101	Kasey Bond	M	M18-24	11	9:19:42		5:37:21	3:38:12
