Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Henrik Goesch	M	MPRO	1	3:19:28		2:06:53	1:11:41
2	Sam Osborne	M	MPRO	2	3:20:21		2:07:27	1:11:55
3	Caleb Noble	M	MPRO	3	3:21:04		2:07:36	1:12:20
4	Kurt McDonald	M	MPRO	4	3:23:26		2:09:40	1:12:48
5	Mitchell Kibby	M	MPRO	5	3:23:39		2:07:16	1:15:36
6	Josh Ferris	M	MPRO	6	3:24:23		2:07:50	1:15:26
7	Jack Sosinski	M	MPRO	7	3:24:25		2:07:44	1:15:48
8	Josh Amberger	M	MPRO	8	3:24:44		2:09:05	1:14:34
9	Roland Crantock	M	MPRO	9	3:25:42		2:06:33	1:18:04
10	Thomas Page	M	MPRO	10	3:26:20		2:09:18	1:16:03
11	Cameron Wilson	M	MPRO	11	3:28:32		2:07:51	1:19:31
12	Harrison Wiles	M	MPRO	12	3:29:39		2:09:25	1:18:57
13	Dylan Clough	M	M25-29	1	3:32:05		2:15:06	1:16:02
14	Liam Duval	M	MPRO	13	3:32:14		2:13:34	1:17:17
15	Jye Spriggs	M	MPRO	14	3:32:29		2:07:06	1:24:17
16	Joel Wooldridge	M	MPRO	15	3:33:39		2:14:50	1:17:24
17	Lachlan Haycock	M	MPRO	16	3:33:44		2:13:28	1:19:06
18	Sam Musgrove	M	MPRO	17	3:33:46		2:14:00	1:18:26
19	Mathew Phillips	M	M35-39	1	3:33:57		2:10:44	1:21:48
20	Calvin Amos	M	MPRO	18	3:35:06		2:13:56	1:19:45
21	Jacob Lipari	M	M25-29	2	3:35:22		2:11:31	1:22:45
22	James Knox	M	M25-29	3	3:35:59		2:19:19	1:15:35
23	Max Roocke	M	M18-24	1	3:36:00		2:17:07	1:17:40
24	Cyrill Knechtle	M	MPRO	19	3:36:02		2:15:22	1:19:31
25	Hamish Longmuir	M	MPRO	20	3:36:23		2:14:11	1:21:00
26	Oliver Laws	M	M30-34	1	3:36:42		2:14:31	1:20:46
27	Stephen Macmillan	M	M45-49	1	3:40:15		2:21:02	1:17:59
28	Andrew Nash	M	M30-34	2	3:40:30		2:19:37	1:19:41
29	Patrick Bleasel	M	M25-29	4	3:40:43		2:20:06	1:19:01
30	Hamish Harrison	M	M35-39	2	3:41:15		2:22:54	1:17:01
31	Will Clarke	M	MPRO	21	3:42:10		2:13:08	1:27:41
32	Brett Hallam	M	M30-34	3	3:42:20		2:18:44	1:21:46
33	Bailey Tuddenham	M	M18-24	2	3:42:53		2:12:32	1:29:20
34	Jonah Newton	M	M25-29	5	3:44:09		2:22:58	1:19:13
35	Esteban Gimenez Zapiola	M	M35-39	3	3:45:17		2:18:48	1:25:19
36	Tim Tritton	M	M35-39	4	3:45:45		2:21:08	1:22:42
37	Natalie Van Coevorden	F	FPRO	1	3:45:56		2:22:05	1:22:51
38	Liam Duncan	M	M18-24	3	3:46:21		2:24:53	1:19:52
39	Christo Ball	M	M35-39	5	3:47:13		2:15:45	1:29:54
40	Jake Watts	M	M30-34	4	3:47:26		2:19:55	1:26:05
41	Tyler Murphy	M	M30-34	5	3:47:40		2:22:04	1:23:19
42	Todd Spokes	M	M40-44	1	3:48:06		2:22:51	1:23:08
43	Trent Crosbie	M	M25-29	6	3:48:22		2:23:34	1:23:06
44	Antoine Level	M	M45-49	2	3:48:36		2:25:21	1:21:58
45	Amelia Watkinson	F	FPRO	2	3:49:33		2:23:55	1:24:31
46	Richard Chambers	M	M40-44	2	3:49:34		2:16:21	1:32:04
47	Sam Johnson	M	M35-39	6	3:50:46		2:25:23	1:23:39
48	William Ball	M	M25-29	7	3:50:52		2:24:24	1:25:02
49	David Walsh	M	M45-49	3	3:51:10		2:25:35	1:24:18
50	Heath Sadler	M	M25-29	8	3:51:28		2:21:29	1:28:31
51	Skye Wallace	F	FPRO	3	3:51:42		2:25:25	1:25:16
52	Kylie Simpson	F	FPRO	4	3:52:38		2:22:47	1:28:39
53	Leith Austin	M	M45-49	4	3:53:09		2:23:24	1:27:23
54	David Morgan	M	M30-34	6	3:53:20		2:24:04	1:27:34
55	Alex Coe	M	M25-29	9	3:53:22		2:23:40	1:28:17
56	Cameron Arnold	M	M50-54	1	3:54:10		2:28:03	1:24:29
57	George Grigg	M	M25-29	10	3:54:38		2:25:42	1:26:51
58	Mike Tong	M	MPRO	22	3:54:52		2:25:27	1:28:25
59	Samantha Kingsford	F	FPRO	5	3:54:53		2:28:20	1:25:15
60	Charlotte McShane	F	FPRO	6	3:54:53		2:29:49	1:23:50
61	Laurence Sheehan	M	M18-24	4	3:54:56		2:23:48	1:29:06
62	Antony Boyd	M	M45-49	5	3:55:11		2:26:38	1:26:51
63	Eve Sealy	F	F25-29	1	3:56:03		2:29:42	1:24:55
64	Jasmine Brown	F	FPRO	7	3:56:38		2:27:30	1:27:58
65	Martijn Zwetsloot	M	M40-44	3	3:57:53		2:23:46	1:32:48
66	Jeffrey Zwolsman	M	M35-39	7	3:57:57		2:27:12	1:29:10
67	Glenn Strutt	M	M25-29	11	3:58:09		2:22:19	1:33:57
68	Chloe Hartnett	F	FPRO	8	3:58:19		2:26:50	1:30:25
69	Joshua Lohse	M	M18-24	5	3:59:17		2:30:31	1:26:45
70	Mario Schabus	M	M35-39	8	3:59:40		2:28:59	1:28:37
71	Harrison Wood	M	M25-29	12	3:59:57		2:34:44	1:23:11
72	Tyler Scarce	M	M30-34	7	4:00:06		2:35:01	1:23:21
73	JOEL ARMITAGE	M	M40-44	4	4:00:09		2:23:45	1:34:21
74	Jay Thomas	M	M40-44	5	4:00:19		2:29:33	1:28:00
75	Shaun Higgins	M	M35-39	9	4:00:22		2:26:16	1:32:37
76	Paige Cranage	F	FPRO	9	4:00:36		2:33:43	1:25:41
77	Anibal Juncal	M	M50-54	2	4:01:01		2:25:31	1:34:07
78	Joshua Smith	M	M35-39	10	4:01:14		2:27:52	1:31:42
79	Francis Rupnik	M	M18-24	6	4:01:17		2:34:40	1:24:49
80	Kyle Davis	M	M18-24	7	4:01:31		2:25:48	1:34:12
81	Michael Perry	M	M40-44	6	4:02:03		2:30:50	1:29:53
82	John Roberts	M	M35-39	11	4:02:13		2:32:01	1:27:54
83	Daniel Da Gama Guimarães Ramalho	M	M45-49	6	4:02:14		2:26:38	1:33:52
84	James Bedford	M	M25-29	13	4:02:59		2:30:12	1:30:38
85	Hannah Knighton	F	FPRO	10	4:03:33		2:31:12	1:30:48
86	Nicolas Barbalan	M	M35-39	12	4:04:30		2:37:23	1:24:34
87	Jon Burgess	M	M45-49	7	4:04:31		2:35:45	1:27:19
88	Elliot Watts	M	M35-39	13	4:05:17		2:32:12	1:30:53
89	Jordan Barham	M	M30-34	8	4:05:20		2:30:17	1:33:30
90	Katie Remond	F	FPRO	11	4:05:21		2:38:29	1:25:27
91	Salvador Jurado	M	M45-49	8	4:05:29		2:31:43	1:31:39
92	Bella Murdoch	F	F18-24	1	4:05:35		2:37:13	1:26:19
93	Ben Osmand	M	M40-44	7	4:06:23		2:27:41	1:36:14
94	Henry Altenburg	M	M25-29	14	4:06:39		2:29:41	1:34:24
95	Alexander Thorpe	M	M40-44	8	4:06:54		2:28:06	1:36:11
96	Chun Kit Tsang	M	M40-44	9	4:07:38		2:41:32	1:24:12
97	Martin Henry	M	M40-44	10	4:08:04		2:31:01	1:35:30
98	York Stanham	M	M35-39	14	4:08:08		2:34:00	1:32:14
99	Joshua Lys	M	M25-29	15	4:08:28		2:37:13	1:30:00
100	Madison Hayward	F	F18-24	2	4:08:46		2:38:03	1:29:03
101	Ryan Tromans	M	M30-34	9	4:09:08		2:37:53	1:29:37
102	James Goodman	M	M25-29	16	4:09:12		2:31:25	1:36:03
103	Martino Pilu	M	M25-29	17	4:09:22		2:33:05	1:34:46
104	Angharad Llewellyn	F	FPRO	12	4:09:25		2:36:10	1:31:57
105	Kyal Atkinson	M	M25-29	18	4:09:38		2:33:34	1:34:19
106	Rachael Mccarthy	F	FPRO	13	4:09:46		2:29:39	1:38:55
107	Sam Millen	M	M30-34	10	4:10:06		2:35:01	1:32:25
108	Sam Battel	M	M30-34	11	4:10:35		2:34:49	1:33:55
109	Marcus Geoghegan	M	M25-29	19	4:10:36		2:35:20	1:32:32
110	Rebecca Clarke	F	FPRO	14	4:10:55		2:27:48	1:41:39
111	Caleb Noonan	M	M18-24	8	4:11:02		2:38:33	1:30:38
112	Matthew Stevenson	M	M40-44	11	4:11:05		2:33:42	1:35:36
113	Mathew Yanez	M	M40-44	12	4:11:05		2:26:28	1:42:42
114	Harry Foley	M	M25-29	20	4:11:39		2:32:18	1:36:08
115	Declan Dempster	M	M25-29	21	4:11:40		2:41:44	1:28:27
116	Sarah Wyatt	F	F25-29	2	4:11:47		2:42:19	1:27:31
117	Dean Attard	M	M30-34	12	4:11:48		2:39:42	1:28:23
118	Simon Nash	M	M45-49	9	4:11:48		2:37:37	1:30:53
119	Jayson Fitz-Gerald	M	M25-29	22	4:12:12		2:35:56	1:34:21
120	Sean Graham	M	M18-24	9	4:12:15		2:31:36	1:39:06
121	Peter Demamiel	M	M25-29	23	4:12:34		2:38:20	1:32:22
122	Emma Fessey	F	F25-29	3	4:12:40		2:36:31	1:34:52
123	Cameron Torpy	M	M18-24	10	4:12:43		2:25:04	1:46:03
