総合順位	No.	氏名	年齢	性別	居住地	総合記録	スイムラップ	S順	バイクラップ	B順	スプリット	通過	ランラップ	R順	男子順位	女子順位	年代区分	年代順位
1	518	尾花 連都	21	男	東京都	1:03:09	0:10:41	5	0:34:36	2	0:45:17	2	0:17:52	3	1		29歳以下男子	
2	519	高田 怜志	21	男	千葉県	1:03:54	0:10:40	4	0:34:14	1	0:44:54	1	0:19:00	7	2		29歳以下男子	
3	517	樋口 碧生	20	男	宮城県	1:06:21	0:10:14	2	0:37:52	6	0:48:06	4	0:18:15	5	3		29歳以下男子	
4	521	碓氷 大樹	22	男	千葉県	1:06:38	0:11:38	7	0:36:57	3	0:48:35	5	0:18:03	4	4		29歳以下男子	
5	520	須賀 祥太	22	男	神奈川県	1:06:55	0:09:26	1	0:36:59	4	0:46:25	3	0:20:30	15	5		29歳以下男子	
6	504	沼野 藍	22	女	千葉県	1:12:19	0:12:43	10	0:40:11	8	0:52:54	8	0:19:25	9		1	29歳以下女子	
7	510	小川 冬凱	19	男	千葉県	1:12:20	0:11:21	6	0:43:20	20	0:54:41	11	0:17:39	2	6		29歳以下男子	
8	528	山崎 裕太	35	男	蕨市	1:12:55	0:14:01	12	0:38:46	7	0:52:47	7	0:20:08	13	7		30歳代男子	1
9	544	出口 雄二	55	男	福島県	1:13:26	0:15:35	22	0:37:34	5	0:53:09	9	0:20:17	14	8		50歳代男子	1
10	509	瀧澤 昊冬	19	男	東京都	1:13:26	0:10:19	3	0:41:55	14	0:52:14	6	0:21:12	17	9		29歳以下男子	1
11	511	金井 達也	19	男	茨城県	1:15:34	0:15:29	21	0:41:16	12	0:56:45	16	0:18:49	6	10		29歳以下男子	2
12	538	浅香 聡	47	男	東京都	1:16:09	0:12:27	9	0:40:53	10	0:53:20	10	0:22:49	21	11		40歳代男子	1
13	515	岩渕 泳人	20	男	岩手県	1:16:10	0:14:14	15	0:42:02	16	0:56:16	15	0:19:54	11	12		29歳以下男子	3
14	503	根本 あさひ	21	女	茨城県	1:16:46	0:12:26	8	0:42:20	17	0:54:46	12	0:22:00	19		2	29歳以下女子	
15	501	國分 小夏	20	女	神奈川県	1:17:28	0:14:11	13	0:41:06	11	0:55:17	14	0:22:11	20		3	29歳以下女子	
16	516	小泉 悠樹	20	男	千葉県	1:18:22	0:14:25	16	0:40:32	9	0:54:57	13	0:23:25	22	13		29歳以下男子	4
17	533	堀内 恵介	39	男	南埼玉郡	1:19:53	0:16:23	25	0:44:13	21	1:00:36	20	0:19:17	8	14		30歳代男子	2
18	529	Theobald Oliver	36	男	東京都	1:19:57	0:14:14	14	0:44:47	22	0:59:01	19	0:20:56	16	15		30歳代男子	3
19	541	広瀬 昌章	51	男	茨城県	1:20:14	0:16:01	23	0:44:47	23	1:00:48	21	0:19:26	10	16		50歳代男子	2
20	548	鈴木 基則	63	男	越谷市	1:21:30	0:15:18	20	0:41:28	13	0:56:46	17	0:24:44	24	17		60歳以上男子	1
21	512	朝倉 康成	19	男	神奈川県	1:21:42	0:18:42	28	0:42:55	18	1:01:37	23	0:20:05	12	18		29歳以下男子	5
22	508	白崎 十夢	19	男	さいたま市	1:22:51	0:12:45	11	0:48:14	28	1:00:59	22	0:21:52	18	19		29歳以下男子	6
23	542	矢口 照彦	54	男	神奈川県	1:23:01	0:14:44	17	0:43:16	19	0:58:00	18	0:25:01	25	20		50歳代男子	3
24	513	津田 亮太	19	男	神奈川県	1:23:51	0:24:57	34	0:41:57	15	1:06:54	27	0:16:57	1	21		29歳以下男子	7
25	549	武藤 浩行	64	男	群馬県	1:29:58	0:16:38	26	0:47:48	27	1:04:26	26	0:25:32	26	22		60歳以上男子	2
26	502	宗岡 禾子	20	女	茨城県	1:30:10	0:16:45	27	0:47:21	26	1:04:06	24	0:26:04	30		4	29歳以下女子	
27	505	秋山 莉穂	22	女	神奈川県	1:32:10	0:14:54	18	0:49:28	29	1:04:22	25	0:27:48	33		5	29歳以下女子	
28	545	西村 昭俊	60	男	東京都	1:34:31	0:22:06	31	0:46:46	24	1:08:52	29	0:25:39	27	23		60歳以上男子	3
29	543	南木純	55	男	東京都	1:36:23	0:16:01	24	0:54:20	32	1:10:21	31	0:26:02	29	24		50歳代男子	4
30	550	飯塚仁	65	男	福島県	1:36:45	0:22:11	32	0:47:00	25	1:09:11	30	0:27:34	32	25		60歳以上男子	4
31	546	太田 香	60	男	飯能市	1:37:59	0:15:14	19	0:52:01	30	1:07:15	28	0:30:44	37	26		60歳以上男子	5
32	507	VONDEROSTEN BEATE	62	女	東京都	1:39:16	0:19:55	29	0:53:25	31	1:13:20	32	0:25:56	28		6	60歳以上女子	
33	537	廣瀬 智之	46	男	東京都	1:43:05	0:22:58	33	0:55:28	33	1:18:26	34	0:24:39	23	27		40歳代男子	2
34	531	江橋 大樹	37	男	東京都	1:44:57	0:20:31	30	0:55:53	34	1:16:24	33	0:28:33	34	28		30歳代男子	4
35	540	福田 尚洋	49	男	上尾市	1:56:02	0:26:36	35	1:00:49	38	1:27:25	36	0:28:37	35	29		40歳代男子	3
36	530	野崎亮	36	男	さいたま市	1:57:58	0:32:03	37	0:57:01	36	1:29:04	37	0:28:54	36	30		30歳代男子	5
TOV	547	松下実	60	男	東京都	2:00:48	0:27:42	36	0:57:33	37	1:25:15	35	0:35:33	38			60歳以上男子	
TOV	526	永江 広明	31	男	東京都	2:06:12	0:42:16	39	0:56:57	35	1:39:13	38	0:26:59	31			30歳代男子	
TOV	524	伊藤 勇毅	30	男	東京都	2:35:19	0:38:47	38	1:16:37	39	1:55:24	39	0:39:55	39			30歳代男子	
DNF	523	鈴木 彩大	28	男	神奈川県												29歳以下男子	
DNF	525	山下 駿哉	30	男	東京都												30歳代男子	
DNF	527	廣野 数樹	33	男	東京都												30歳代男子	
DNF	539	山根 信亮	48	男	川越市												40歳代男子	
DNS	506	秋谷 絢子	48	女	東京都												40歳代女子	
DNS	514	石井 眞澄	19	男	東京都												29歳以下男子	
DNS	522	中山 祥貴	27	男	新潟県												29歳以下男子	
DNS	532	神田 智史	39	男	越谷市												30歳代男子	
DNS	534	木内 怜	42	男	山梨県												40歳代男子	
DNS	535	木村 和孝	44	男	春日部市												40歳代男子	
DNS	536	古賀 梓	46	男	東京都												40歳代男子	
DNS	551	猪瀬 浩	69	男	茨城県												60歳以上男子	
