Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Mathias Lyngsø Petersen	M	MPRO	1	3:43:38	0:24:46	2:03:23	1:12:43
2	Dieter Comhair	M	MPRO	2	3:44:06	0:26:41	2:01:42	1:13:10
3	Thomas Bishop	M	MPRO	3	3:45:55	0:24:58	2:03:12	1:14:53
4	Brock Hoel	M	MPRO	4	3:47:15	0:24:44	2:03:13	1:14:17
5	Fabian Meeusen	M	MPRO	5	3:47:46	0:23:42	2:04:34	1:16:41
6	Louis Buttrick	M	MPRO	6	3:47:56	0:25:11	2:03:22	1:16:25
7	Pierre Dupuy	M	MPRO	7	3:48:43	0:24:42	2:03:32	1:17:39
8	Nils Huckschlag	M	MPRO	8	3:49:12	0:25:54	2:02:37	1:17:42
9	Will Grace	M	MPRO	9	3:49:25	0:26:27	2:07:39	1:12:38
10	Stenn Goetstouwers	M	MPRO	10	3:50:31	0:26:01	2:05:11	1:16:03
11	Jorik Van Egdom	M	MPRO	11	3:53:27	0:26:33	2:05:03	1:18:43
12	Neilan Kempmann	M	MPRO	12	3:53:43	0:24:47	2:03:14	1:22:49
13	Floren Lefebvre	M	MPRO	13	3:55:11	0:27:51	2:03:49	1:20:38
14	Jonathan Homberg	M	MPRO	14	3:55:48	0:28:08	2:05:23	1:19:04
15	Sam Wordley	M	MPRO	15	3:56:06	0:25:58	2:06:07	1:18:44
16	Marijn Markusse	M	MPRO	16	3:58:27	0:30:50	2:03:57	1:20:08
17	Nils Lorenz	M	MPRO	17	3:58:55	0:25:18	2:02:45	1:28:07
18	Rinel Pius	M	MPRO	18	3:59:03	0:25:01	2:12:53	1:17:49
19	Robert Huisman	M	MPRO	19	3:59:56	0:25:06	2:06:32	1:25:04
20	Pascal Franken	M	MPRO	20	4:00:46	0:30:46	2:03:00	1:23:40
21	Cameron MacNair	M	MPRO	21	4:00:53	0:27:22	2:11:04	1:19:08
22	Siebe De Winter	M	M25-29	1	4:00:57	0:27:19	2:10:16	1:19:03
23	Joost Friderichs	M	MPRO	22	4:00:59	0:27:24	2:06:05	1:24:18
24	Brecht Roelans	M	M18-24	1	4:01:59	0:26:20	2:11:55	1:17:35
25	Ben De Wolf	M	M40-44	1	4:02:01	0:28:04	2:09:52	1:19:39
26	Olaf Van Den Bergh	M	MPRO	23	4:02:07	0:34:26	2:04:49	1:17:42
27	Thomas Vandeperre	M	M30-34	1	4:02:32	0:28:29	2:11:18	1:18:50
28	Sam Steltenpool	M	M18-24	2	4:03:33	0:30:23	2:09:33	1:19:58
29	Cedric Osterholt	M	MPRO	24	4:04:48	0:24:49	2:06:57	1:29:18
30	Loewis Kinget	M	M25-29	2	4:07:39	0:30:02	2:11:35	1:22:04
31	Dries Vissers	M	M35-39	1	4:08:10	0:29:07	2:11:31	1:22:34
32	Fredrik Goa Kjøll	M	M25-29	3	4:08:10	0:29:43	2:14:00	1:19:07
33	Giannantonio Matteo	M	M18-24	3	4:08:48	0:26:49	2:14:53	1:22:03
34	Matthew Tonge	M	MPRO	25	4:09:09	0:27:28	2:12:51	1:24:43
35	Dylan Thissen	M	MPRO	26	4:09:42	0:30:43	2:02:57	1:32:12
36	Floris Emanuel	M	M30-34	2	4:10:16	0:30:18	2:09:50	1:25:08
37	Niels Pannecoucke	M	M30-34	3	4:10:40	0:33:37	2:13:48	1:17:41
38	Bas De Man	M	M30-34	4	4:11:40	0:33:03	2:09:04	1:25:24
39	Marlene Helen De Boer	F	FPRO	1	4:12:25	0:28:26	2:15:23	1:25:53
40	Tom Paolin	M	M35-39	2	4:13:13	0:31:50	2:13:15	1:23:48
41	Maja Stage Nielsen	F	FPRO	2	4:14:05	0:28:41	2:15:19	1:27:12
42	Oliver Fischer	M	M25-29	4	4:14:33	0:32:02	2:16:30	1:21:20
43	Jimmy Van Bemmel	M	M30-34	5	4:14:42	0:30:08	2:14:47	1:24:40
44	Solenne Billouin	F	FPRO	3	4:15:41	0:29:44	2:15:02	1:28:18
45	René Hoep	M	M40-44	2	4:15:58	0:32:34	2:16:37	1:22:20
46	Harry De Blaby	M	M25-29	5	4:16:46	0:30:14	2:22:59	1:18:08
47	Timo Ten Brink	M	M25-29	6	4:17:00	0:31:52	2:16:22	1:23:43
48	Gauthier Mine	M	M30-34	6	4:17:09	0:31:54	2:17:28	1:22:29
49	Ruben Ghyselinck	M	M30-34	7	4:17:10	0:32:04	2:12:54	1:25:24
50	Sjirk Bijma	M	M30-34	8	4:17:14	0:30:47	2:10:57	1:30:30
51	Ramon Siljade	M	M40-44	3	4:17:17	0:33:40	2:13:58	1:23:50
52	Benjamin Ertler	M	M40-44	4	4:17:17	0:34:25	2:14:38	1:22:45
53	Dehan Louw	M	MPRO	27	4:17:47	0:30:35	2:16:47	1:26:17
54	Benjamin Dion	M	M25-29	7	4:18:14	0:29:08	2:19:11	1:25:10
55	Benjamin Van Der Weerdt	M	M30-34	9	4:18:36	0:30:52	2:12:46	1:29:41
56	Lucas San Roman	M	M25-29	8	4:19:13	0:31:33	2:15:31	1:27:15
57	John Dalton-Morgan	M	M25-29	9	4:19:17	0:36:26	2:14:54	1:21:42
58	Nicky De Beer	M	M30-34	10	4:19:21	0:33:48	2:14:25	1:26:26
59	Julien Vanbellaiengh	M	M30-34	11	4:19:32	0:26:37	2:19:02	1:27:39
60	Nick Thijs	M	MPRO	28	4:19:41	0:26:32	2:22:15	1:25:18
61	Natalie Van Coevorden	F	FPRO	4	4:19:52	0:27:26	2:19:00	1:30:22
62	Gerrit Jacobs	M	M50-54	1	4:20:05	0:35:04	2:10:58	1:28:00
63	Rémi Leclercq	M	M25-29	10	4:20:06	0:35:04	2:14:08	1:26:11
64	Brice Kirchmann	M	M30-34	12	4:20:13	0:39:11	2:15:39	1:18:58
65	Carlos Platier Luna	M	M30-34	13	4:20:13	0:33:32	2:13:56	1:27:57
66	Joan Fever	M	M18-24	4	4:21:06	0:31:34	2:15:40	1:29:01
67	Steven Van Den Bogaert	M	M35-39	3	4:21:15	0:30:46	2:20:54	1:22:58
68	Paul Neumann	M	M30-34	14	4:21:35	0:31:38	2:15:39	1:29:15
69	Luuk Molenaar	M	M30-34	15	4:21:46	0:30:23	2:26:29	1:19:40
70	Mitchell Kayser	M	M35-39	4	4:22:09	0:29:41	2:18:48	1:28:51
