総合順位	No.	氏名	年齢	性別	都道府県	総合記録	スイムラップ	S順	バイクラップ	B順	ランラップ	R順	男子順位	女子順位
379	321	伊藤 通章	49	男	静岡県	11:37:50	0:54:10	208	6:00:12	607	4:43:28	260	361	
422	322	藤田 義彦	50	男	静岡県	11:51:12	1:02:36	537	5:40:48	455	5:07:48	411	401	
370	323	近藤 均	51	男	静岡県	11:34:57	0:59:57	430	5:25:11	343	5:09:49	424	352	
192	324	高瀬 英夫	52	男	静岡県	10:43:47	0:54:11	210	5:03:32	164	4:46:04	280	184	
	325	朝比奈 重雄	58	男	静岡県		1:08:14	740	7:00:56	845				
249	326	長島 郁夫	60	男	静岡県	10:59:49	0:51:59	142	5:24:13	332	4:43:37	262	236	
67	327	太田 真司	24	男	愛知県	9:47:41	0:53:28	184	4:55:13	110	3:59:00	59	65	
136	328	松本 宗太郎	29	男	愛知県	10:18:56	0:51:13	117	5:01:42	148	4:26:01	167	129	
211	329	岡本 二郎	30	男	愛知県	10:47:46	1:03:22	587	5:15:12	248	4:29:12	184	202	
65	330	伊藤 守彦	35	男	愛知県	9:47:08	0:51:36	123	4:42:59	53	4:12:33	107	63	
142	331	高田 大輔	37	男	愛知県	10:21:03	0:54:26	223	4:58:44	130	4:27:53	175	135	
563	332	関根 洋	40	男	愛知県	12:38:28	1:15:49	829	6:04:21	634	5:18:18	464	521	
410	333	中島 三智	40	男	愛知県	11:46:56	1:08:14	740	5:51:49	552	4:46:53	283	389	
698	334	金 英浩	40	男	愛知県	13:24:48	1:08:58	755	6:12:37	674	6:03:13	670	635	
495	335	羽田野 敏夫	41	男	愛知県	12:15:51	0:49:17	75	5:27:37	358	5:58:57	651	470	
441	336	山崎 豊	41	男	愛知県	11:56:33	0:44:48	15	5:28:44	365	5:43:01	575	419	
163	337	松浦 将志	41	男	愛知県	10:32:13	0:57:26	348	5:09:21	204	4:25:26	166	155	
344	338	高田 誠	42	男	愛知県	11:26:28	0:51:02	111	5:19:07	283	5:16:19	456	327	
86	339	平川 弘和	42	男	愛知県	9:55:51	1:00:13	444	4:58:04	127	3:57:34	55	82	
315	340	竹内 雅一	43	男	愛知県	11:20:57	1:06:05	667	5:35:59	418	4:38:53	234	301	
268	341	岡崎 博幸	43	男	愛知県	11:06:41	0:47:22	43	5:24:06	330	4:55:13	333	255	
46	342	及部 豊幸	43	男	愛知県	9:37:44	0:53:00	170	4:35:07	24	4:09:37	94	45	
3	343	山本 英治	43	男	愛知県	8:40:06	0:46:26	32	4:27:41	11	3:25:59	2	3	
245	344	沢田 昭夫	43	男	愛知県	10:58:08	1:02:18	522	5:06:15	182	4:49:35	302	232	
76	345	佐藤 貴久	43	男	愛知県	9:51:05	0:48:08	55	4:53:17	93	4:09:40	96	73	
352	346	黒川 真治	43	男	愛知県	11:28:13	0:54:28	225	5:24:33	334	5:09:12	416	335	
180	347	大嶋 健治	44	男	愛知県	10:39:23	0:53:06	174	5:00:19	143	4:45:58	278	172	
106	348	森本 栄一	45	男	愛知県	10:06:17	0:46:59	38	5:03:56	168	4:15:22	111	100	
703	349	中條 浩樹	45	男	愛知県	13:26:10	1:00:29	455	6:38:29	801	5:47:12	601	639	
653	350	菅原 幸治	45	男	愛知県	13:08:34	0:49:57	83	6:05:04	640	6:13:33	713	601	
109	351	杉山 宗義	45	男	愛知県	10:07:35	0:54:22	221	5:03:50	167	4:09:23	93	103	
659	352	三輪 順亮	46	男	愛知県	13:11:01	1:08:29	748	6:26:25	760	5:36:07	543	606	
219	353	高橋 秀通	46	男	愛知県	10:49:04	0:52:07	151	5:09:54	209	4:47:03	285	210	
754	354	田中 正浩	47	男	愛知県	13:54:32	1:02:22	527	6:21:38	737	6:30:32	773	684	
757	355	日笠 浩一	47	男	愛知県	13:55:59	0:58:32	403	6:08:58	656	6:48:29	805	687	
103	356	藤原 成祥	47	男	愛知県	10:05:22	0:59:13	414	4:55:37	112	4:10:32	101	97	
276	357	藤井 克人	47	男	愛知県	11:07:40	1:02:16	520	5:23:00	316	4:42:24	255	263	
498	358	岡 崇	47	男	愛知県	12:16:43	1:12:46	802	5:57:52	593	5:06:05	404	472	
711	359	今川 浩之	47	男	愛知県	13:30:35	1:32:28	868	6:17:09	705	5:40:58	567	646	
823	360	八木 健	48	男	愛知県	14:29:33	0:57:02	332	6:31:41	782	7:00:50	814	738	
484	361	菊地 憲司	48	男	愛知県	12:12:19	1:02:23	528	5:07:18	188	6:02:38	665	460	
127	362	国本 浩二	48	男	愛知県	10:15:28	0:52:03	148	4:53:49	95	4:29:36	186	121	
302	363	鈴木 丈晴	49	男	愛知県	11:16:05	0:59:46	426	5:32:40	395	4:43:39	263	288	
668	364	吉岡 辰夫	49	男	愛知県	13:14:00	0:59:43	425	6:04:41	636	6:09:36	699	613	
486	365	田中 耕太郎	50	男	愛知県	12:13:09	1:02:55	556	5:41:36	464	5:28:38	507	462	
737	366	山口 淳	52	男	愛知県	13:45:46	1:10:31	778	6:38:16	799	5:56:59	644	670	
706	367	伊藤 浩史	53	男	愛知県	13:27:37	1:03:39	598	6:42:09	808	5:41:49	569	641	
492	368	奥村 明彦	54	男	愛知県	12:15:02	1:10:12	774	6:09:33	658	4:55:17	334	468	
266	369	北條 和義	54	男	愛知県	11:06:13	0:54:13	212	5:35:16	415	4:36:44	225	253	
549	370	則武 克彦	55	男	愛知県	12:31:49	0:51:58	141	5:56:05	582	5:43:46	582	510	
260	371	寺木 忠利	56	男	愛知県	11:04:15	0:50:12	89	5:17:49	272	4:56:14	336	247	
594	372	後藤 和裕	57	男	愛知県	12:47:44	1:01:42	504	6:08:31	653	5:37:31	548	548	
728	373	本田 守	57	男	愛知県	13:40:09	1:20:58	850	6:49:56	825	5:29:15	515	661	
782	374	竹内 学	60	男	愛知県	14:06:34	1:12:53	803	6:08:07	650	6:45:34	799	705	
296	375	伊藤 勉	62	男	愛知県	11:13:58	1:00:11	443	5:42:39	471	4:31:08	202	283	
329	377	中田 浩司	71	男	愛知県	11:23:21	0:54:16	216	5:43:10	475	4:45:55	277	314	
230	378	森本 均	43	男	三重県	10:52:41	1:06:03	666	5:30:10	376	4:16:28	120	219	
424	379	石本 陽洋	46	男	三重県	11:52:22	0:50:07	86	5:04:47	172	5:57:28	645	403	
530	380	山口 政幸	47	男	三重県	12:24:15	1:09:56	771	5:59:11	601	5:15:08	447	495	
332	381	玉本 真也	48	男	三重県	11:23:57	0:56:54	328	5:17:29	267	5:09:34	420	316	
795	382	弘田 静雄	51	男	三重県	14:12:08	1:11:37	791	6:59:41	842	6:00:50	657	715	
532	383	喜畑 龍生	61	男	三重県	12:24:37	1:00:25	450	5:48:55	526	5:35:17	540	496	
468	384	丹羽 良志輝	63	男	三重県	12:06:18	1:03:42	601	5:53:34	566	5:09:02	414	445	
753	385	伴 勉	64	男	三重県	13:54:00	1:06:23	678	6:45:35	814	6:02:02	663	683	
780	386	藤森 健次	67	男	三重県	14:06:03	1:08:04	730	6:25:32	753	6:32:27	777	704	
335	387	岡本 良雄	34	男	滋賀県	11:24:30	0:51:41	126	5:25:09	342	5:07:40	410	319	
12	388	伊藤 朋一	36	男	滋賀県	8:55:37	0:49:06	71	4:28:16	14	3:38:15	14	12	
58	389	茂山 和生	37	男	滋賀県	9:43:57	0:55:04	261	4:46:42	66	4:02:11	68	56	
104	390	浜谷 治	41	男	滋賀県	10:05:44	0:59:07	413	4:54:17	101	4:12:20	106	98	
141	391	依田 茂樹	45	男	滋賀県	10:20:58	0:51:48	131	5:13:39	233	4:15:31	114	134	
225	392	勝見 万喜	45	男	滋賀県	10:51:33	0:54:15	214	4:56:42	117	5:00:36	365	215	
336	393	太田 好則	46	男	滋賀県	11:24:31	1:02:55	556	5:48:25	521	4:33:11	211	320	
390	394	南井 巌	49	男	滋賀県	11:40:47	1:08:12	737	5:32:31	394	5:00:04	361	371	
571	395	松井 竜一	50	男	滋賀県	12:40:28	1:00:53	473	6:02:29	622	5:37:06	547	529	
117	396	音川 和也	51	男	滋賀県	10:10:18	0:53:12	177	4:48:52	74	4:28:14	179	111	
404	397	山田 健司	53	男	滋賀県	11:45:08	1:15:04	822	5:41:26	462	4:48:38	298	384	
762	398	小泉 浩三	59	男	滋賀県	13:58:18	1:00:52	472	6:20:14	730	6:37:12	782	691	
271	399	原田 雄二	61	男	滋賀県	11:06:58	1:02:37	539	5:05:52	179	4:58:29	346	258	
290	400	米倉 宏亨	62	男	滋賀県	11:12:29	0:58:55	410	5:18:09	277	4:55:25	335	277	
82	401	廣瀬 善貴	23	男	京都府	9:54:48	0:48:44	61	4:54:01	97	4:12:03	104	78	
144	402	藤原 英司	26	男	京都府	10:21:35	1:02:20	525	5:00:04	141	4:19:11	137	137	
62	403	大江 力	35	男	京都府	9:45:38	0:58:49	409	4:51:06	85	3:55:43	53	60	
71	404	西川 剛	39	男	京都府	9:49:13	1:02:05	515	4:55:50	114	3:51:18	41	69	
351	405	白石 敦	39	男	京都府	11:28:07	1:05:01	650	5:21:45	304	5:01:21	372	334	
285	406	中原 正智	41	男	京都府	11:11:21	0:56:43	319	5:13:55	239	5:00:43	367	272	
246	407	前田 洋	42	男	京都府	10:59:05	1:07:03	699	4:57:37	125	4:54:25	328	233	
455	408	尾田 政義	43	男	京都府	12:02:16	1:07:56	728	5:55:49	580	4:58:31	347	432	
394	409	中島 秀行	45	男	京都府	11:42:36	0:52:12	155	5:25:02	340	5:25:22	487	375	
312	410	小峰 誠	46	男	京都府	11:18:45	0:50:56	104	5:24:54	337	5:02:55	386	298	
353	411	龍田 秀樹	48	男	京都府	11:29:00	1:07:28	711	5:19:07	283	5:02:25	379	336	
676	412	廣瀬 永雅	48	男	京都府	13:17:43	1:04:29	635	5:49:47	537	6:23:27	755	619	
764	413	大久保 真一	48	男	京都府	13:59:56	1:07:05	700	6:09:49	659	6:43:02	795	693	
354	414	松田 知之	49	男	京都府	11:29:40	1:04:18	627	5:28:22	363	4:57:00	340	337	
87	415	森田 成雄	49	男	京都府	9:56:53	0:51:49	133	4:41:01	44	4:24:03	160	83	
128	416	三浦 博之	49	男	京都府	10:15:54	0:58:07	381	5:07:47	195	4:10:00	99	122	
506	417	池田 真之	50	男	京都府	12:18:07	0:57:08	336	5:25:37	348	5:55:22	637	478	
145	418	竹島 千晃	51	男	京都府	10:21:57	0:56:33	308	5:17:00	264	4:08:24	88	138	
247	419	北原 学	51	男	京都府	10:59:27	0:54:55	249	5:16:23	258	4:48:09	294	234	
273	420	入江 賢	52	男	京都府	11:07:31	1:04:13	624	5:23:38	323	4:39:40	242	260	
405	421	中井 貞之	53	男	京都府	11:45:51	1:15:08	824	5:29:33	369	5:01:10	370	385	
581	422	文 民浩	53	男	京都府	12:43:42	1:06:36	682	5:50:37	545	5:46:29	596	538	
	423	若林 昇	55	男	京都府		1:06:38	683	6:06:57	645				
264	424	川本 晴彦	57	男	京都府	11:05:33	0:58:23	400	5:07:39	192	4:59:31	358	251	
607	425	橘 啓史	57	男	京都府	12:50:29	1:06:14	670	6:11:28	668	5:32:47	526	559	
395	426	竹脇 真	61	男	京都府	11:42:48	0:53:31	185	5:23:52	328	5:25:25	488	376	
539	427	前川 保夫	66	男	京都府	12:27:16	0:56:34	310	5:23:33	320	6:07:09	692	501	
32	428	片山 草太	25	男	大阪府	9:27:32	0:44:57	18	4:38:25	36	4:04:10	76	31	
750	429	塩山 慶太	26	男	大阪府	13:52:22	0:59:04	412	6:12:40	675	6:40:38	791	680	
633	430	小林 大	28	男	大阪府	12:59:58	1:04:22	631	5:46:47	503	6:08:49	697	582	
570	431	鹿嶋 雅史	29	男	大阪府	12:40:22	0:59:27	420	5:51:37	550	5:49:18	611	528	
186	432	坂辻 稔	35	男	大阪府	10:41:47	0:53:44	192	5:36:00	419	4:12:03	104	178	
171	433	野口 大志	36	男	大阪府	10:35:49	1:09:33	767	5:18:24	280	4:07:52	85	163	
708	434	中村 友之	37	男	大阪府	13:28:57	1:07:54	725	6:13:45	682	6:07:18	693	643	
476	435	新谷 一路	37	男	大阪府	12:09:04	1:01:25	493	5:49:54	539	5:17:45	461	452	
6	436	石田 一也	37	男	大阪府	8:45:04	0:44:11	10	4:29:08	16	3:31:45	9	6	
220	437	岡田 好史	38	男	大阪府	10:49:37	1:06:57	696	5:19:42	289	4:22:58	154	211	
615	438	下田 知史	38	男	大阪府	12:54:14	0:58:08	383	5:52:51	560	6:03:15	671	565	
154	439	長田 貴志	38	男	大阪府	10:27:14	0:57:11	339	4:59:07	134	4:30:56	200	147	
664	440	澤田 明文	38	男	大阪府	13:13:31	1:01:18	488	6:28:33	769	5:43:40	581	610	
89	441	村井 真	38	男	大阪府	9:57:25	0:48:55	64	4:51:34	86	4:16:56	125	85	
359	442	高道 光二	39	男	大阪府	11:30:31	0:58:11	389	5:18:40	281	5:13:40	437	342	
193	443	辻井 基人	39	男	大阪府	10:43:56	1:05:57	664	5:32:40	395	4:05:19	79	185	
255	444	麻田 雄嗣	39	男	大阪府	11:03:25	0:46:03	29	5:25:05	341	4:52:17	315	242	
174	445	高田 耕平	39	男	大阪府	10:36:58	1:01:20	490	5:13:00	228	4:22:38	151	166	
258	446	武村 貴行	40	男	大阪府	11:04:02	1:07:51	724	5:19:50	290	4:36:21	221	245	
334	447	竹本 典寛	40	男	大阪府	11:24:28	0:46:28	33	5:22:17	308	5:15:43	452	318	
172	448	下田 智一	40	男	大阪府	10:35:51	1:06:38	683	4:49:26	78	4:39:47	244	164	
155	449	阪本 直樹	41	男	大阪府	10:27:43	0:55:10	268	5:08:21	200	4:24:12	161	148	
426	450	林 裕悟	41	男	大阪府	11:52:39	0:51:30	121	5:33:23	402	5:27:46	502	405	
126	451	佐伯 英晃	41	男	大阪府	10:14:54	0:54:49	241	5:01:20	145	4:18:45	135	120	
646	452	米田 幸一郎	41	男	大阪府	13:05:02	1:14:27	818	6:24:16	751	5:26:19	492	595	
275	453	大賀 興一郎	41	男	大阪府	11:07:36	1:07:25	709	5:07:23	190	4:52:48	321	262	
110	454	水沢 慶一	41	男	大阪府	10:07:41	0:55:29	273	4:56:41	116	4:15:31	114	104	
	455	太田原 慎也	41	男	大阪府		1:01:11	482	6:19:40	721				
137	456	増田 晶人	41	男	大阪府	10:19:07	0:43:26	9	5:15:19	249	4:20:22	145	130	
604	457	大塚 輝久	42	男	大阪府	12:49:18	1:09:24	765	6:11:26	667	5:28:28	506	556	
113	458	三宅 有	42	男	大阪府	10:08:30	0:47:30	46	5:01:48	149	4:19:12	138	107	
281	459	藤川 義仁	42	男	大阪府	11:10:06	1:08:09	734	5:13:42	234	4:48:15	295	268	
430	460	加藤 秀継	42	男	大阪府	11:53:33	1:00:30	456	5:56:12	584	4:56:51	338	409	
338	461	仲 健一郎	42	男	大阪府	11:24:59	1:07:17	706	5:45:32	492	4:32:10	207	322	
588	462	泉 俊哉	42	男	大阪府	12:45:55	1:08:05	732	5:54:17	570	5:43:33	579	544	
176	463	酒井 克実	42	男	大阪府	10:38:10	0:48:48	62	5:21:00	297	4:28:22	181	168	
434	464	市川 勝義	43	男	大阪府	11:54:31	1:12:44	801	5:41:24	460	5:00:23	363	412	
360	465	南野 良二	43	男	大阪府	11:32:02	0:54:48	240	5:31:17	381	5:05:57	401	343	
277	466	森 憲夫	43	男	大阪府	11:09:00	0:51:01	110	5:07:25	191	5:10:34	425	264	
551	467	和田 匡史	44	男	大阪府	12:32:38	1:01:08	481	5:52:08	554	5:39:22	559	512	
120	468	大西 伸	44	男	大阪府	10:11:00	0:55:49	283	5:06:45	185	4:08:26	89	114	
554	469	馬瀨 和志	44	男	大阪府	12:35:16	1:00:47	469	5:33:37	405	6:00:52	658	515	
310	470	玉村 幸伸	44	男	大阪府	11:18:12	1:06:20	676	5:09:57	210	5:01:55	374	296	
59	471	楠 雅喜	44	男	大阪府	9:44:16	0:52:11	154	4:49:10	75	4:02:55	72	57	
456	472	舟橋 庸介	44	男	大阪府	12:02:42	0:54:24	222	5:35:14	414	5:33:04	527	433	
368	473	菅谷 俊宏	44	男	大阪府	11:34:13	0:50:34	97	5:31:04	378	5:12:35	435	350	
700	474	山下 晃司	45	男	大阪府	13:25:33	1:00:27	452	5:43:55	483	6:41:11	792	637	
232	476	林原 誠	45	男	大阪府	10:53:05	1:10:52	783	5:11:34	219	4:30:39	196	221	
212	477	八木 俊之	45	男	大阪府	10:48:10	0:54:57	252	5:15:34	254	4:37:39	229	203	
628	478	島 正博	46	男	大阪府	12:58:37	1:18:30	846	6:04:01	631	5:36:06	542	577	
234	479	菅 良夫	46	男	大阪府	10:53:54	0:56:44	321	4:54:11	100	5:02:59	387	223	
443	480	田中 一正	47	男	大阪府	11:57:00	0:47:31	47	5:40:22	451	5:29:07	513	421	
206	481	大久保 秀光	48	男	大阪府	10:46:25	0:55:05	263	4:59:14	136	4:52:06	312	198	
798	482	中村 浩史	49	男	大阪府	14:13:13	0:59:28	422	6:24:12	749	6:49:33	806	717	
	483	久保 和彦	49	男	大阪府									
122	484	薦田 敏博	49	男	大阪府	10:12:19	0:52:16	159	5:03:34	165	4:16:29	121	116	
244	485	榊原 徳雄	49	男	大阪府	10:57:17	1:02:09	518	5:16:24	259	4:38:44	233	231	
695	487	橋本 真禎	50	男	大阪府	13:24:11	1:16:29	836	5:58:59	598	6:08:43	695	633	
813	488	柳生 誠志	50	男	大阪府	14:22:24	1:25:19	863	6:27:02	763	6:30:03	770	729	
735	489	山田 正和	50	男	大阪府	13:44:16	1:03:16	582	6:21:56	739	6:19:04	731	668	
190	490	濱口 信之	50	男	大阪府	10:43:16	0:51:59	142	5:11:27	217	4:39:50	245	182	
378	491	齊藤 知秀	51	男	大阪府	11:37:43	0:57:55	371	5:24:56	339	5:14:52	444	360	
693	492	古丸 哲生	51	男	大阪府	13:23:03	0:50:10	87	6:15:59	696	6:16:54	721	631	
474	493	白子 清士	52	男	大阪府	12:08:08	1:02:39	540	5:49:21	531	5:16:08	454	450	
365	494	岡本 泰弘	52	男	大阪府	11:33:41	0:57:14	340	5:46:13	498	4:50:14	304	347	
339	495	太井 寿幸	52	男	大阪府	11:25:10	1:04:59	649	5:21:50	305	4:58:21	343	323	
263	496	坂部 勇志	52	男	大阪府	11:05:06	0:45:21	20	5:15:57	256	5:03:48	392	250	
475	497	柏山 俊彦	52	男	大阪府	12:08:54	1:02:57	559	5:46:59	505	5:18:58	467	451	
425	498	藤原 秀器	52	男	大阪府	11:52:35	1:03:47	605	5:26:03	350	5:22:45	479	404	
177	499	薮田 茂	52	男	大阪府	10:38:33	0:57:51	368	5:13:10	230	4:27:32	172	169	
449	500	神野 照久	53	男	大阪府	11:58:31	0:55:47	280	5:41:53	467	5:20:51	474	426	
301	501	浜崎 孝弘	53	男	大阪府	11:15:59	1:06:47	690	5:28:15	362	4:40:57	249	287	
191	502	出口 昌朋	53	男	大阪府	10:43:24	0:52:03	148	5:26:38	353	4:24:43	164	183	
677	503	中西 敦	53	男	大阪府	13:17:51	1:06:59	697	6:22:06	740	5:48:46	609	620	
375	504	富阪 隆浩	53	男	大阪府	11:36:33	1:03:12	579	5:50:33	544	4:42:48	258	357	
429	505	田中 雄二	54	男	大阪府	11:52:53	1:09:47	769	5:55:10	578	4:47:56	292	408	
751	506	木村 眞伸	54	男	大阪府	13:53:43	1:02:34	536	6:03:14	627	6:47:55	804	681	
392	507	貝塚 耕一	55	男	大阪府	11:41:29	1:07:46	720	5:31:25	382	5:02:18	378	373	
319	508	中辻 豊彦	56	男	大阪府	11:21:55	0:56:18	295	5:54:44	574	4:30:53	199	305	
678	509	浦嶋 一元	56	男	大阪府	13:18:03	0:54:21	220	5:21:23	300	7:02:19	815	621	
643	510	先山 惠司	56	男	大阪府	13:02:57	1:02:51	549	6:23:27	746	5:36:39	545	592	
715	511	小枩谷 和夫	58	男	大阪府	13:32:16	1:08:23	745	6:01:20	612	6:22:33	748	649	
326	512	大橋 好夫	59	男	大阪府	11:22:58	1:00:01	434	5:39:29	446	4:43:28	260	311	
342	513	菊岡 政夫	59	男	大阪府	11:26:08	1:02:28	534	5:48:19	519	4:35:21	217	326	
	514	笹倉 英男	60	男	大阪府		1:06:44	686						
625	515	黒川 信一	61	男	大阪府	12:57:27	1:05:48	660	6:20:10	728	5:31:29	524	574	
567	516	江端 良二	60	男	大阪府	12:39:52	1:02:16	520	5:45:56	494	5:51:40	619	525	
749	517	湯川 静信	61	男	大阪府	13:51:47	1:11:01	784	6:18:32	712	6:22:14	746	679	
462	518	人見 隆	61	男	大阪府	12:04:39	1:01:28	496	5:29:36	371	5:33:35	533	439	
436	519	若狭 寿	62	男	大阪府	11:54:50	0:57:15	341	5:54:45	575	5:02:50	385	414	
821	520	小山 隆司	63	男	大阪府	14:27:07	1:08:13	738	6:48:26	821	6:30:28	772	736	
718	521	玉置 賢治	63	男	大阪府	13:34:15	1:02:19	524	6:45:53	815	5:46:03	594	652	
435	522	清原 恒己	64	男	大阪府	11:54:38	0:51:49	133	5:34:39	409	5:28:10	504	413	
792	523	嶋田 善成	64	男	大阪府	14:09:30	1:03:40	600	6:54:37	835	6:11:13	708	713	
482	524	鬼塚 義延	64	男	大阪府	12:12:02	0:58:42	407	6:06:23	644	5:06:57	408	458	
	525	白桃 繁行	65	男	大阪府		0:54:56	250	5:18:17	279				
	526	兼頭 正	70	男	大阪府									
514	527	末田 泰介	29	男	兵庫県	12:19:57	1:11:24	789	5:56:43	587	5:11:50	432	483	
13	528	藤原 亮太	29	男	兵庫県	8:55:52	0:49:18	76	4:39:47	43	3:26:47	3	13	
584	529	上村 教将	29	男	兵庫県	12:44:18	1:03:38	597	5:54:59	577	5:45:41	590	540	
52	530	箕田 史彦	30	男	兵庫県	9:41:22	0:50:44	98	4:55:02	108	3:55:36	51	51	
93	531	千坂 充宏	30	男	兵庫県	9:58:50	1:09:16	761	4:54:18	102	3:55:16	49	89	
66	532	廣猟 太朗	33	男	兵庫県	9:47:32	0:53:27	183	4:50:16	82	4:03:49	74	64	
574	533	春井 康之	34	男	兵庫県	12:42:09	0:56:14	293	5:23:44	326	6:22:11	745	532	
299	534	中島 明俊	36	男	兵庫県	11:14:58	1:01:56	510	5:13:49	235	4:59:13	357	285	
25	535	三田 博史	37	男	兵庫県	9:21:16	0:51:40	125	4:34:37	22	3:54:59	47	25	
147	536	栗山 和之	37	男	兵庫県	10:23:31	0:55:34	275	5:07:41	193	4:20:16	144	140	
278	537	恒岡 清文	38	男	兵庫県	11:09:08	0:48:13	56	5:22:17	308	4:58:38	351	265	
624	538	恒岡 澄典	38	男	兵庫県	12:57:07	0:54:38	233	5:39:01	444	6:23:28	756	573	
44	539	坂本 岳史	39	男	兵庫県	9:35:41	0:51:32	122	4:55:25	111	3:48:44	32	43	
162	540	向井 英晴	40	男	兵庫県	10:31:59	0:53:00	170	5:15:19	249	4:23:40	158	154	
396	541	片山 直也	40	男	兵庫県	11:42:54	0:51:00	109	5:33:50	407	5:18:04	462	377	
35	542	野口 忍	40	男	兵庫県	9:28:57	0:50:56	104	4:20:57	5	4:17:04	126	34	
446	543	中田 貴之	41	男	兵庫県	11:57:35	1:06:54	695	5:35:27	416	5:15:14	449	423	
231	544	澤 直樹	41	男	兵庫県	10:52:55	0:49:05	70	4:39:11	41	5:24:39	485	220	
348	546	髙尾 秀正	42	男	兵庫県	11:27:34	0:50:47	100	5:27:18	354	5:09:29	419	331	
22	547	厚 貴則	42	男	兵庫県	9:18:37	0:51:54	136	4:38:17	35	3:48:26	29	22	
321	548	中野 暢也	42	男	兵庫県	11:22:06	0:50:58	107	5:02:25	154	5:28:43	508	307	
166	549	橋口 武彦	42	男	兵庫県	10:34:29	0:55:22	272	4:57:51	126	4:41:16	251	158	
28	550	石原 隆司	43	男	兵庫県	9:22:49	0:45:49	27	4:41:37	47	3:55:23	50	28	
63	551	高野 慎一	43	男	兵庫県	9:46:09	0:44:40	13	4:54:56	107	4:06:33	83	61	
33	552	藤井 元樹	43	男	兵庫県	9:27:38	0:41:54	4	4:41:42	48	4:04:02	75	32	
9	553	静間 久典	43	男	兵庫県	8:51:44	0:51:55	137	4:25:33	8	3:34:16	12	9	
75	554	吉澤 峰青	44	男	兵庫県	9:50:56	0:49:07	73	4:46:05	63	4:15:44	116	72	
585	555	小山 啓司	44	男	兵庫県	12:44:35	0:59:38	424	6:11:36	670	5:33:21	531	541	
40	556	仙台 幹雄	44	男	兵庫県	9:31:59	0:50:18	90	4:41:05	45	4:00:36	63	39	
50	557	福成 忠	44	男	兵庫県	9:40:29	0:55:01	257	4:59:27	137	3:46:01	24	49	
590	558	車 ひろし	44	男	兵庫県	12:46:43	0:51:10	116	4:32:25	20	7:23:08	820	546	
638	559	奥野 英明	45	男	兵庫県	13:00:56	1:00:42	466	6:16:40	702	5:43:34	580	587	
619	560	足立 清浩	45	男	兵庫県	12:55:50	0:57:41	358	5:32:05	388	6:26:04	764	569	
398	561	小林 弘幸	46	男	兵庫県	11:43:17	1:04:18	627	5:38:51	441	5:00:08	362	379	
61	562	松本 晃幸	46	男	兵庫県	9:45:03	0:48:24	57	4:36:37	30	4:20:02	143	59	
387	563	山川 哲也	46	男	兵庫県	11:39:44	0:54:42	236	5:57:22	590	4:47:40	291	368	
416	564	赤川 洋	47	男	兵庫県	11:48:33	0:52:20	160	5:17:09	265	5:39:04	556	395	
123	565	永谷 達也	47	男	兵庫県	10:13:02	0:45:23	21	5:18:01	276	4:09:38	95	117	
369	566	中西 晋	48	男	兵庫県	11:34:28	1:02:46	545	5:31:04	378	5:00:38	366	351	
158	567	西馬 浩一	48	男	兵庫県	10:28:40	0:54:53	247	4:46:43	67	4:47:04	286	151	
601	568	藤原 義彦	48	男	兵庫県	12:49:02	0:56:16	294	5:46:41	502	6:06:05	686	553	
184	569	中谷 順紀	50	男	兵庫県	10:41:13	0:56:40	316	5:13:53	237	4:30:40	197	176	
488	570	倉光 善之	51	男	兵庫県	12:13:48	1:03:08	572	6:30:39	780	4:40:01	246	464	
712	571	堂本 玲二	51	男	兵庫県	13:30:57	0:59:15	415	5:57:16	589	6:34:26	778	647	
203	572	松田 彰康	51	男	兵庫県	10:45:36	1:03:48	606	5:24:11	331	4:17:37	129	195	
51	573	小田 昌彦	51	男	兵庫県	9:40:37	0:57:50	367	4:54:18	102	3:48:29	30	50	
	574	木倉 博	51	男	兵庫県		0:56:43	319	5:51:00	547				
157	575	山口 孝	52	男	兵庫県	10:28:35	0:56:19	297	5:02:07	151	4:30:09	189	150	
346	576	角谷 禎和	52	男	兵庫県	11:27:16	0:57:10	337	5:37:42	430	4:52:24	317	329	
272	577	前田 政俊	52	男	兵庫県	11:07:03	1:02:52	551	5:24:50	336	4:39:21	236	259	
596	578	川崎 雅己	54	男	兵庫県	12:47:58	1:03:36	596	6:40:10	804	5:04:12	394	549	
183	579	山田 良人	54	男	兵庫県	10:40:52	0:58:09	385	4:58:54	132	4:43:49	264	175	
77	580	川崎 洋司	54	男	兵庫県	9:51:41	0:57:29	349	4:51:54	87	4:02:18	69	74	
716	581	小西 孝治	54	男	兵庫県	13:33:46	1:21:53	855	6:16:11	698	5:55:42	640	650	
347	582	嶋岡 淳	55	男	兵庫県	11:27:21	1:04:04	614	5:51:31	549	4:31:46	205	330	
361	583	中西 良治	57	男	兵庫県	11:32:25	1:04:08	619	5:29:43	372	4:58:34	349	344	
720	584	田中 博雄	57	男	兵庫県	13:35:12	1:04:26	634	6:11:23	666	6:19:23	732	654	
666	585	山口 明弘	57	男	兵庫県	13:13:48	0:56:58	330	6:18:46	716	5:58:04	647	612	
165	586	前田 吉敏	57	男	兵庫県	10:34:02	0:58:06	379	5:16:05	257	4:19:51	142	157	
786	587	内田 学	57	男	兵庫県	14:08:10	1:15:04	822	5:59:08	600	6:53:58	811	708	
