Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Tom Hohenadl	M	M30-34	1	8:05:39	0:53:27	4:18:26	2:48:19
2	Jack Troake	M	M30-34	2	8:11:14	1:01:05	4:19:34	2:44:21
3	Mikkel Højborg Olsen	M	M35-39	1	8:16:11	0:55:41	4:21:01	2:55:26
4	Yannick Schori	M	M30-34	3	8:19:12	1:00:48	4:22:13	2:51:06
5	Joren Van Dorpe	M	M18-24	1	8:23:18	1:00:32	4:26:39	2:50:47
6	Dale Taylor	M	M35-39	2	8:24:50	0:55:22	4:18:42	3:05:29
7	Alexander Scharkosi	M	M35-39	3	8:31:15	1:03:29	4:29:04	2:53:35
8	Fabian Schubert	M	M30-34	4	8:33:31	1:00:40	4:23:09	3:05:17
9	Rait Läänemets	M	M25-29	1	8:35:57	1:06:42	4:22:50	3:00:00
10	Marc Relat Ventura	M	M25-29	2	8:38:03	1:00:10	4:36:32	2:54:59
11	Daniel Kivilohkare	M	M35-39	4	8:38:42	1:02:38	4:29:47	3:00:47
12	Matus Mirossay	M	M30-34	5	8:40:35	1:03:24	4:25:22	3:05:48
13	Siim-Erik Alamaa	M	M30-34	6	8:42:01	1:06:40	4:24:57	3:03:02
14	Richard Whitfield	M	M40-44	1	8:42:41	1:00:11	4:27:12	3:07:46
15	Samu Hanhela	M	M25-29	3	8:43:18	0:58:20	4:40:22	2:59:39
16	Mikkel Beck Olsen	M	M25-29	4	8:43:23	1:06:56	4:22:13	3:08:04
17	Floris Emanuel	M	M30-34	7	8:44:17	1:00:26	4:25:16	3:10:52
18	Joona Ruuhonen	M	M25-29	5	8:44:26	1:04:11	4:32:56	3:00:46
19	Stefan Wieland	M	M35-39	5	8:45:38	1:06:16	4:35:47	2:57:57
20	Alejandro Diaz Santana	M	M40-44	2	8:48:23	1:03:59	4:28:04	3:07:34
21	Jef Roosens	M	M30-34	8	8:50:53	0:59:38	4:34:11	3:10:23
22	Emil Nilsen	M	M18-24	2	8:50:54	1:03:19	4:26:22	3:15:59
23	Adrian Dorta Avila	M	M35-39	6	8:51:00	1:05:08	4:31:02	3:06:39
24	Kristjan Melikov	M	M45-49	1	8:52:16	0:59:30	4:44:58	2:58:15
25	Nicky De Beer	M	M30-34	9	8:54:07	1:07:51	4:41:46	2:56:01
26	Rasmus Hach	M	M30-34	10	8:54:12	1:01:23	4:30:56	3:16:33
27	Simon Petruck	M	M25-29	6	8:55:20	1:07:49	4:39:53	3:01:32
28	Anders Muren	M	M25-29	7	8:55:40	1:03:07	4:38:57	3:07:34
29	Walter Kohl	M	M40-44	3	8:57:04	1:07:37	4:36:18	3:05:35
30	Oskari Lehtovaara	M	M35-39	7	8:58:05	1:07:26	4:34:33	3:10:05
31	Tomáš ŽLNAY	M	M35-39	8	8:58:06	1:05:28	4:35:47	3:10:44
