Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Tyler Tanko	M	M25-29	1	4:02:56	0:25:43	2:14:32	1:17:17
2	Nathan Kim	M	M18-24	1	4:05:48	0:24:06	2:14:00	1:21:58
3	Jacob Capin	M	M35-39	1	4:07:43	0:28:11	2:12:10	1:22:33
4	Denver Perry	M	M25-29	2	4:11:30	0:33:28	2:13:47	1:18:30
5	Nicholas Menendez	M	M18-24	2	4:15:36	0:26:15	2:18:47	1:24:39
6	Spencer Syvertson	M	M25-29	3	4:16:56	0:28:25	2:16:31	1:25:56
7	Christopher Pritchett	M	M40-44	1	4:22:08	0:31:59	2:18:31	1:25:01
8	Mark Schiess	M	M35-39	2	4:23:16	0:31:57	2:15:08	1:28:19
9	Samuel Hauck	M	M40-44	2	4:27:57	0:30:24	2:22:14	1:27:28
10	Marcus Lounello	M	M35-39	3	4:29:44	0:30:38	2:24:10	1:26:29
11	Nicholas Powell	M	M18-24	3	4:30:11	0:34:46	2:27:05	1:19:16
12	Benjamin Hayes	M	M25-29	4	4:30:32	0:26:37	2:25:50	1:29:38
13	Jonah Dufore	M	M18-24	4	4:31:01	0:33:10	2:24:19	1:26:22
14	Samuel Pausha	M	M30-34	1	4:31:11	0:30:53	2:29:23	1:22:12
15	Brandon Czekay	M	M30-34	2	4:31:40	0:29:25	2:23:49	1:32:01
16	Bob Larue	M	M40-44	3	4:32:34	0:35:12	2:25:05	1:22:32
17	Jacob Harman	M	M30-34	3	4:32:51	0:31:59	2:22:43	1:29:36
18	Jon Rothe	M	M35-39	4	4:33:11	0:34:13	2:19:42	1:31:42
19	Grayson Hinnant	M	M25-29	5	4:33:59	0:29:38	2:36:29	1:22:11
20	Collin Hughes	M	M25-29	6	4:34:15	0:25:20	2:24:26	1:36:24
21	Paige Schulz	F	F35-39	1	4:34:48	0:35:10	2:27:58	1:23:44
22	Jeff Monson	M	M50-54	1	4:35:10	0:32:37	2:21:34	1:31:48
23	Matt Gullickson	M	M30-34	4	4:35:19	0:27:33	2:21:28	1:35:55
24	Tom Hacker	M	M35-39	5	4:35:51	0:30:11	2:26:16	1:31:05
25	Ezekiel Hellenbrand	M	M40-44	4	4:36:28	0:28:37	2:29:53	1:30:45
26	Michael Arce	M	M40-44	5	4:36:31	0:27:55	2:26:30	1:35:17
27	Brady Matuszewski	M	M18-24	5	4:36:34	0:33:25	2:34:45	1:20:49
28	Jessie Dowding	M	M35-39	6	4:36:53	0:32:15	2:28:54	1:24:08
29	Jason Landretti	M	M50-54	2	4:37:43	0:31:30	2:24:26	1:32:51
30	Patrick Johnson	M	M35-39	7	4:37:52	0:31:17	2:24:19	1:32:19
31	Bryan Frank	M	M50-54	3	4:38:18	0:32:00	2:27:20	1:28:59
32	Zachary Braun	M	M25-29	7	4:38:49	0:33:10	2:27:57	1:29:13
33	Arthur Mathisen	M	M50-54	4	4:39:01	0:33:55	2:26:09	1:31:43
34	Thomas Skelton	M	M40-44	6	4:39:24	0:31:38	2:25:52	1:35:01
35	Nicole Heininger	F	F35-39	2	4:40:31	0:29:17	2:28:14	1:37:13
36	Daniel Moulin	M	M40-44	7	4:40:31	0:34:47	2:27:09	1:30:41
37	Daniel Mccormack	M	M40-44	8	4:40:35	0:30:52	2:29:55	1:32:21
38	Mark Odonnell	M	M18-24	6	4:41:21	0:39:53	2:28:47	1:24:51
39	Preston Stephens	M	M35-39	8	4:41:35	0:34:20	2:31:10	1:26:52
40	David Allen	M	M35-39	9	4:41:59	0:31:54	2:35:48	1:24:11
41	Nathan Moenck	M	M40-44	9	4:42:47	0:34:02	2:21:07	1:36:33
42	Caden Zens	M	M18-24	7	4:44:38	0:30:59	2:40:30	1:23:15
43	Austin Severance	M	M18-24	8	4:45:07	0:30:24	2:33:55	1:32:15
44	Carter Wehrer	M	M35-39	10	4:45:13	0:35:29	2:24:51	1:37:12
45	Caroline Bridges	F	F30-34	1	4:45:35	0:27:42	2:37:00	1:31:41
46	Denis Erokhin	M	M45-49	1	4:45:37	0:31:50	2:33:28	1:30:49
47	Phillip Thompson	M	M35-39	11	4:46:58	0:37:08	2:31:56	1:29:02
48	Andrew Lang	M	M35-39	12	4:46:58	0:32:58	2:26:01	1:41:27
49	Kristen Radtke	F	F35-39	3	4:47:26	0:34:15	2:31:47	1:32:26
50	Hannah Eastman	F	F25-29	1	4:47:36	0:27:33	2:36:52	1:36:31
51	Joe Burpoe	M	M35-39	13	4:48:08	0:34:06	2:24:09	1:39:44
52	Jeffrey Henstenburg	M	M30-34	5	4:48:49	0:39:59	2:24:32	1:35:37
53	Wyatt Kelly	M	M25-29	8	4:48:51	0:34:35	2:38:24	1:25:11
54	David Eurich	M	M50-54	5	4:48:58	0:35:12	2:24:39	1:39:11
55	Nel Hanson	F	F18-24	1	4:49:01	0:42:36	2:31:53	1:22:04
56	Weston Williams	M	M25-29	9	4:49:15	0:36:27	2:24:18	1:39:59
57	David Hansen	M	M40-44	10	4:49:44	0:31:20	2:22:35	1:46:34
58	Michael Craddick	M	M35-39	14	4:50:07	0:33:09	2:33:39	1:36:07
59	Bryan Shoda	M	M30-34	6	4:50:10	0:30:44	2:36:21	1:34:33
60	Johnny Little	M	M40-44	11	4:50:23	0:29:18	2:32:41	1:38:47
61	Jp Walsh	M	M35-39	15	4:50:33	0:34:53	2:29:49	1:39:07
62	Greg Decker	M	M35-39	16	4:50:35	0:36:33	2:33:47	1:32:27
63	Riley McMahon	F	F25-29	2	4:50:46	0:34:17	2:40:56	1:26:25
64	Jessica Van Beek-King	F	F40-44	1	4:50:56	0:35:20	2:33:48	1:34:44
65	Alex Chavez	M	M30-34	7	4:52:25	0:31:31	2:40:13	1:32:36
66	Jp Botti	M	M40-44	12	4:52:53	0:36:18	2:37:58	1:30:05
67	Jose Moguel	M	M35-39	17	4:52:53	0:32:57	2:27:05	1:42:12
68	Brad Balogh	M	M35-39	18	4:53:13	0:29:37	2:36:40	1:36:45
69	Jason Rehor	M	M30-34	8	4:53:31	0:28:30	2:33:20	1:41:45
70	Line Fleischer Nielsen	F	F25-29	3	4:54:17	0:35:23	2:35:11	1:36:18
71	Isaac Herrera	M	M30-34	9	4:54:34	0:39:11	2:37:12	1:26:24
72	Garrett Kenyon	M	M30-34	10	4:54:40	0:41:49	2:42:30	1:20:45
