Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Dillon Longo	M	M18-24	1	4:11:21	0:25:02	2:16:57	1:25:49
2	Gabriel Chalut	M	M18-24	2	4:12:45	0:30:12	2:14:57	1:23:32
3	Rudy Husson	M	M35-39	1	4:16:57	0:30:40	2:19:03	1:22:39
4	Nathan Kim	M	M18-24	3	4:20:57	0:24:52	2:16:25	1:34:29
5	Noah Sullivan	M	M25-29	1	4:27:18	0:31:32	2:18:30	1:32:52
6	Sergio Soares	M	M35-39	2	4:28:07	0:31:20	2:18:14	1:33:53
7	Nicholas Lambert	M	M25-29	2	4:29:22	0:31:00	2:09:02	1:40:20
8	Michael Greenberg	M	M50-54	1	4:31:15	0:27:09	2:25:01	1:35:11
9	Bryan Rusche	M	M50-54	2	4:32:48	0:37:14	2:26:51	1:24:24
10	Christian Biolchini	M	M25-29	3	4:33:36	0:30:42	2:17:34	1:40:15
11	Callum Darby	M	M25-29	4	4:36:57	0:29:41	2:29:55	1:32:29
12	Daniel Oliveira	M	M35-39	3	4:37:56	0:32:53	2:28:45	1:31:15
13	Jakub Bembenek	M	M18-24	4	4:38:05	0:35:36	2:27:12	1:29:13
14	William Fortin	M	M35-39	4	4:39:39	0:36:39	2:26:57	1:32:01
15	Filip Wojewodka	M	M25-29	5	4:40:13	0:35:54	2:27:12	1:31:18
16	Ryan Hiscox	M	M40-44	1	4:41:07	0:33:04	2:29:31	1:33:51
17	Robert Gouley	M	M45-49	1	4:41:20	0:28:41	2:28:52	1:36:51
18	Christian Smith	M	M25-29	6	4:41:37	0:33:46	2:24:10	1:38:43
19	Carly Zanatta	F	F30-34	1	4:41:53	0:31:28	2:30:03	1:35:03
20	Levi Dvorak	M	M25-29	7	4:42:04	0:30:43	2:24:19	1:40:04
21	Thomas Wood	M	M35-39	5	4:42:30	0:32:40	2:29:36	1:35:02
22	Philippe Dabo	M	M35-39	6	4:43:50	0:35:13	2:29:35	1:30:43
23	Luke Ehgoetz	M	M50-54	3	4:43:58	0:30:56	2:26:32	1:41:51
24	Michael Marshall	M	M30-34	1	4:45:36	0:29:11	2:24:35	1:46:04
25	James Ryan	M	M30-34	2	4:45:42	0:33:59	2:33:46	1:32:50
26	Justin Spence	M	M18-24	5	4:47:16	0:34:09	2:31:11	1:36:47
27	Rafael Cruz	M	M35-39	7	4:47:46	0:37:15	2:34:58	1:30:35
28	Lenoir Stéphane	M	M50-54	4	4:48:17	0:36:54	2:20:36	1:44:01
29	Rory Weston	M	M35-39	8	4:48:41	0:31:07	2:28:56	1:42:44
30	Joe Haars	M	M40-44	2	4:48:56	0:32:45	2:24:48	1:45:09
31	Josh Mcphie	M	M40-44	3	4:49:38	0:29:26	2:23:07	1:51:00
32	Daniel Vincent	M	M40-44	4	4:49:46	0:33:30	2:27:17	1:44:49
33	Ryan Sanderson	M	M45-49	2	4:49:58	0:35:20	2:30:34	1:38:33
34	Rod Grierson	M	M40-44	5	4:50:45	0:39:10	2:27:06	1:38:53
35	Micah Black	M	M25-29	8	4:51:23	0:38:08	2:18:21	1:48:32
36	Hannah Fraser	F	F40-44	1	4:51:26	0:28:44	2:43:35	1:33:32
37	David Taylor	M	M45-49	3	4:52:52	0:39:31	2:25:44	1:42:34
38	Ethan Attias	M	M18-24	6	4:52:57	0:33:54	2:33:29	1:40:35
39	Mathieu Merle	M	M30-34	3	4:53:05	0:42:01	2:27:49	1:36:09
40	Alastair Price	M	M35-39	9	4:53:42	0:33:45	2:30:22	1:43:29
41	Matt Barfoot	M	M45-49	4	4:54:43	0:33:15	2:29:53	1:46:39
42	Darren Murphy	M	M55-59	1	4:56:33	0:39:54	2:28:50	1:41:58
43	Dominic Bosa	M	M18-24	7	4:56:41	0:32:40	2:20:47	1:56:20
44	Sean Gilday	M	M55-59	2	4:57:00	0:36:12	2:29:41	1:45:15
45	Brandon Shamis	M	M25-29	9	4:57:27	0:36:48	2:26:48	1:44:45
46	Andres Moran-Macdonald	M	M25-29	10	4:57:31	0:34:21	2:38:18	1:38:07
47	Austin Kjorven	M	M45-49	5	4:57:47	0:38:48	2:36:16	1:36:03
48	Mathieu Moor	M	M35-39	10	4:58:00	0:34:15	2:45:37	1:31:08
49	David Greenfield	M	M45-49	6	4:58:21	0:32:13	2:31:15	1:48:44
50	Lucy Downs	F	F25-29	1	4:58:31	0:28:31	2:38:40	1:43:05
51	Nicholas Yardley	M	M40-44	6	4:58:35	0:28:07	2:21:36	2:01:31
52	John Paul Cruz	M	M40-44	7	4:58:52	0:32:44	2:27:22	1:53:14
53	David Ahlert	M	M55-59	3	4:59:00	0:38:59	2:33:07	1:40:53
54	Wyeth Robertson	M	M25-29	11	4:59:05	0:39:39	2:31:43	1:39:33
55	Kerri Brass	M	M55-59	4	4:59:22	0:34:08	2:31:39	1:47:56
56	Mike Strano	M	M50-54	5	4:59:28	0:36:56	2:28:52	1:47:04
57	Scott Ritchie	M	M30-34	4	4:59:34	0:31:25	2:35:45	1:45:49
58	Jan Bouse	M	M45-49	7	4:59:52	0:36:53	2:17:37	1:56:20
59	Irina Metelyuk	F	F30-34	2	5:00:12	0:32:17	2:38:50	1:43:42
60	Tomas Burke	M	M25-29	12	5:00:27	0:36:23	2:35:12	1:40:55
61	Jesse Bauman	M	M35-39	11	5:01:04	0:36:08	2:24:58	1:52:23
62	Joshua Jackson	M	M25-29	13	5:01:16	0:31:57	2:43:08	1:39:10
63	Jeff Dill	M	M35-39	12	5:01:48	0:39:08	2:32:15	1:44:31
64	William Luders	M	M25-29	14	5:01:54	0:31:30	2:30:28	1:54:06
65	Lauren Miller	F	F18-24	1	5:02:10	0:28:22	2:41:03	1:47:29
66	Michael Seliske	M	M35-39	13	5:02:47	0:36:57	2:38:04	1:41:32
