Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Željko Cota	M	M25-29	1	4:02:49	0:24:38	2:15:57	1:17:25
2	Yann Massyn	M	M25-29	2	4:10:35	0:29:03	2:14:51	1:19:41
3	Klemen Šuligoj	M	M30-34	1	4:11:37	0:32:09	2:17:36	1:14:51
4	Patrick Digel	M	M35-39	1	4:14:21	0:27:44	2:19:36	1:21:37
5	Noé Di Bari	M	M18-24	1	4:14:54	0:26:51	2:24:57	1:18:22
6	Dominik Hartl	M	M30-34	2	4:15:11	0:29:36	2:17:43	1:22:15
7	Martin Mitteregger	M	M25-29	3	4:16:31	0:24:47	2:14:25	1:32:08
8	Andreas Kröner	M	M50-54	1	4:17:45	0:28:59	2:14:05	1:29:01
9	enrico melani	M	M25-29	4	4:17:47	0:24:25	2:24:59	1:22:38
10	Eddy O'Byrne	M	M30-34	3	4:17:48	0:25:24	2:22:08	1:24:03
11	Manuel Hückel	M	M25-29	5	4:17:49	0:26:55	2:17:24	1:28:17
12	Benjamin Elkjær	M	M30-34	4	4:18:53	0:29:01	2:18:15	1:24:55
13	Daniel Ott	M	M40-44	1	4:19:34	0:33:34	2:17:23	1:21:54
14	Massimiliano Marsilli	M	M30-34	5	4:20:08	0:30:47	2:15:51	1:27:27
15	Maximilian Wechner	M	M30-34	6	4:21:18	0:28:36	2:23:16	1:24:33
16	Christian Weißenbacher	M	M40-44	2	4:22:05	0:36:37	2:18:49	1:19:31
17	Kilian Stöckel	M	M25-29	6	4:22:06	0:26:33	2:21:12	1:28:44
18	Gerrit Jacobs	M	M50-54	2	4:22:11	0:31:35	2:14:36	1:29:51
19	Carlo Alberto Caruso	M	M40-44	3	4:22:21	0:28:23	2:22:05	1:25:29
20	Alessio Piccioni	M	M40-44	4	4:22:29	0:29:45	2:21:52	1:24:50
21	Rok Svetko	M	M35-39	2	4:23:21	0:32:04	2:18:59	1:24:49
22	Stefano Manca	M	M35-39	3	4:23:54	0:31:23	2:21:47	1:22:55
23	Samuel Bonnet	M	M45-49	1	4:24:01	0:33:17	2:15:14	1:28:11
24	Michele Salmoiraghi	M	M45-49	2	4:24:34	0:31:06	2:20:41	1:26:17
25	Marco Rath	M	M30-34	7	4:24:39	0:29:44	2:25:50	1:21:38
26	Matteo Dallolio	M	M30-34	8	4:25:05	0:30:17	2:22:31	1:24:04
27	Kurt Lichtkoppler	M	M50-54	3	4:25:15	0:30:18	2:19:00	1:26:24
28	Alessio Leo	M	M45-49	3	4:25:42	0:31:36	2:19:22	1:28:30
29	Ype Kerkstra	M	M25-29	7	4:25:51	0:28:11	2:19:52	1:32:34
30	Vinko Vrebac	M	M40-44	5	4:25:52	0:29:26	2:26:04	1:23:50
31	Enrico Osso	M	M35-39	4	4:25:59	0:28:08	2:18:16	1:32:52
32	Matteo Scimè	M	M30-34	9	4:26:10	0:28:53	2:24:41	1:25:35
33	Gunnar Streblow	M	M40-44	6	4:26:29	0:32:19	2:13:25	1:34:42
34	Andrea Gallino	M	M18-24	2	4:26:52	0:28:48	2:23:09	1:29:30
35	Dominic Krenn	M	M25-29	8	4:27:11	0:30:34	2:26:17	1:24:23
36	Sašo Herga	M	M30-34	10	4:27:58	0:26:42	2:25:24	1:29:01
37	Jürgen Kühschweiger	M	M30-34	11	4:28:09	0:27:09	2:25:13	1:30:28
38	Christian Lehner	M	M35-39	5	4:29:13	0:27:46	2:24:21	1:31:00
39	Patrik Kucera	M	M30-34	12	4:29:19	0:27:18	2:28:27	1:27:15
40	Nikolaus Mair	M	M18-24	3	4:29:20	0:35:17	2:22:41	1:26:05
41	Julien Bernard	M	M45-49	4	4:29:44	0:29:30	2:22:50	1:30:20
42	Gianandrea Galtieri	M	M30-34	13	4:29:58	0:38:07	2:12:47	1:29:26
43	James Peters	M	M40-44	7	4:30:00	0:36:41	2:23:05	1:22:55
44	Martino Bertolin	M	M40-44	8	4:30:14	0:26:44	2:28:50	1:28:33
45	Arnaud Matthys	M	M35-39	6	4:30:47	0:32:37	2:25:34	1:24:14
46	Alessandro Caruso	M	M30-34	14	4:31:00	0:27:45	2:26:04	1:30:19
47	Andrea Martignoni	M	M40-44	9	4:31:08	0:28:35	2:24:03	1:31:49
48	Paul Carroll	M	M55-59	1	4:31:09	0:31:03	2:20:20	1:33:45
49	Philipp Wendland	M	M25-29	9	4:31:12	0:28:58	2:23:38	1:32:09
50	Bernd Gschwandtner	M	M45-49	5	4:31:55	0:32:49	2:16:17	1:35:08
51	Marek Adam	M	M35-39	7	4:32:34	0:29:56	2:21:40	1:32:18
52	Samuel Rössler	M	M18-24	4	4:32:48	0:28:15	2:26:29	1:32:25
53	Bruno Šavoric	M	M30-34	15	4:32:52	0:28:12	2:31:04	1:26:59
54	Michael Neuhold	M	M18-24	5	4:33:30	0:33:39	2:19:57	1:34:32
55	Tomaz Kovac	M	M50-54	4	4:33:31	0:29:29	2:24:09	1:32:54
56	Martin Kucera	M	M25-29	10	4:33:37	0:31:40	2:25:34	1:29:25
57	Matjaž Bizjak	M	M50-54	5	4:33:55	0:29:38	2:25:07	1:32:05
58	Romain Roulier	M	M25-29	11	4:33:56	0:37:18	2:24:51	1:24:59
59	Matteo Salbego	M	M40-44	10	4:34:13	0:33:05	2:23:40	1:30:52
60	Paul Plumer	M	M25-29	12	4:34:26	0:28:36	2:19:40	1:40:07
61	Franz Leitner	M	M50-54	6	4:34:30	0:32:04	2:27:41	1:26:01
62	Andrea Vanoli	M	M25-29	13	4:34:32	0:31:21	2:28:16	1:28:48
63	Marco Cason	M	M55-59	2	4:34:45	0:31:55	2:26:57	1:27:47
64	Cristian Disisto	M	M35-39	8	4:34:45	0:34:29	2:27:57	1:26:07
65	Simone Buttò	M	M30-34	16	4:34:54	0:31:23	2:24:36	1:32:58
66	Fabio Marchio	M	M40-44	11	4:34:54	0:32:00	2:32:38	1:23:22
67	David Andor	M	M35-39	9	4:35:12	0:27:36	2:20:16	1:38:58
68	Matteo Vatalaro	M	M25-29	14	4:35:17	0:35:39	2:24:33	1:28:50
69	Mate Boban	M	M40-44	12	4:35:19	0:31:01	2:27:04	1:30:21
70	Kilian Cattaneo	M	M18-24	6	4:35:30	0:30:29	2:34:29	1:25:20
71	Carlo Spaggiari	M	M18-24	7	4:35:31	0:30:50	2:29:30	1:28:15
72	Tiziano Valcauda	M	M35-39	10	4:35:38	0:33:24	2:26:47	1:28:28
73	Andreas Brand	M	M35-39	11	4:35:38	0:38:32	2:20:24	1:28:07
74	Liam Kricka	M	M18-24	8	4:35:45	0:27:56	2:40:15	1:19:48
75	Adi Musli	M	M40-44	13	4:35:48	0:34:33	2:25:10	1:28:07
76	Luka B	F	M25-29	15	4:35:58	0:29:13	2:26:22	1:34:53
77	Rocco Rinaldi	M	M35-39	12	4:36:02	0:26:14	2:35:13	1:25:08
78	Nathan Launchbury-Jones	M	M30-34	17	4:36:07	0:33:40	2:24:56	1:26:46
79	Damijan Kromar	M	M50-54	7	4:36:09	0:31:33	2:22:48	1:35:12
80	Michal Procházka	M	M25-29	16	4:36:26	0:31:24	2:19:36	1:37:50
81	Vittorio Bianchini	M	M25-29	17	4:36:29	0:29:31	2:36:23	1:21:56
82	Simone Riccobelli	M	M35-39	13	4:37:30	0:35:58	2:27:11	1:27:59
83	Matteo Prina Mello	M	M45-49	6	4:37:46	0:29:03	2:29:48	1:29:31
84	Filippo Roda	M	M35-39	14	4:37:47	0:29:16	2:31:08	1:27:26
85	Joscelin Lowden	F	F35-39	1	4:37:56	0:39:01	2:15:44	1:34:45
86	Oliver Seidl	M	M40-44	14	4:38:01	0:32:53	2:25:46	1:32:57
87	Julien Chagny	M	M40-44	15	4:38:09	0:32:43	2:27:55	1:29:50
88	Jan Ginovsky	M	M25-29	18	4:38:14	0:29:44	2:23:14	1:37:20
89	Marko Horvat	M	M35-39	15	4:38:31	0:35:25	2:24:43	1:30:55
90	Carlo Manuppella	M	M40-44	16	4:38:40	0:31:36	2:29:37	1:27:06
91	Pascal Frei	M	M40-44	17	4:38:53	0:35:55	2:24:50	1:29:33
92	Innes Wright	M	M60-64	1	4:39:09	0:30:18	2:26:56	1:35:24
93	Igor Markovic	M	M35-39	16	4:39:23	0:34:41	2:27:10	1:27:47
94	Felix Lienhart	M	M35-39	17	4:39:36	0:32:55	2:31:27	1:27:29
95	Alexander Gräf	M	M30-34	18	4:39:51	0:24:52	2:30:11	1:37:56
96	Sebastien Fontanabona	M	M30-34	19	4:39:51	0:37:12	2:21:49	1:30:21
97	Dominik Schirnhofer	M	M30-34	20	4:39:55	0:31:44	2:19:47	1:39:38
98	Alessandro Figus	M	M30-34	21	4:40:06	0:31:14	2:28:01	1:34:11
99	Stefano Carnini	M	M40-44	18	4:40:08	0:33:11	2:27:23	1:30:27
100	Alessandro Gattamorta	M	M55-59	3	4:40:09	0:35:59	2:27:25	1:29:44
101	Francesco De Cillis	M	M40-44	19	4:40:42	0:28:19	2:35:28	1:30:26
102	Baudouin Riollier	M	M25-29	19	4:40:58	0:36:10	2:32:37	1:24:54
103	Corrado Bertola	M	M55-59	4	4:40:59	0:36:16	2:26:10	1:30:25
104	Giorgio Roveri	M	M45-49	7	4:41:08	0:31:44	2:29:55	1:29:47
105	Patrick Kolb	M	M30-34	22	4:41:19	0:28:24	2:29:20	1:35:33
106	Rok Tomas	M	M25-29	20	4:41:24	0:26:10	2:29:48	1:38:40
107	Markus Börner	M	M50-54	8	4:41:28	0:31:20	2:27:40	1:34:21
108	Aleš Finžgar	M	M25-29	21	4:41:32	0:29:02	2:27:43	1:34:44
109	Bradley Greenway	M	M30-34	23	4:41:41	0:35:03	2:29:54	1:30:09
110	Nejc Bauer	M	M35-39	18	4:42:01	0:30:49	2:27:58	1:35:27
111	Adrian Firek	M	M40-44	20	4:42:13	0:34:15	2:26:15	1:33:12
112	Paride Delesto	M	M30-34	24	4:42:14	0:34:40	2:23:05	1:33:55
113	Miro Jankovic	M	M40-44	21	4:42:47	0:34:20	2:28:01	1:33:19
114	Nicolò Giovanardi	M	M35-39	19	4:42:52	0:29:25	2:30:11	1:33:43
115	Martin Glorieux	M	M18-24	9	4:43:01	0:31:53	2:29:08	1:35:59
116	Sergiu Onea	M	M35-39	20	4:43:05	0:34:34	2:26:26	1:34:36
117	Scott Mitchell	M	M30-34	25	4:43:13	0:32:50	2:25:21	1:34:54
118	Enrico Grazzi	M	M30-34	26	4:43:15	0:25:55	2:27:31	1:42:01
119	Mathias Birnecker	M	M35-39	21	4:43:23	0:33:01	2:30:37	1:32:49
120	Alessandro Tramarin	M	M35-39	22	4:43:29	0:30:31	2:32:07	1:31:14
121	Enej Kocevar	M	M18-24	10	4:43:36	0:30:36	2:32:25	1:34:24
122	Pier Paolo Parmiggiani	M	M35-39	23	4:43:38	0:30:18	2:31:11	1:32:56
123	Lewis Dyke	M	M30-34	27	4:43:48	0:29:05	2:31:46	1:35:02
124	Lukas List	M	M18-24	11	4:43:59	0:29:50	2:31:40	1:35:30
125	Vittorio Gaglioti	M	M45-49	8	4:44:02	0:34:29	2:31:11	1:32:04
126	Sascha Flemming	M	M35-39	24	4:44:08	0:30:05	2:22:17	1:41:42
127	Konrad Organa	M	M35-39	25	4:44:31	0:31:47	2:23:18	1:42:25
128	Laura Hienonen	F	F40-44	1	4:44:34	0:34:17	2:31:58	1:32:45
129	Dominik Kapeller	M	M45-49	9	4:44:34	0:33:14	2:26:35	1:39:15
130	Dimitri Kotskos	M	M45-49	10	4:44:34	0:36:19	2:26:23	1:34:38
131	Thomas Niss	M	M45-49	11	4:44:40	0:37:32	2:24:46	1:33:35
132	David Bird	M	M45-49	12	4:44:43	0:31:54	2:33:21	1:30:41
133	Laura Schön	F	F25-29	1	4:44:45	0:27:07	2:43:32	1:28:33
134	Claudio Corsini	M	M45-49	13	4:44:54	0:34:51	2:29:41	1:31:10
135	Stefano Fabbri	M	M35-39	26	4:45:00	0:34:04	2:27:00	1:32:06
136	Lukas Kraus	M	M35-39	27	4:45:13	0:32:00	2:28:27	1:37:31
137	James Beckinsale	M	M50-54	9	4:45:17	0:30:19	2:28:53	1:36:42
138	Claudio Voltolini	M	M40-44	22	4:45:22	0:33:00	2:27:44	1:37:07
139	Carlo Pirazzini	M	M40-44	23	4:45:23	0:36:06	2:28:41	1:31:08
