総合順位	No.	氏名	性別	年齢区分	総合記録	ｽｲﾑﾗｯﾌﾟ	T1	ﾊﾞｲｸﾗｯﾌﾟ	ﾗﾝﾗｯﾌﾟ	ステータス
547	520	佐々木 祐治	男	50-54男子	3:23:50	0:43:16	0:09:02	1:27:58	1:03:34	
548	307	金子 裕	男	45-49男子	3:23:55	0:36:07	0:05:53	1:40:08	1:01:47	
549	731	奥村 清	男	65-69男子	3:24:03	0:33:55	0:04:32	1:35:33	1:10:03	
550	671	川村 崇	男	50-54男子	3:24:06	0:42:30	0:06:29	1:36:16	0:58:51	
551	197	松井 直樹	男	35-39男子	3:24:23	0:46:59	0:09:03	1:37:02	0:51:19	
552	480	山崎 航太	男	50-54男子	3:24:24	0:40:46	0:04:31	1:30:07	1:09:00	
553	164	徳田 浩明	男	35-39男子	3:24:32	0:41:42	0:08:45	1:34:29	0:59:36	
554	100	安藤 也侑	男	30-34男子	3:24:47	0:37:17	0:04:41	1:35:40	1:07:09	
555	447	西村 英樹	男	50-54男子	3:25:00	0:35:40	0:07:41	1:39:00	1:02:39	
556	486	川又 永治	男	50-54男子	3:25:07	0:46:22	0:06:24	1:31:01	1:01:20	
557	809	泉 篤史	男	40-44男子	3:25:12	0:50:01	0:08:29	1:40:39	0:46:03	
558	376	大類 健一	男	45-49男子	3:25:21	0:43:33	0:08:57	1:33:08	0:59:43	
559	546	乙津 義博	男	50-54男子	3:25:26	0:41:01	0:05:15	1:36:42	1:02:28	
560	77	川端 悠介	男	25-29男子	3:25:29	0:52:40	0:05:59	1:32:28	0:54:22	
561	716	横溝 英俊	男	60-64男子	3:25:38	0:42:08	0:05:43	1:38:48	0:58:59	
562	201	大坪 恭佑	男	35-39男子	3:25:39	0:51:13	0:08:12	1:27:22	0:58:52	
563	705	亀井 克之	男	60-64男子	3:25:56	0:45:06	0:07:17	1:33:09	1:00:24	
564	143	高山 拓也	男	35-39男子	3:26:07	0:47:19	0:05:47	1:46:12	0:46:49	
565	794	細川 啓介	男	40-44男子	3:26:14	0:35:03	0:07:35	1:34:39	1:08:57	
566	730	林 宏一	男	65-69男子	3:26:21	0:34:54	0:06:22	1:41:38	1:03:27	
567	130	石井 慧	男	30-34男子	3:26:24	0:41:17	0:08:14	1:28:56	1:07:57	
568	167	市川 康平	男	35-39男子	3:26:53	0:42:08	0:07:56	1:33:58	1:02:51	
569	498	小松 拓也	男	50-54男子	3:27:13	0:45:20	0:08:12	1:41:54	0:51:47	
570	507	山本 幸弘	男	50-54男子	3:27:15	0:41:47	0:04:39	1:29:54	1:10:55	
571	415	平松 慎矢	男	45-49男子	3:27:17	0:35:14	0:06:58	1:35:33	1:09:32	
572	703	石崎 雅人	男	60-64男子	3:27:19	0:37:58	0:04:36	1:34:26	1:10:19	
573	169	鈴木 厚資	男	35-39男子	3:27:47	0:25:28	0:11:18	1:45:44	1:05:17	
574	224	永吉 伯宇	男	40-44男子	3:27:50	0:43:25	0:09:43	1:32:44	1:01:58	
575	338	小高 和博	男	45-49男子	3:28:01	0:36:45	0:08:36	1:41:35	1:01:05	
576	919	渡辺 公子	女	60-64女子	3:28:03	0:31:29	0:08:58	1:49:31	0:58:05	
577	518	増野 正巳	男	50-54男子	3:28:03	0:36:38	0:07:14	1:28:53	1:15:18	
578	885	石坂 かおり	女	45-49女子	3:28:12	0:39:28	0:07:28	1:51:18	0:49:58	
579	785	宮崎 悠太	男	35-39男子	3:28:17	0:35:19	0:07:00	1:39:47	1:06:11	
580	895	平田 知子	女	50-54女子	3:28:26	0:43:17	0:07:09	1:38:11	0:59:49	
581	427	清木 孝之	男	50-54男子	3:28:28	0:37:20	0:08:10	1:30:21	1:12:37	
582	726	安藤 秀樹	男	65-69男子	3:28:32	0:40:55	0:08:28	1:41:48	0:57:21	
583	841	小島 大輔	男	55-59男子	3:28:38	0:41:15	0:07:27	1:37:32	1:02:24	
584	132	幡野 文哉	男	30-34男子	3:28:49	0:40:12	0:07:30	1:35:16	1:05:51	
585	81	石川 峻也	男	25-29男子	3:28:56	0:46:45	0:09:06	1:38:20	0:54:45	
586	88	清水 洋徳	男	30-34男子	3:28:57	0:37:36	0:05:43	1:44:23	1:01:15	
587	792	文 陽起	男	40-44男子	3:29:06	0:37:36	0:05:11	1:39:00	1:07:19	
588	600	宮嶋 健一	男	55-59男子	3:29:12	0:46:47	0:05:09	1:29:04	1:08:12	
589	902	浦野 万里子	女	50-54女子	3:29:33	0:41:16	0:03:47	1:47:33	0:56:57	
590	712	中村 典男	男	60-64男子	3:29:37	0:40:25	0:06:14	1:38:58	1:04:00	
591	633	玉川 三四郎	男	55-59男子	3:29:40	0:42:07	0:07:31	1:47:50	0:52:12	
592	31	堀田 浩平	男	25-29男子	3:29:54	0:40:41	0:07:03	1:44:17	0:57:53	
593	840	藤崎 浩行	男	55-59男子	3:30:27	0:36:45	0:05:09	1:39:22	1:09:11	
594	531	齊藤 登	男	50-54男子	3:30:41	0:37:40	0:06:56	1:35:05	1:11:00	
595	124	森 謙吾	男	30-34男子	3:31:02	0:44:49	0:07:51	1:43:37	0:54:45	
596	358	鈴木 武史	男	45-49男子	3:31:04	0:36:44	0:05:39	1:32:18	1:16:23	
597	553	板橋 謙介	男	55-59男子	3:31:08	0:33:43	0:07:57	1:42:58	1:06:30	
598	798	宮田 裕介	男	40-44男子	3:31:15	0:35:00	0:06:08	1:44:49	1:05:18	
599	321	田中 克行	男	45-49男子	3:31:20	0:30:37	0:05:09	1:42:11	1:13:23	
600	188	小川 達也	男	35-39男子	3:31:21	0:40:24	0:06:16	1:40:00	1:04:41	
601	814	御簾納 雅記	男	45-49男子	3:31:33	0:39:53	0:07:15	1:36:55	1:07:30	
602	141	金岡 拓哉	男	35-39男子	3:31:36	0:39:54	0:06:57	1:34:47	1:09:58	
603	98	村中 隆紀	男	30-34男子	3:31:39	0:34:00	0:09:52	1:43:59	1:03:48	
604	231	藤本 竜也	男	40-44男子	3:31:40	0:43:19	0:08:05	1:38:20	1:01:56	
605	864	吉田 裕理	女	35-39女子	3:31:46	0:36:58	0:05:39	1:42:17	1:06:52	
606	534	井口 武司	男	50-54男子	3:31:51	0:41:55	0:08:33	1:41:33	0:59:50	
607	660	勝田 信弘	男	60-64男子	3:32:05	0:36:27	0:07:01	1:38:49	1:09:48	
608	464	笠井 登武	男	50-54男子	3:32:11	0:47:12	0:05:27	1:37:51	1:01:41	
609	758	島田 達也	男	25-29男子	3:32:15	0:40:46	0:07:25	1:37:48	1:06:16	
610	206	那須 剛	男	35-39男子	3:32:20	0:47:38	0:07:12	1:29:49	1:07:41	
611	826	川西 正人	男	50-54男子	3:32:35	0:48:12	0:05:54	1:43:23	0:55:06	
612	916	小又 茂子	女	60-64女子	3:32:59	0:35:20	0:04:55	1:38:39	1:14:05	
613	673	三浦 大和	男	25-29男子	3:33:06	0:43:21	0:06:41	1:39:46	1:03:18	
614	867	野本 真理	女	35-39女子	3:33:15	0:37:16	0:06:26	1:41:08	1:08:25	
615	243	小川 猛効	男	40-44男子	3:33:33	0:41:46	0:05:16	1:33:15	1:13:16	
616	82	小谷 浩平	男	25-29男子	3:33:50	0:53:08	0:05:20	1:39:02	0:56:20	
617	663	千葉 篤志	男	60-64男子	3:33:52	0:36:42	0:06:01	1:43:32	1:07:37	
618	699	竹内 慶幸	男	60-64男子	3:34:06	0:37:56	0:07:57	1:40:17	1:07:56	
619	455	田口 和宏	男	50-54男子	3:34:06	0:37:58	0:08:09	1:31:55	1:16:04	
620	496	廣 能章	男	50-54男子	3:34:10	0:36:31	0:11:34	1:39:37	1:06:28	
621	570	白井 幸男	男	55-59男子	3:34:17	0:42:10	0:06:59	1:38:37	1:06:31	
622	616	加藤 岩大	男	55-59男子	3:34:29	0:34:46	0:06:59	1:30:50	1:21:54	
623	747	開化 大貴	男	25-29男子	3:34:34	0:42:17	0:07:56	1:38:24	1:05:57	
624	19	野崎 健斗	男	20-24男子	3:35:01	0:39:00	0:08:29	1:38:27	1:09:05	
625	312	吉藤 寛樹	男	45-49男子	3:35:02	0:35:53	0:08:04	1:36:11	1:14:54	
626	914	米谷 協子	女	55-59女子	3:35:05	0:33:14	0:05:35	1:49:54	1:06:22	
627	572	粟飯原 光広	男	55-59男子	3:35:21	0:43:05	0:04:32	1:29:25	1:18:19	
628	299	森 吉央	男	45-49男子	3:35:22	0:40:50	0:07:21	1:41:27	1:05:44	
629	775	矢野 貴裕	男	35-39男子	3:35:33	0:38:40	0:13:11	1:45:37	0:58:05	
630	772	岡野 樹	男	30-34男子	3:35:35	0:35:17	0:04:08	1:46:24	1:09:46	
631	700	川口 博貴	男	60-64男子	3:35:43			1:40:25	1:00:04	SKIP
632	344	吉田 昌弘	男	45-49男子	3:35:51	0:47:53	0:08:42	1:32:51	1:06:25	
633	337	山崎 博之	男	45-49男子	3:35:56	0:41:06	0:07:09	1:29:47	1:17:54	
634	491	鈴木 順也	男	50-54男子	3:35:57	0:52:03	0:05:44	1:35:41	1:02:29	
635	395	柿沼 貴志	男	45-49男子	3:36:03	0:43:02	0:07:10	1:32:19	1:13:32	
636	272	中島 真洋	男	40-44男子	3:36:10	0:41:32	0:05:42	1:38:17	1:10:39	
637	292	外薗 拓也	男	45-49男子	3:36:11	0:52:22	0:07:32	1:28:25	1:07:52	
638	725	澤田 貴司	男	65-69男子	3:36:12	0:44:47	0:05:12	1:35:21	1:10:52	
639	413	石井 亮	男	45-49男子	3:36:20	0:44:48	0:08:44	1:32:59	1:09:49	
640	620	澤口 実	男	55-59男子	3:36:20	0:47:06	0:08:20	1:30:00	1:10:54	
641	743	水上 直哉	男	20-24男子	3:36:30	0:28:56	0:08:34	1:51:59	1:07:01	
642	423	新井 豪	男	45-49男子	3:36:38	0:44:49	0:04:52	1:39:31	1:07:26	
643	860	木之下 さつき	女	30-34女子	3:36:46	0:42:06	0:04:52	1:43:16	1:06:32	
644	147	田上 卓矢	男	35-39男子	3:36:48	0:43:38	0:15:03	1:31:04	1:07:03	
645	69	大越 竜平	男	25-29男子	3:36:48	0:38:32	0:13:54	1:36:36	1:07:46	
646	751	寺尾 仁	男	25-29男子	3:36:58			1:31:24	1:09:25	SKIP
647	10	廣 海沙	男	20-24男子	3:37:00	0:37:14	0:10:43	1:32:54	1:16:09	
648	374	高橋 優	男	45-49男子	3:37:02	0:44:12	0:06:46	1:31:38	1:14:26	
649	40	立花 啓	男	25-29男子	3:37:11			1:40:00	0:59:26	SKIP
650	102	横田 佑弥	男	30-34男子	3:37:21	0:39:14	0:10:01	1:39:28	1:08:38	
651	698	渡辺 人支	男	60-64男子	3:37:23	0:41:12	0:08:39	1:48:26	0:59:06	
652	806	野元 大資	男	40-44男子	3:37:24	0:44:22	0:06:17	1:34:20	1:12:25	
653	267	山元 健太朗	男	40-44男子	3:37:33	0:45:29	0:07:49	1:37:56	1:06:19	
654	745	吉村 陽	男	25-29男子	3:37:35	0:36:59	0:06:40	2:03:24	0:50:32	DSQ
655	535	佐藤 稔	男	50-54男子	3:37:39	0:46:25	0:06:18	1:31:11	1:13:45	
656	121	藤原 大輔	男	30-34男子	3:37:42	0:36:29	0:09:06	1:47:51	1:04:16	
657	320	大場 敦	男	45-49男子	3:37:44	0:49:15	0:06:06	1:36:02	1:06:21	
658	29	鈴木 智也	男	25-29男子	3:37:48	0:36:06	0:08:02	1:32:05	1:21:35	
659	544	塚田 重城	男	50-54男子	3:37:54	0:39:31	0:07:32	1:33:59	1:16:52	
660	856	内田 朋佳	女	25-29女子	3:37:56	0:54:12	0:04:34	1:37:03	1:02:07	
661	851	渕上 芳幸	男	65-69男子	3:38:06	0:39:58	0:08:01	1:44:21	1:05:46	
662	911	久郷 美千子	女	55-59女子	3:38:22	0:43:13	0:06:02	1:44:37	1:04:30	
663	536	坂 佳三	男	50-54男子	3:38:35	0:53:21	0:08:23	1:30:39	1:06:12	
664	634	岡部 哲郎	男	55-59男子	3:38:38	0:39:04	0:09:53	1:49:34	1:00:07	
665	674	長町 悠平	男	25-29男子	3:38:44	0:37:08	0:07:59	1:55:02	0:58:35	
666	506	秋本 美津則	男	50-54男子	3:39:10			1:20:54	0:56:29	SKIP
667	784	水上 ひろき	男	35-39男子	3:39:33	0:37:16	0:07:30	1:33:32	1:21:15	
668	676	早川 敦士	男	30-34男子	3:39:47	0:34:59	0:05:31	1:48:50	1:10:27	
669	900	藤野 真由美	女	50-54女子	3:40:12	0:40:21	0:06:04	1:58:23	0:55:24	
670	728	池永 雅一	男	65-69男子	3:40:46	0:36:45	0:03:59	1:28:43	1:31:19	
671	898	櫻井 千香子	女	50-54女子	3:40:50	0:43:16	0:06:13	1:40:53	1:10:28	
672	756	川嶋 星也	男	25-29男子	3:41:02	0:42:53	0:09:53	1:47:22	1:00:54	
673	305	藤澤 洋平	男	45-49男子	3:41:03	0:52:03	0:06:17	1:31:49	1:10:54	
674	666	茨田 二三夫	男	60-64男子	3:41:06	0:35:56	0:07:15	1:52:36	1:05:19	
675	563	松永 直丈	男	55-59男子	3:41:28	0:27:28	0:03:53	1:33:04	1:37:03	
676	761	福地 亮太	男	30-34男子	3:41:34	0:41:36	0:03:44	1:51:03	1:05:11	
677	598	大用 訓一	男	55-59男子	3:41:36	0:43:10	0:05:19	1:45:29	1:07:38	
678	505	川野 健二	男	50-54男子	3:42:02	0:40:18	0:06:39	1:55:07	0:59:58	
679	614	横田 勝	男	55-59男子	3:42:16	0:41:51	0:04:38	1:41:03	1:14:44	
680	635	中村 武	男	55-59男子	3:42:29	0:41:50	0:09:15	1:43:19	1:08:05	
681	884	鷹橋 梢	女	45-49女子	3:42:31	0:30:19	0:05:28	1:59:38	1:07:06	
682	697	佐藤 純	男	60-64男子	3:42:35	0:39:18	0:12:15	1:44:32	1:06:30	
683	266	田中 利尚	男	40-44男子	3:42:55	0:37:08	0:08:26	1:38:16	1:19:05	
684	315	加藤 義樹	男	45-49男子	3:43:00	0:39:37	0:06:46	1:41:57	1:14:40	
685	575	遠藤 浩	男	55-59男子	3:43:09	0:37:45	0:10:18	1:43:54	1:11:12	
686	341	松田 純	男	45-49男子	3:44:02	0:52:12	0:07:02	1:33:07	1:11:41	
687	691	向原 千文	男	50-54男子	3:44:09	0:39:38	0:10:01	1:36:25	1:18:05	
688	89	五島 隆文	男	30-34男子	3:44:14	0:37:25	0:08:53	1:50:23	1:07:33	
689	516	小松 守	男	50-54男子	3:44:34	0:53:09	0:08:53	1:38:04	1:04:28	
690	412	深町 明人	男	45-49男子	3:44:48	0:48:16	0:08:39	1:43:36	1:04:17	
691	640	佐竹 正規	男	55-59男子	3:44:50	0:46:39	0:05:03	1:44:42	1:08:26	
692	294	堂迫 与人	男	45-49男子	3:44:59			1:32:15	1:05:28	SKIP
693	238	加治木 孝一	男	40-44男子	3:45:19	0:55:59	0:08:39	1:32:15	1:08:26	
694	601	反町 浩一郎	男	55-59男子	3:45:24	0:41:35	0:08:31	1:46:47	1:08:31	
695	586	氏原 孝啓	男	55-59男子	3:45:57	0:44:56	0:05:29	1:41:28	1:14:04	
696	839	望月 悟	男	55-59男子	3:46:16	0:43:47	0:06:47	1:45:32	1:10:10	
697	710	宮川 清	男	60-64男子	3:46:45	0:33:44	0:06:14	1:56:39	1:10:08	
698	364	浅野 通友	男	45-49男子	3:46:59	0:47:18	0:05:27	1:33:54	1:20:20	
699	801	佐藤 真一	男	40-44男子	3:47:03	0:39:26	0:11:49	1:59:12	0:56:36	
700	156	益井 大紀	男	35-39男子	3:47:03			1:41:44	1:12:29	SKIP
701	533	柴田 清人	男	50-54男子	3:47:09	0:45:47	0:11:19	1:28:33	1:21:30	
702	602	遠藤 潤	男	55-59男子	3:47:10	0:37:24	0:07:12	1:49:17	1:13:17	
703	909	築舘 千枝	女	55-59女子	3:47:38	0:47:43	0:09:46	1:48:19	1:01:50	
704	722	小林 正光	男	65-69男子	3:47:41	0:37:27	0:08:40	1:54:39	1:06:55	
705	514	松原 雅信	男	50-54男子	3:47:45	0:35:38	0:07:52	1:52:53	1:11:22	
706	922	柏岡 一樹	男	35-39男子	3:47:56	0:43:11	0:04:57	1:30:48	1:29:00	
707	642	大堀 剛	男	55-59男子	3:48:02	0:39:00	0:11:00	1:43:17	1:14:45	
708	736	溝垣 公次郎	男	70-74男子	3:48:04	0:47:50	0:06:44	1:46:48	1:06:42	
709	848	高橋 真琴	男	60-64男子	3:48:24	0:37:15	0:05:20	1:46:03	1:19:46	
710	721	大賀 豊文	男	65-69男子	3:48:51	0:36:55	0:09:52	1:48:15	1:13:49	
711	729	野澤 周永	男	65-69男子	3:48:58	0:41:26	0:09:08	1:41:04	1:17:20	
712	832	吉里 裕也	男	50-54男子	3:49:13	0:40:43	0:05:41	1:47:40	1:15:09	
713	733	山口 善久	男	65-69男子	3:49:32	0:24:40	0:10:14	1:55:09	1:19:29	
714	667	内田 悦哉	男	60-64男子	3:49:39	0:38:23	0:09:01	1:45:40	1:16:35	
715	672	松尾 健	男	25-29男子	3:49:41	0:40:40	0:25:24	1:51:26	0:52:11	SKIP, DSQ
716	630	大山 裕二	男	55-59男子	3:49:45	0:45:18	0:05:11	1:38:14	1:21:02	
717	228	松村 大輔	男	40-44男子	3:49:52	0:42:54	0:06:55	1:42:01	1:18:02	
718	556	浦底 雅彦	男	55-59男子	3:50:10	0:49:11	0:07:42	1:38:48	1:14:29	
719	769	桑原 旦幸	男	30-34男子	3:50:39	0:37:55	0:06:03	1:44:30	1:22:11	
720	21	臼田 弘幸	男	20-24男子	3:50:39	0:37:32	0:08:30	1:51:17	1:13:20	
721	398	吉井 存	男	45-49男子	3:50:53	0:51:37	0:09:56	1:40:00	1:09:20	
722	311	立岩 悠介	男	45-49男子	3:50:59			1:35:40	1:06:35	SKIP
723	137	曵田 遼輔	男	30-34男子	3:51:00	0:48:54	0:07:58	1:41:11	1:12:57	
724	493	大庭 亮介	男	50-54男子	3:51:03	0:42:29	0:08:32	1:43:17	1:16:45	
725	744	長井 崇文	男	20-24男子	3:51:03	0:49:12	0:07:37	1:42:31	1:11:43	
726	661	池田 明人	男	60-64男子	3:51:04	0:38:51	0:07:20	1:42:03	1:22:50	
727	247	塚本 秀之	男	40-44男子	3:51:19	0:31:36	0:10:01	1:47:30	1:22:12	
728	365	須永 高史	男	45-49男子	3:51:23	0:41:06	0:05:11	1:34:14	1:30:52	
729	579	田中 日世志	男	55-59男子	3:52:03	0:34:54	0:09:35	1:39:31	1:28:03	
730	638	西林 英樹	男	55-59男子	3:52:10	0:38:33	0:07:36	1:50:49	1:15:12	
731	24	進藤 大成	男	20-24男子	3:52:42	1:00:19	0:05:47	1:40:25	1:06:11	
732	831	森光 力	男	50-54男子	3:52:43	0:55:53	0:05:03	1:48:23	1:03:24	
733	655	進士 誉夫	男	60-64男子	3:52:48	0:53:23	0:04:53	1:51:00	1:03:32	
734	235	嶋田 雅史	男	40-44男子	3:53:22	0:41:10	0:10:30	1:39:17	1:22:25	
735	596	井上 毅彦	男	55-59男子	3:53:28	0:45:29	0:09:13	1:44:45	1:14:01	
736	249	須藤 晃海	男	40-44男子	3:54:03	0:44:44	0:09:05	1:53:06	1:07:08	
737	108	小池 優史	男	30-34男子	3:54:35	0:43:50	0:09:12	1:39:38	1:21:55	
738	275	三原 洋一	男	40-44男子	3:54:37	0:44:45	0:09:59	1:42:58	1:16:55	
739	107	大西 啓悟	男	30-34男子	3:54:41	0:53:12	0:04:43	1:45:41	1:11:05	
740	289	笹岡 潤一朗	男	40-44男子	3:55:04			1:35:13	1:01:03	SKIP
741	503	田中 宏侍	男	50-54男子	3:55:21	0:48:08	0:08:33	1:42:55	1:15:45	
742	750	須田 遼太郎	男	25-29男子	3:55:22	0:54:23	0:13:28	1:46:13	1:01:18	
743	859	グロンスキー セネス	女	30-34女子	3:55:24	0:38:32	0:04:46	1:49:26	1:22:40	
744	494	鈴木 荘一	男	50-54男子	3:55:29	0:51:30	0:07:41	1:59:14	0:57:04	
745	765	釘本 祐汰	男	30-34男子	3:55:38	0:40:17	0:06:41	1:50:12	1:18:28	
746	349	嶋田 弘之	男	45-49男子	3:55:52	0:36:20	0:10:46	1:38:29	1:30:17	
747	904	児玉 智恵子	女	50-54女子	3:56:25	0:49:21	0:05:08	1:50:08	1:11:48	
748	708	高橋 郭宣	男	60-64男子	3:56:26	0:40:39	0:24:34	1:46:18	1:04:55	SKIP
749	101	Liao Cheng Hsin	男	30-34男子	3:56:41	0:35:33	0:07:45	1:46:40	1:26:43	
750	724	上村 成彦	男	65-69男子	3:56:48	0:42:56	0:07:08	1:55:06	1:11:38	
751	858	石原 桜	女	30-34女子	3:57:26	0:43:02	0:07:45	1:55:07	1:11:32	
752	901	斉藤 有紀子	女	50-54女子	3:57:29	0:38:28	0:04:49	2:01:16	1:12:56	
753	539	清水 壮一	男	50-54男子	3:57:32			1:37:30	0:58:14	SKIP
754	297	百野 泰樹	男	45-49男子	3:57:59			1:40:56	1:04:39	SKIP
755	392	大川 賢二	男	45-49男子	3:58:16	0:54:29	0:06:54	1:43:05	1:13:48	
756	872	岩田 ゆみ	女	40-44女子	3:58:23	0:39:36	0:06:42	1:55:35	1:16:30	
757	778	金子 禄昌	男	35-39男子	3:58:28	0:37:57	0:05:10	1:59:42	1:15:39	
758	394	明石 武久	男	45-49男子	3:59:17	0:50:15	0:06:55	1:34:22	1:27:45	
759	434	高佐 郁	男	50-54男子	3:59:28			1:36:24	0:55:49	SKIP
760	333	安藤 順太朗	男	45-49男子	3:59:31	0:38:42	0:09:39	1:52:54	1:18:16	
761	796	甲斐 修平	男	40-44男子	4:00:53	0:39:23	0:04:39	1:47:13	1:29:38	
762	742	秋尾 晃正	男	80-84男子	4:00:58	0:42:44	0:11:08	1:40:23	1:26:43	
763	199	松田 良輔	男	35-39男子	4:01:18	0:57:15	0:06:18	1:35:18	1:22:27	
764	36	田近 レオン	男	25-29男子	4:01:41	0:39:03	0:06:36	2:04:14	1:11:48	
765	734	亀井 宏一	男	70-74男子	4:01:42	0:43:11	0:07:29	1:54:37	1:16:25	
766	377	関口 裕司	男	45-49男子	4:01:57	0:45:21	0:09:34	1:53:34	1:13:28	
767	593	宮澤 典友	男	55-59男子	4:02:13	0:38:36	0:07:42	1:50:10	1:25:45	
768	573	大友 文敬	男	55-59男子	4:02:21			1:36:47	1:02:15	SKIP
769	202	迫田 昂輝	男	35-39男子	4:02:26	0:42:59	0:10:51	1:52:28	1:16:08	
770	816	小野 健晴	男	45-49男子	4:02:36	0:42:20	0:05:55	1:48:20	1:26:01	
771	657	二階堂 洋史	男	60-64男子	4:03:31	0:37:35	0:09:42	1:43:51	1:32:23	
772	512	市川 慎	男	50-54男子	4:03:45			1:33:18	1:08:27	SKIP
773	879	辻 麻記	女	40-44女子	4:03:46	0:46:02	0:05:28	1:56:06	1:16:10	
774	469	太田 剛志	男	50-54男子	4:04:17	0:35:47	0:07:17	1:55:37	1:25:36	
775	843	蒔田 健司	男	55-59男子	4:04:19	0:51:10	0:10:18	1:58:50	1:04:01	
776	52	長野 将己	男	25-29男子	4:06:20	0:45:58	0:07:58	1:47:26	1:24:58	
777	96	岩本 英憲	男	30-34男子	4:07:16	0:36:40	0:11:51	1:59:51	1:18:54	
778	530	荒木 芳友	男	50-54男子	4:07:25	0:36:02	0:07:32	2:08:04	1:15:47	
779	892	松野 亜紀子	女	45-49女子	4:09:25	0:49:30	0:07:51	1:56:15	1:15:49	
780	639	和知 世志則	男	55-59男子	4:09:26	0:42:54	0:12:17	1:59:24	1:14:51	
781	453	秋山 謙太郎	男	50-54男子	4:09:54	0:50:43	0:09:02	1:47:18	1:22:51	
782	917	松井 晴子	女	60-64女子	4:10:06	0:41:24	0:07:52	2:02:54	1:17:56	
783	886	竹内 裕子	女	45-49女子	4:10:24	0:42:22	0:09:43	2:02:41	1:15:38	
784	808	堀田 誠	男	40-44男子	4:15:11	1:03:16	0:06:25	1:51:09	1:14:21	
785	340	川内 英二	男	45-49男子	4:15:23	0:55:23	0:08:48	2:09:56	1:01:16	
786	723	永瀬 義清	男	65-69男子	4:15:51	0:50:59	0:12:10	1:57:46	1:14:56	
787	402	関口 陽介	男	45-49男子	4:16:34			1:35:36	1:13:54	SKIP
788	254	渕上 祐樹	男	40-44男子	4:17:27	0:42:55	0:11:48	2:09:46	1:12:58	
789	797	高松 茂	男	40-44男子	4:18:36	1:03:05	0:07:58	1:48:31	1:19:02	
790	727	児玉 行雄	男	65-69男子	4:20:59	0:55:22	0:08:28	1:55:16	1:21:53	
791	475	相原 良太郎	男	50-54男子	4:22:46	0:34:33	0:06:09	1:54:16	1:47:48	
792	629	佐野 星司	男	55-59男子	4:24:24	0:53:16	0:11:01	1:57:12	1:22:55	
793	611	齊喜 晋一	男	55-59男子	4:24:44	0:46:45	0:08:27	1:59:41	1:29:51	
794	160	田畑 勇介	男	35-39男子	4:25:42	1:17:10	0:05:59	1:51:56	1:10:37	
795	583	唐澤 伸郎	男	55-59男子	4:27:45	0:31:34	0:06:48	1:43:37	2:05:46	
796	619	蓮沼 利幸	男	55-59男子	4:32:01	0:51:42	0:07:32	2:02:30	1:30:17	
797	850	渡辺 俊明	男	65-69男子	4:32:29	1:01:16	0:13:20	1:56:11	1:21:42	
798	865	崔 賀英	女	35-39女子	4:32:56	0:57:40	0:11:10	2:15:30	1:08:36	
799	658	田中 利尚	男	60-64男子	4:32:58	0:35:07	0:08:52	2:20:00	1:28:59	
800	125	今泉 貴大	男	30-34男子	4:34:37	1:00:14	0:06:45	2:00:18	1:27:20	
801	198	押谷 昌宗	男	35-39男子	4:35:51	0:55:10	0:08:37	1:53:22	1:38:42	
802	510	大橋 健一郎	男	50-54男子	4:39:52	0:46:48	0:11:28	2:04:30	1:37:06	
803	653	木下 博信	男	60-64男子	4:40:44	0:43:57	0:08:51	2:13:14	1:34:42	
804	234	三上 傑	男	40-44男子	4:43:39	1:15:08	0:08:14	2:16:18	1:03:59	
805	741	鎌田 秀明	男	75-79男子	4:49:10	0:38:42	0:11:25	2:17:24	1:41:39	
806	257	舟山 達弥	男	40-44男子	4:49:31			2:14:46	1:16:56	SKIP
807	581	平野 崇之	男	55-59男子						DNF
808	732	唐澤 敏次	男	65-69男子		0:37:16	0:07:19			
809	897	ジェイコール 裕子	女	50-54女子		0:38:17	0:05:45			
810	881	三橋 祥子	女	40-44女子						SKIP
811	422	安部 健一郎	男	45-49男子						DNF
812	863	古川 早姫	女	30-34女子						SKIP
813	627	谷口 浩一郎	男	55-59男子		0:41:46	0:09:11			
814	172	鏡 曜平	男	35-39男子						DNF
815	159	菊池 朋明	男	35-39男子						DNF
816	4	上田 藍	女	40-44女子						
817	14	金城 海生	男	20-24男子						
818	15	嵩元 盛都	男	20-24男子						
819	20	比嘉 琉巳	男	20-24男子						
820	26	飯塚 秀馬	男	25-29男子						DNF
821	33	石川 優弥	男	25-29男子						
822	37	白石 昭太	男	25-29男子						
823	46	塩田 勝之	男	25-29男子						
824	49	清水 柊汰	男	25-29男子						
825	55	大松 泰雅	男	25-29男子						
826	57	松元 祐太	男	25-29男子						
827	66	佐々木 瞭	男	25-29男子						
828	86	後藤 滉平	男	30-34男子						
829	95	松尾 広之	男	30-34男子						
830	109	東松 良太	男	30-34男子						
831	117	斎藤 丈弘	男	30-34男子						
832	118	本田 祐輔	男	30-34男子						
833	134	髙根 光基	男	30-34男子						
834	154	榊 祐毅	男	35-39男子						
835	158	川勝 正之	男	35-39男子						
836	204	藤本 裕馬	男	35-39男子						
837	208	小鶴 清史	男	40-44男子						
838	220	野本 哲男	男	40-44男子						
839	221	今井 義人	男	40-44男子						
840	250	多田 義政	男	40-44男子						
841	252	大曽根 淳	男	40-44男子						
842	253	須原 正光	男	40-44男子						
843	273	戸高 祥円	男	40-44男子						
844	282	多屋 平治	男	40-44男子						
