順位	No.	氏名	年齢	性別	カテゴリ	所属	総合記録	スイム	バイク	ラン	備考
1	114	長谷川 敏二	38	男	1部	倉敷市		0:10:52	0:46:43		
2	83	笹倉 寿一	57	男	1部	姫路市		0:11:49	0:47:49		
3	74	大木本 保久	51	男	1部	大津市		0:11:52	0:48:26		
4	93	松永 伸一	52	男	1部	甲賀市		0:11:46	0:48:42		
5	11	田結庄 将岳	37	男	1部	豊中市		0:11:08	0:50:35		
6	156	森本 まさみ	51	男	1部	堺市		0:14:29	0:47:28		
7	26	小林 亮	39	男	1部	相生市		0:12:10	0:50:11		
8	68	生嶋 伸司	44	男	1部	茨木市		0:10:34	0:52:27		
9	2	森口 慶	17	男	1部	大阪市		0:12:35	0:50:28		
10	5	木村 朋宏	27	男	1部	大阪市		0:13:27	0:51:19		
11	40	北野 順哉	42	男	1部	松山市		0:13:20	0:51:51		
12	42	田渕 薫	45	男	1部	吹田市		0:12:56	0:52:28		
13	77	末廣 聡	50	男	1部	和気郡		0:13:43	0:53:41		
14	39	木津田 礼	42	男	1部	三次市		0:13:31	0:54:11		
15	51	岡田 淳	44	男	1部	大阪市		0:13:25	0:54:25		
16	47	鈴木 貴博	42	男	1部	姫路市		0:13:50	0:55:46		
17	73	末光 民典	49	男	1部	大阪市		0:13:25	0:56:58		
18	97	山口 直人	51	男	1部	大阪市		0:14:51	0:55:40		
19	1	出野 修平	15	男	1部	野洲市		0:11:41	0:58:55		
20	86	竹林 潤治	53	男	1部	姫路市		0:14:42	0:56:44		
21	21	石崎 義康	36	男	1部	芦屋市		0:15:28	0:56:21		
22	82	辰巳 和功	55	男	1部	川崎市		0:14:48	0:57:33		
23	17	松岡 祥行	33	男	1部	福山市		0:15:16	0:57:13		
24	3	溝渕 将大	21	男	1部	姫路市		0:15:39	0:57:11		
25	70	大名 幸一	45	男	1部	三原市		0:15:42	0:57:48		
26	79	河原 浩史	52	男	1部	宝塚市		0:16:18	0:57:27		
27	30	木口 竜一	39	男	1部	井原市		0:14:37	0:59:16		
28	105	杉本 良太郎	77	男	1部	大阪市		0:14:19	0:59:39		
29	49	脊山 弘司	42	男	1部	倉敷市		0:17:00	0:57:05		
30	103	糸瀬 周二	66	男	1部	小豆郡		0:15:21	0:58:52		
31	72	岡田 純	48	男	1部	枚方市		0:15:54	0:58:43		
32	96	谷本 勝明	50	男	1部	尼崎市		0:14:26	1:00:11		
33	159	南口 多見子	55	男	1部	京都市		0:13:56	1:00:41		
34	25	中谷 裕	37	男	1部	京都市		0:14:11	1:00:33		
35	155	生嶋 和美	42	男	1部	茨木市		0:16:23	0:58:57		
36	41	神谷 竜市	25	男	1部	-		0:16:12	0:59:13		
37	61	和田 幸洋	44	男	1部	加古川市		0:17:54	0:57:57		
38	22	垂水 裕之	36	男	1部	米子市		0:14:13	1:01:39		
39	10	有本 啓太	31	男	1部	大阪市		0:15:35	1:00:26		
40	102	宮崎 文雄	65	男	1部	加古川市		0:14:30	1:01:36		
41	35	丸山 登士	39	男	1部	加古川市		0:17:36	0:59:00		
42	90	仲 健児	54	男	1部	西宮市		0:14:46	1:01:57		
43	37	井原 理博	41	男	1部	伊丹市		0:17:32	0:59:29		
44	45	小谷 裕二	40	男	1部	神戸市		0:14:19	1:02:58		
45	48	田中 伸和	42	男	1部	伊丹市		0:16:28	1:01:04		
46	85	田口 明宏	56	男	1部	西宮市		0:14:47	1:03:22		
