Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Magnus Ditlev	M	MPRO	1	7:44:55	0:52:52	4:07:22	2:40:38
2	Marten Van Riel	M	MPRO	2	7:49:28	0:50:17	4:16:31	2:38:40
3	Jonas Schomburg	M	MPRO	3	7:52:19	0:50:27	4:16:50	2:41:45
4	Jonas Hoffmann	M	MPRO	4	8:06:01	0:52:53	4:29:08	2:39:48
5	Jamie Riddle	M	MPRO	5	8:09:32	0:50:25	4:26:31	2:46:05
6	Michael Weiss	M	MPRO	6	8:10:12	0:56:55	4:21:07	2:47:21
7	Mattia Ceccarelli	M	MPRO	7	8:15:22	0:52:52	4:26:56	2:51:02
8	Jon Breivold	M	MPRO	8	8:15:32	1:07:43	4:11:32	2:52:03
9	Florian Angert	M	MPRO	9	8:20:51	0:52:54	4:32:46	2:51:02
10	Milosz Sowinski	M	MPRO	10	8:25:31	0:55:28	4:40:39	2:44:38
11	Julien Hagen	M	MPRO	11	8:26:30	0:57:06	4:33:41	2:51:48
12	Leon Chevalier	M	MPRO	12	8:29:27	0:53:13	4:31:56	3:00:37
13	Andrew Horsfall-Turner	M	MPRO	13	8:32:16	0:50:28	4:24:10	3:13:37
14	Juan Ignacio Villarruel Curra	M	MPRO	14	8:37:54	0:58:13	4:39:00	2:56:18
15	Timo Schaffeld	M	MPRO	15	8:37:55	0:59:44	4:40:56	2:53:42
16	Michiel Stockman	M	MPRO	16	8:40:15	1:09:42	4:32:06	2:53:43
17	Alex Grigorev	M	M40-44	1	8:40:50	0:57:02	4:35:50	3:02:55
18	Nicholas Chase	M	MPRO	17	8:41:29	0:56:54	4:36:10	3:03:45
19	Matthew Collins	M	MPRO	18	8:42:37	0:52:53	4:40:02	3:04:09
20	Keegan Cooke	M	MPRO	19	8:44:01	0:53:27	4:50:51	2:55:10
21	Sven Wies	M	MPRO	20	8:44:54	0:52:44	4:45:33	3:02:02
22	Erwan Jacobi	M	MPRO	21	8:45:46	0:58:25	4:33:03	3:10:15
23	Lukas Schnödewind	M	MPRO	22	8:48:41	0:58:10	4:37:42	3:08:50
24	Thomas Mcmanners	M	MPRO	23	8:49:05	1:09:52	4:44:45	2:48:08
25	Jacob Lind Knudsen	M	M25-29	1	8:49:05	1:10:53	4:37:46	2:54:50
26	Pello Osoro	M	MPRO	24	8:50:08	1:00:06	4:28:29	3:16:35
27	Anne Reischmann	F	FPRO	1	8:51:41	1:05:28	4:43:31	2:59:15
28	Vincent Clavel	M	MPRO	25	8:52:26	0:58:30	4:38:28	3:09:37
29	Marta Sanchez	F	FPRO	2	8:54:58	0:57:28	4:51:23	3:01:54
30	Katrine Græsbøll Christensen	F	FPRO	3	8:58:42	1:07:49	4:45:45	3:01:09
31	Sergey Pichugin	M	M40-44	2	9:04:56	1:00:00	4:52:11	3:06:31
32	Kit Walker	M	MPRO	26	9:08:31	0:56:57	4:31:34	3:34:56
33	Cameron Macnair	M	MPRO	27	9:10:20	0:57:44	4:36:51	3:30:34
