Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Kristian Blummenfelt	M	MPRO	1	7:24:20	0:48:34	3:57:14	2:34:03
2	Antonio Benito	M	MPRO	2	7:32:23	0:48:33	3:57:20	2:41:56
3	Rudy Von Berg	M	MPRO	3	7:33:26	0:48:39	3:57:17	2:42:52
4	Daniel Bækkegård	M	MPRO	4	7:35:04	0:48:58	3:59:35	2:41:01
5	Casper Stornes	M	MPRO	5	7:37:04	0:48:41	3:58:22	2:45:06
6	Paul Schuster	M	MPRO	6	7:38:35	0:48:47	3:59:43	2:45:16
7	Nick Thompson	M	MPRO	7	7:39:42	0:48:49	3:56:26	2:49:45
8	Cameron Wurf	M	MPRO	8	7:40:04	0:51:45	3:53:32	2:50:18
9	Leon Chevalier	M	MPRO	9	7:42:50	0:51:51	3:59:08	2:47:30
10	Kacper Stepniak	M	MPRO	10	7:45:05	0:48:44	3:58:58	2:51:47
11	Matt Hanson	M	MPRO	11	7:47:13	0:51:42	4:08:22	2:42:33
12	Ben Hamilton	M	MPRO	12	7:49:18	0:51:48	4:03:18	2:48:52
13	Gustav Iden	M	MPRO	13	7:51:15	0:48:45	4:01:27	2:55:48
14	Dominik Sowieja	M	MPRO	14	7:53:00	0:54:21	4:06:43	2:46:59
15	Matthew Marquardt	M	MPRO	15	7:54:51	0:48:48	4:12:57	2:47:50
16	Matt Kerr	M	MPRO	16	7:55:18	0:51:40	4:03:10	2:54:00
17	Ben Kanute	M	MPRO	17	7:55:44	0:48:28	4:00:09	3:02:17
18	Robert Kallin	M	MPRO	18	8:01:30	0:49:04	3:55:55	3:10:33
19	Adam Feigh	M	MPRO	19	8:04:34	0:55:27	4:08:45	2:55:09
20	Kristian Høgenhaug	M	MPRO	20	8:07:23	0:48:44	3:58:28	3:15:18
21	Jarrod Osborne	M	MPRO	21	8:08:06	0:55:39	4:06:07	3:01:26
22	Kat Matthews	F	FPRO	1	8:10:34	0:56:24	4:20:08	2:49:19
23	Andrew Horsfall-Turner	M	MPRO	22	8:11:14	0:48:35	3:59:54	3:16:30
24	William Mennesson	M	MPRO	23	8:13:05	0:51:36	4:03:30	3:13:10
25	Elliot Bach	M	MPRO	24	8:13:28	0:54:15	4:07:34	3:05:01
26	Chris Beckmans	M	MPRO	25	8:15:19	0:58:20	4:12:25	3:00:12
27	Finn Große-Freese	M	MPRO	26	8:17:17	0:48:37	4:21:50	3:02:00
28	Taylor Knibb	F	FPRO	2	8:20:15	0:50:42	4:19:46	3:04:43
29	Lisa Perterer	F	FPRO	3	8:28:17	0:56:21	4:23:13	3:03:01
30	Andrew Hall	M	M40-44	1	8:30:52	0:58:50	4:25:53	2:58:57
31	Joshua Monda	M	MPRO	27	8:34:13	1:03:25	4:21:26	3:03:43
32	Branden Scheel	M	MPRO	28	8:35:20	1:06:10	4:28:45	2:54:19
33	Daniel Bluff	M	MPRO	29	8:35:58	0:58:12	4:23:51	3:08:43
34	Alice Alberts	F	FPRO	4	8:36:34	0:57:20	4:24:36	3:09:49
35	Levente Lukacs	M	MPRO	30	8:37:16	0:48:45	4:29:52	3:13:00
36	Luke Mathews	M	MPRO	31	8:39:52	0:55:34	4:20:08	3:19:18
37	Matthew Dochnal	M	M25-29	1	8:42:25	1:00:46	4:26:22	3:06:33
38	Flavio Morandini	M	MPRO	32	8:43:04	0:48:50	4:30:18	3:17:52
39	Andrew Martinez	M	M35-39	1	8:45:11	0:54:36	4:32:15	3:10:24
40	Sara Svensk	F	FPRO	5	8:46:21	1:02:27	4:34:07	3:04:42
41	Tamara Jewett	F	FPRO	6	8:48:14	1:00:12	4:44:59	2:57:02
42	Matt Jackson	M	MPRO	33	8:49:03	1:01:04	4:37:28	3:05:21
43	Michael Arishita	M	MPRO	34	8:49:56	0:51:53	4:23:47	3:28:37
44	Alexandre Takenaka	M	M40-44	2	8:52:37	0:58:42	4:37:49	3:07:54
45	Robert Swan	M	MPRO	35	8:52:54	0:51:50	4:14:52	3:39:33
46	Parker Kerth	M	M25-29	2	8:53:26	1:07:01	4:19:09	3:17:24
47	Thomas Gordon	M	MPRO	36	8:54:35	0:48:29	4:44:39	3:15:34
48	Haley Chura	F	FPRO	7	8:54:37	0:51:35	4:41:36	3:16:04
49	Stephanie Clutterbuck	F	FPRO	8	8:58:58	0:52:49	4:31:13	3:29:40
50	Joaquin Pereda	M	MPRO	37	8:59:12	0:48:53	4:30:58	3:32:31
51	Chris Cartwright	M	M30-34	1	9:00:41	1:03:05	4:32:37	3:17:40
52	Duncan Chedburn	M	M40-44	3	9:00:50	1:02:28	4:37:12	3:12:54
53	Victor Augusto Gibertoni	M	M30-34	2	9:01:18	1:06:13	4:36:02	3:11:42
54	Lasse Lynge Jonassen	M	M18-24	1	9:01:23	1:07:50	4:19:19	3:26:31
55	Teresa Adam	F	FPRO	9	9:03:41	0:53:34	4:36:47	3:27:28
56	Trevor Delsaut	M	MPRO	38	9:03:55	0:55:34	4:23:34	3:36:50
57	Josh Emory	M	M25-29	3	9:06:43	1:06:19	4:39:29	3:11:20
58	Chloe Lane	F	FPRO	10	9:10:33	0:58:39	4:45:10	3:18:56
59	Vincent Lete	M	M35-39	2	9:11:48	1:07:21	4:44:44	3:09:40
60	Kyle Gabbard	M	M18-24	2	9:14:08	1:13:41	4:31:52	3:19:14
61	Emmanuel Lopez	M	M40-44	4	9:16:12	1:22:05	4:37:11	3:06:58
62	Nicolas Longo	M	M18-24	3	9:18:29	1:04:42	4:41:25	3:23:58
63	Nik Reinert	M	MPRO	39	9:19:32	1:11:29	4:35:33	3:26:03
64	Ushakova Svetlana	F	F35-39	1	9:19:58	0:55:56	4:54:37	3:23:21
65	Robert Wilkowiecki	M	MPRO	40	9:20:47	0:51:43	4:31:20	3:51:57
66	Devin Sullivan	M	M25-29	4	9:21:27	0:58:25	4:42:33	3:33:33
67	Sebastian Ostertag	M	M40-44	5	9:21:49	1:03:52	4:46:35	3:24:20
68	Kirsten Schut	F	F35-39	2	9:21:53	1:07:47	4:50:35	3:14:10
69	Nick Cosman	M	MPRO	41	9:23:22	0:58:25	4:37:36	3:40:04
70	Asaf Porat	M	M45-49	1	9:24:23	1:06:07	4:38:58	3:31:58
71	Samantha Skold	F	F30-34	1	9:28:25	1:20:37	4:52:22	3:09:14
72	Jesse Veenstra	M	M35-39	3	9:28:53	1:18:07	4:57:51	3:04:57
73	Carolina Fernández Ortuño	F	FPRO	11	9:30:13	1:08:26	5:07:28	3:08:25
74	Diego Gelos	M	M45-49	2	9:30:28	1:08:48	4:46:00	3:29:17
75	William Reid	M	M30-34	3	9:31:09	1:13:14	4:36:29	3:33:34
76	Arlette Gonzalez	F	FPRO	12	9:32:10	1:07:23	5:02:42	3:16:21
77	Petr Lukosz	M	M40-44	6	9:32:15	1:03:37	4:29:03	3:50:33
78	Noriyuki Tanaka	M	M40-44	7	9:33:46	1:03:08	4:47:13	3:31:27
79	Jack Di Palo	M	M18-24	4	9:35:22	1:06:43	4:48:56	3:28:31
80	Jack Mcgreen	M	M25-29	5	9:35:30	1:08:35	4:26:50	3:52:36
81	Miranda Tomenson	F	FPRO	13	9:39:14	0:57:23	4:59:07	3:36:10
82	Tristan Margot	M	M40-44	8	9:39:39	1:03:05	4:41:10	3:48:57
83	Brad Fisher	M	M35-39	4	9:42:46	1:08:30	4:35:02	3:49:12
84	Andrew Grittman	M	M35-39	5	9:43:02	1:16:08	4:56:48	3:19:07
85	Sarah Spooner	F	F30-34	2	9:44:03	1:08:12	4:55:04	3:34:43
86	Patrick Moniz	M	M40-44	9	9:46:16	1:19:57	4:51:50	3:22:05
87	Timur Couture	M	M25-29	6	9:46:26	1:00:04	4:41:21	3:55:14
88	Iker Ballestero Barrutia	M	M30-34	4	9:46:46	1:08:54	4:55:00	3:35:34
89	Joji Nitta	M	M30-34	5	9:47:13	0:54:57	4:50:48	3:52:43
90	Niko Engel	M	M40-44	10	9:47:44	1:14:51	5:03:02	3:18:59
91	Amanda Macuiba	F	FPRO	14	9:47:58	1:06:15	5:05:53	3:28:40
92	Kristina Koepke	F	F30-34	3	9:49:02	1:03:32	4:49:54	3:48:35
93	William Leiss	M	M35-39	6	9:50:03	1:13:22	5:01:09	3:26:45
94	William Lundin	M	M25-29	7	9:50:58	1:14:07	4:39:49	3:48:01
95	Joanna Ryter	F	FPRO	15	9:51:07	1:10:18	5:07:18	3:28:58
96	Perry Berman	M	M30-34	6	9:53:08	1:16:22	4:50:47	3:32:02
97	Sean Bradley	M	M18-24	5	9:53:31	1:10:52	4:55:50	3:38:12
98	Mijail Espinosa	M	M35-39	7	9:54:29	1:15:26	4:55:37	3:31:37
99	Bryan Chacon	M	M25-29	8	9:55:38	1:14:43	5:06:04	3:25:17
100	Haley Thaning	F	F25-29	1	9:56:09	0:54:25	5:18:41	3:36:35
101	Anselm Groda	M	M60-64	1	9:56:20	1:03:34	4:41:25	4:01:06
102	Chelsea Bingham	F	FPRO	16	9:56:34	0:57:16	4:55:01	3:58:12
103	Humberto Suarez Medina	M	M40-44	11	9:56:38	1:12:58	5:01:09	3:32:21
104	Jaime Reyes	M	M30-34	7	9:58:05	1:07:16	5:10:21	3:31:07
105	Ross Welton	M	M40-44	12	9:58:19	1:01:14	4:25:18	4:25:01
106	Luca Parmitano	M	M45-49	3	9:58:39	1:21:07	4:57:16	3:30:55
107	Juri Plotnikow	M	M45-49	4	9:58:44	1:24:06	4:59:19	3:20:22
108	Beni Gras-Thompson	F	F50-54	1	9:59:20	1:18:30	4:55:49	3:35:30
