総合順位	No.	氏名	年齢	性別	登録地	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	男子順位	女子順位	年齢区分	年齡別順
38	594	岩原 恵理香	51	女	神奈川県	1:22:10	0:14:26	43	0:46:12	39	1:00:38	39	0:21:32	31		4	F50-54	1
39	585	鵜野 栞音	18	女	学連	1:22:32	0:12:04	12	0:49:57	58	1:02:01	44	0:20:31	20		5	F15-19	1
40	544	桑野 真一	51	男	神奈川県	1:22:32	0:15:41	58	0:46:21	41	1:02:02	45	0:20:30	19	35		M50-54	6
41	597	森 悦子	63	女	東京都	1:22:46	0:14:19	40	0:45:17	34	0:59:36	36	0:23:10	42		6	F60-64	1
42	535	渡邉 賢二	45	男	大阪府	1:23:07	0:12:34	18	0:46:19	40	0:58:53	32	0:24:14	50	36		M45-49	5
43	522	田中 裕輝	32	男	東京都	1:24:00	0:15:46	59	0:48:16	50	1:04:02	55	0:19:58	17	37		M30-34	3
44	534	小川 勉	44	男	東京都	1:24:33	0:19:45	79	0:43:58	26	1:03:43	52	0:20:50	23	38		M40-44	2
45	568	池田 勝次	60	男	神奈川県	1:25:33	0:14:20	42	0:47:08	44	1:01:28	42	0:24:05	49	39		M60-64	2
46	569	加藤 重延	61	男	神奈川県	1:25:43	0:15:14	49	0:47:53	47	1:03:07	50	0:22:36	38	40		M60-64	3
47	542	倉山 智春	48	男	神奈川県	1:27:20	0:12:56	24	0:48:38	53	1:01:34	43	0:25:46	60	41		M45-49	6
48	587	高林 紬希	26	女	神奈川県	1:27:26	0:13:55	35	0:48:26	51	1:02:21	46	0:25:05	56		7	F25-29	1
49	552	石田 雅彦	55	男	東京都	1:27:26	0:14:32	44	0:49:14	55	1:03:46	53	0:23:40	45	42		M55-59	4
50	593	新井 美幸	50	女	埼玉県	1:28:02	0:13:51	34	0:50:07	59	1:03:58	54	0:24:04	48		8	F50-54	2
51	523	築野 晃	32	男	神奈川県	1:28:19	0:15:21	52	0:47:57	48	1:03:18	51	0:25:01	55	43		M30-34	4
52	559	小澤 賢	57	男	東京都	1:28:20	0:16:39	67	0:48:28	52	1:05:07	58	0:23:13	43	44		M55-59	5
53	556	戸塚 英邦	55	男	和歌山県	1:28:25	0:15:32	53	0:47:20	46	1:02:52	49	0:25:33	58	45		M55-59	6
54	530	太田 祐	41	男	東京都	1:29:33	0:16:20	63	0:49:13	54	1:05:33	60	0:24:00	47	46		M40-44	3
55	570	粕谷 政則	62	男	神奈川県	1:30:50	0:17:21	72	0:50:23	60	1:07:44	64	0:23:06	41	47		M60-64	4
56	575	宮崎 隆	63	男	神奈川県	1:31:08	0:15:17	50	0:46:08	38	1:01:25	41	0:29:43	76	48		M60-64	5
57	525	大関 浩平	35	男	東京都	1:31:11	0:13:02	26	0:51:58	66	1:05:00	56	0:26:11	63	49		M35-39	2
58	571	篠江 洋人	62	男	東京都	1:31:28	0:14:57	46	0:50:54	63	1:05:51	62	0:25:37	59	50		M60-64	6
59	529	大澤 博明	40	男	神奈川県	1:32:17	0:14:09	38	0:50:57	64	1:05:06	57	0:27:11	66	51		M40-44	4
60	566	新堀 隆章	59	男	神奈川県	1:32:49	0:14:17	39	0:48:09	49	1:02:26	47	0:30:23	79	52		M55-59	7
61	540	稲田 里樹	48	男	神奈川県	1:32:57	0:16:21	64	0:50:40	62	1:07:01	63	0:25:56	61	53		M45-49	7
62	574	滝川 満弘	63	男	神奈川県	1:33:16	0:15:33	54	0:46:54	43	1:02:27	48	0:30:49	80	54		M60-64	7
63	591	藤田 麻友子	45	女	東京都	1:33:41	0:15:56	61	0:49:45	57	1:05:41	61	0:28:00	71		9	F45-49	1
64	524	山本 幸大	34	男	愛知県	1:33:53	0:16:26	65	0:53:32	70	1:09:58	66	0:23:55	46	55		M30-34	5
65	581	北島 明生	72	男	神奈川県	1:36:36	0:15:52	60	0:49:33	56	1:05:25	59	0:31:11	81	56		M70-74	1
66	532	不藤 潤	42	男	東京都	1:36:55	0:17:20	70	0:57:01	80	1:14:21	75	0:22:34	37	57		M40-44	5
67	553	角谷 啓太	55	男	東京都	1:37:02	0:18:02	75	0:53:32	69	1:11:34	69	0:25:28	57	58		M55-59	8
68	527	大谷 一悟	36	男	神奈川県	1:37:49	0:17:21	71	0:50:32	61	1:07:53	65	0:29:56	78	59		M35-39	3
69	531	武藤 寛樹	41	男	神奈川県	1:37:53	0:19:05	77	0:52:39	67	1:11:44	70	0:26:09	62	60		M40-44	6
70	519	道上 雅大	31	男	東京都	1:38:00	0:15:37	56	0:55:32	73	1:11:09	68	0:26:51	65	61		M30-34	6
71	589	土田 彩佳	39	女	長野県	1:39:45	0:19:00	76	0:54:03	71	1:13:03	73	0:26:42	64		10	F35-39	1
72	548	丸尾 良明	53	男	東京都	1:39:54	0:20:17	82	0:51:45	65	1:12:02	71	0:27:52	70	62		M50-54	7
73	596	綱川 さえ美	61	女	神奈川県	1:42:00	0:17:54	74	0:56:51	78	1:14:45	77	0:27:15	67		11	F60-64	2
74	590	立川 千晴	44	女	岐阜県	1:42:00	0:20:41	85	0:52:43	68	1:13:24	74	0:28:36	72		12	F40-44	1
75	547	トープ ランドン	52	男	東京都	1:42:05	0:15:18	51	0:56:54	79	1:12:12	72	0:29:53	77	63		M50-54	8
76	539	稲垣 伸彦	48	男	東京都	1:42:47	0:19:50	80	0:55:40	76	1:15:30	78	0:27:17	68	64		M45-49	8
77	577	加瀬 良一	65	男	神奈川県	1:42:51	0:22:39	87	0:55:38	75	1:18:17	81	0:24:34	53	65		M65-69	2
78	573	西原 昌彦	62	男	神奈川県	1:43:24	0:19:35	78	0:55:07	72	1:14:42	76	0:28:42	73	66		M60-64	8
79	598	林 廣子	67	女	東京都	1:45:14	0:16:49	69	0:59:05	82	1:15:54	79	0:29:20	75		13	F65-69	1
80	595	上地 さり	55	女	神奈川県	1:45:37	0:14:19	41	0:56:01	77	1:10:20	67	0:35:17	88		14	F55-59	1
81	563	古江 信一	57	男	神奈川県	1:49:40	0:20:38	84	1:00:05	85	1:20:43	84	0:28:57	74	67		M55-59	9
82	580	阿部 利彦	69	男	神奈川県	1:52:19	0:19:53	81	0:59:16	83	1:19:09	82	0:33:10	83	68		M65-69	3
83	582	中軽米 憲哉	73	男	東京都	1:55:07	0:17:37	73	1:00:03	84	1:17:40	80	0:37:27	89	69		M70-74	2
84	592	亀山 亜矢子	48	女	神奈川県	1:55:15	0:20:26	83	1:00:15	86	1:20:41	83	0:34:34	86		15	F45-49	2
85	579	大橋 弘一	67	男	神奈川県	1:56:39	0:23:57	89	0:59:01	81	1:22:58	85	0:33:41	84	70		M65-69	4
86	551	秋本 貴志	55	男	神奈川県	1:58:39	0:23:42	88	1:03:21	88	1:27:03	88	0:31:36	82	71		M55-59	10
87	520	今井 鷹志	32	男	神奈川県	2:00:09	0:24:43	90	1:01:09	87	1:25:52	87	0:34:17	85	72		M30-34	7
88	599	渡辺 順子	77	女	神奈川県	2:04:43	0:22:00	86	1:07:31	89	1:29:31	89	0:35:12	87		16	F75-79	1
TOV	555	齋藤 立樹	55	男	神奈川県	1:51:20	0:28:09	91	0:55:37	74	1:23:46	86	0:27:34	69			M55-59	
DNF	533	有馬 大蔵	43	男	東京都		0:13:39	31									M40-44	
DNF	565	PRICKETT IAN	58	男	神奈川県		0:16:43	68									M55-59	
SKIP	557	小林 雄一郎	56	男	神奈川県				0:56:17				0:34:37				M55-59	
SKIP	564	小室 輝久	58	男	千葉県				0:53:53				0:37:10				M55-59	
DNS	511	田畑 沫葵	20	男	学連												M20-24	
DNS	554	川井 克紀	55	男	神奈川県												M55-59	
DNS	560	門倉 淳	57	男	神奈川県												M55-59	
DNS	562	瀧 康太郎	57	男	神奈川県												M55-59	
DNS	578	柘植 孝之	66	男	愛知県												M65-69	
DNS	583	佐々木 誠	74	男	神奈川県												M70-74	
