Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	John Patrick Ciron	M	M25-29	1	4:37:28	0:30:45	2:33:22	1:28:18
2	August Benedicto	M	M40-44	1	4:40:58	0:31:19	2:30:06	1:33:59
3	Mervin Rencel Santiago	M	M30-34	1	4:42:40	0:31:02	2:29:45	1:36:40
4	Kenneth Bonda	M	M18-24	1	5:02:22	0:32:17	2:36:03	1:48:09
5	Julian Sebastian Teves	M	M25-29	2	5:04:49	0:29:48	2:37:44	1:51:06
6	Luigi Victor Robles	M	M35-39	1	5:06:03	0:32:41	2:43:14	1:42:56
7	Tristan Rene Santos	M	M30-34	2	5:06:23	0:34:44	2:40:41	1:43:37
8	Mariano Jr Basagre	M	M30-34	3	5:09:18	0:39:59	2:40:46	1:42:41
9	Jan Javier	M	M18-24	2	5:10:31	0:46:06	2:39:57	1:38:49
10	Arvin Reynoso	M	M25-29	3	5:10:46	0:41:50	2:37:27	1:43:33
11	Mark Anthony Hosana	M	M30-34	4	5:11:03	0:29:15	2:41:34	1:55:05
12	Irienold Reig Jr	M	M18-24	3	5:11:42	0:27:41	2:45:39	1:52:50
13	Jaturon Jeenjitman	M	M25-29	4	5:13:14	0:27:42	2:49:49	1:48:14
14	Belly Biag	M	M40-44	2	5:13:45	0:37:49	2:42:27	1:45:59
15	Eduardo Viloria	M	M40-44	3	5:14:35	0:33:59	2:43:43	1:49:36
16	Rafael Sawali	M	M25-29	5	5:15:59	0:29:14	2:49:17	1:50:27
17	Marc Tzivelekas	M	M45-49	1	5:22:12	0:34:00	2:39:44	1:59:58
18	Yoejan Prudente	M	M18-24	4	5:22:23	0:33:03	2:45:55	1:55:45
19	Nikolai Kiev Kian	M	M25-29	6	5:22:45	0:36:05	2:48:26	1:49:27
20	Renel Brecenio	M	M35-39	2	5:23:27	0:37:19	2:43:13	1:57:11
21	Rolando Alquero	M	M40-44	4	5:24:11	0:38:43	2:48:31	1:50:19
22	Andrew Bacaron	M	M30-34	5	5:25:01	0:36:45	2:47:00	1:54:10
23	Julien Samaha	M	M40-44	5	5:25:02	0:30:41	2:43:58	2:02:49
24	Ralph Adrian Lontoc	M	M35-39	3	5:25:11	0:32:02	2:51:29	1:54:21
25	Arthur Abogado	M	M45-49	2	5:25:24	0:37:02	2:40:43	2:01:50
26	Dea Salsabila Putri	F	F25-29	1	5:26:22	0:27:44	3:10:22	1:41:08
27	Daniel Valdez	M	M40-44	6	5:27:27	0:38:30	2:54:08	1:47:14
28	優 佐藤	M	M40-44	7	5:29:05	0:32:24	2:42:44	2:05:30
29	Justin Patrick Navarro	M	M25-29	7	5:29:14	0:41:43	2:42:51	1:56:49
30	Justin Dee	M	M25-29	8	5:30:39	0:37:13	2:42:29	2:03:59
31	Alexandra Ganzon	F	F18-24	1	5:32:30	0:27:52	3:16:06	1:41:58
32	Edgar Puruganan	M	M40-44	8	5:33:42	0:39:20	2:45:45	2:00:33
33	Nicole Andaya	F	F30-34	1	5:37:09	0:34:00	2:54:03	1:59:31
34	Kim Samuel De Vera Pineda	M	M35-39	4	5:37:27	0:35:41	2:51:50	2:00:03
35	Louie Cesar Carpio	M	M25-29	9	5:37:27	0:35:35	2:53:41	1:58:31
36	Hiroshi Takei	M	M50-54	1	5:38:06	0:28:39	3:00:14	1:58:41
37	Miguel Lazaro	M	M30-34	6	5:39:12	0:33:02	2:50:57	2:07:22
38	Andrew Walthern	M	M40-44	9	5:40:07	0:36:27	2:56:17	1:57:31
39	Anne Rushelle Nuñez	F	F25-29	2	5:41:41	0:41:22	2:57:51	1:54:30
40	KRISTINE BERNETH BUGNA	F	F25-29	3	5:42:11	0:39:06	3:00:59	1:53:06
