順位	No.	氏名	年齢	性別	カテゴリ	所属	総合記録	スイム	バイク	ラン	備考
1	245	中野 雄大	24	男	1部		2:16:44	0:26:26	1:08:51	0:41:27	
2	285	山本 創意	19	男	1部		2:17:10	0:28:17	1:06:19	0:42:34	
3	314	神田 崇	51	男	1部		2:19:04	0:22:37	1:11:05	0:45:22	
4	291	西井 悠	19	男	1部		2:19:50	0:24:20	1:09:31	0:45:59	
5	297	尾濱 陸翔	19	男	1部		2:20:24	0:26:48	1:12:32	0:41:04	
6	278	城阪 佳佑	38	男	1部		2:22:03	0:27:20	1:08:35	0:46:08	
7	232	三島 優雅	18	男	1部		2:23:28	0:27:41	1:09:34	0:46:13	
8	295	植野 恭介	18	男	1部		2:23:53	0:20:48	1:15:40	0:47:25	
9	243	小嶋 真乃介	20	男	1部		2:24:45	0:25:11	1:10:51	0:48:43	
10	228	小島 翠斗	20	男	1部		2:26:24	0:24:27	1:12:16	0:49:41	
11	250	後藤 至徳	29	男	1部		2:26:39	0:33:34	1:16:04	0:37:01	
12	229	花原 敬	42	男	1部		2:29:33	0:29:54	1:13:34	0:46:05	
13	311	津森 祐希	19	男	1部		2:29:36	0:26:05	1:17:23	0:46:08	
14	294	川井 啓佑	18	男	1部		2:31:10	0:26:50	1:16:28	0:47:52	
15	299	多田 勇太	25	男	1部		2:31:38	0:33:46	1:11:36	0:46:16	
16	235	丈野 想空	19	男	1部		2:34:27	0:26:45	1:14:32	0:53:10	
17	304	山村 嘉之	53	男	1部		2:39:15	0:35:40	1:16:12	0:47:23	
18	211	関 淳一	38	男	1部		2:40:26	0:34:57	1:12:43	0:52:46	
19	306	渡辺 太郎	43	男	1部		2:42:38	0:34:59	1:16:26	0:51:13	
20	281	井上 健一	43	男	1部		2:42:58	0:30:12	1:09:37	1:03:09	
21	307	板谷 修吾	18	男	1部		2:43:25	0:30:38	1:13:47	0:59:00	
22	286	成田 隼人	22	男	1部		2:43:27	0:36:55	1:15:26	0:51:06	
23	239	小野 孝一	38	男	1部		2:44:54	0:33:20	1:12:07	0:59:27	
24	290	野澤 毅留	21	男	1部		2:45:28	0:39:49	1:14:34	0:51:05	
25	309	太宰 陽平	37	男	1部		2:46:09	0:29:49	1:17:19	0:59:01	
26	222	西村 紀彦	23	男	1部		2:52:12	0:28:11	1:19:02	1:04:59	
27	248	秋山 陽汰	21	男	1部		2:52:58	0:33:56	1:21:43	0:57:19	
28	383	三木 桜子	18	男	1部		2:53:36	0:35:50	1:19:12	0:58:34	
29	236	石川 裕貴	26	男	1部		2:53:53	0:41:44	1:28:15	0:43:54	
30	262	宮本 直樹	52	男	1部		2:54:43	0:39:10	1:18:00	0:57:33	
31	234	平川 貴嗣	43	男	1部		2:55:34	0:30:50	1:11:43	1:13:01	
32	288	大和田 知樹	20	男	1部		2:55:46	0:29:02	1:20:13	1:06:31	
33	221	溜 太軌	26	男	1部		2:56:15	0:35:05	1:25:16	0:55:54	
34	209	西尾 昭宏	40	男	1部		2:56:59	0:34:31	1:22:44	0:59:44	
35	233	田坂 地球	19	男	1部		2:59:12	0:41:45	1:18:55	0:58:32	
36	280	三宅 将史	29	男	1部		2:59:32	0:41:39	1:16:12	1:01:41	
37	220	前田 邦男	53	男	1部		3:00:09	0:45:22	1:21:49	0:52:58	
38	308	藤井 隼都	18	男	1部		3:00:29	0:34:09	1:29:34	0:56:46	
39	276	南 健次	51	男	1部		3:01:19	0:40:26	1:23:31	0:57:22	
40	387	木村 優希	18	男	1部		3:01:45	0:31:16	1:24:01	1:06:28	
41	302	福本 猛司	40	男	1部		3:03:29	0:41:55	1:20:08	1:01:26	
42	203	後藤 至宏	63	男	1部		3:03:43	0:40:30	1:22:36	1:00:37	
43	257	三原 健一郎	48	男	1部		3:03:58	0:40:20	1:23:16	1:00:22	
44	261	多田 優輝	31	男	1部		3:04:34	0:39:33	1:17:28	1:07:33	
45	279	新井バクシー アルニイ 央	29	男	1部		3:04:48	0:33:10	1:19:42	1:11:56	
46	219	三苫 幸雄	61	男	1部		3:06:28	0:34:38	1:19:41	1:12:09	
47	263	香本 昌輝	34	男	1部		3:07:09	0:35:18	1:19:56	1:11:55	
48	258	武田 玲司	40	男	1部		3:07:22	0:30:38	1:27:04	1:09:40	
49	214	上田 裕司	41	男	1部		3:07:35	0:37:20	1:19:32	1:10:43	
50	205	宮地 勇	53	男	1部		3:09:26	0:40:16	1:18:34	1:10:36	
51	204	野本 勝之	49	男	1部		3:10:20	0:47:06	1:23:47	0:59:27	
52	277	生田 博幸	51	男	1部		3:11:05	0:43:30	1:22:48	1:04:47	
53	284	角井 寛之	51	男	1部		3:11:08	0:36:51	1:25:30	1:08:47	
54	231	大塚 庄志	45	男	1部		3:12:38	0:38:30	1:23:48	1:10:20	
55	227	今中 慎	47	男	1部		3:13:16	0:32:17	1:28:51	1:12:08	
56	267	竹村 佳彦	41	男	1部		3:13:26	0:41:35	1:15:07	1:16:44	
57	287	辻岡 伸吾	43	男	1部		3:15:46	0:40:15	1:29:40	1:05:51	
58	384	佐藤 万里恵	41	男	1部		3:17:41	0:36:26	1:28:00	1:13:15	
59	244	奥村 一貴	34	男	1部		3:20:55	0:34:49	1:37:11	1:08:55	
60	382	細野 江里子	27	男	1部		3:21:58	0:52:22	1:30:33	0:59:03	
