順位	No.	氏名	年齢	性別	カテゴリ	所属	総合記録	スイム	バイク	ラン	備考
61	202	沖津 浩也	37	男	1部		3:22:14	0:38:58	1:29:51	1:13:25	
62	217	浅田 政弘	62	男	1部		3:22:26	0:44:14	1:22:21	1:15:51	
63	225	土橋 俊之	40	男	1部		3:26:29	0:44:21	1:24:35	1:17:33	
64	293	市川 健一	32	男	1部		3:28:57	0:42:17	1:30:37	1:16:03	
65	210	今田 稔	62	男	1部		3:29:07	0:42:21	1:38:20	1:08:26	
66	303	上原 誠司	53	男	1部		3:30:52	0:39:50	1:31:24	1:19:38	
67	268	山崎 崇貴	43	男	1部		3:31:24	0:37:04	1:23:59	1:30:21	
68	216	影山 博大	35	男	1部		3:34:10	0:43:33	1:34:56	1:15:41	
69	386	鏡 鈴	23	男	1部		3:34:42	0:35:01	1:39:33	1:20:08	
70	249	髙嶋 拓也	30	男	1部		3:34:55	0:28:31	1:52:20	1:14:04	
71	264	中嶋 寛	39	男	1部		3:35:36	0:38:48	1:30:57	1:25:51	
72	312	木谷 裕之	59	男	1部		3:35:40	0:46:25	1:40:00	1:09:15	
73	265	松岡 宗平	37	男	1部		3:35:54	0:39:26	1:33:44	1:22:44	
74	300	岩本 泰秀	43	男	1部		3:36:23	0:45:35	1:41:23	1:09:25	
75	253	森岡 伸夫	41	男	1部		3:36:38	0:43:52	1:34:29	1:18:17	
76	252	芳村 茂樹	48	男	1部		3:36:53	0:48:09	1:32:20	1:16:24	
77	298	谷上 逸郎	53	男	1部		3:37:42	0:44:06	1:31:22	1:22:14	
78	206	山口 峻輝	26	男	1部		3:37:54	0:40:19	1:40:42	1:16:53	
79	271	小田 俊明	48	男	1部		3:38:11	0:43:15	1:29:14	1:25:42	
80	255	永原 哲也	52	男	1部		3:38:23	0:39:48	1:32:18	1:26:17	
81	247	原田 銀次郎	35	男	1部		3:38:24	0:49:56	1:28:25	1:20:03	
82	381	大下 孝子	61	男	1部		3:39:40	0:48:45	1:44:26	1:06:29	
83	226	堀内 峰	47	男	1部		3:40:31	0:44:04	1:32:30	1:23:57	
84	259	小松 城久雄	59	男	1部		3:41:13	0:41:58	1:38:42	1:20:33	
85	207	山口 孝	74	男	1部		3:41:44	0:46:47	1:36:24	1:18:33	
86	212	若菜 敏幸	51	男	1部		3:44:06	0:42:21	1:33:15	1:28:30	
87	238	都築 臨太郎	48	男	1部		3:44:14	0:33:09	1:46:14	1:24:51	
88	254	宮野 直規	54	男	1部		3:44:26	0:57:08	1:42:32	1:04:46	
89	242	長尾 将博	44	男	1部		3:44:42	0:39:43	1:33:15	1:31:44	
90	260	国本 浩二	58	男	1部		3:46:07	0:40:22	1:41:07	1:24:38	
91	385	久保 順子	51	男	1部		3:47:56	0:50:24	1:36:44	1:20:48	
92	240	藪内 篤	51	男	1部		3:48:50	0:45:44	1:35:32	1:27:34	
93	266	成川 剛	46	男	1部		3:49:11	0:38:13	1:40:58	1:30:00	
94	256	田中 貫	60	男	1部		3:50:41	0:47:05	1:38:45	1:24:51	
95	230	辻 哲也	43	男	1部		3:51:03	0:36:02	1:28:48	1:46:13	
96	310	平野 光司	59	男	1部		3:53:29	0:52:43	1:34:48	1:25:58	
97	215	松本 健作	36	男	1部		3:54:41	0:41:20	1:37:52	1:35:29	
98	237	浅井 和雄	63	男	1部		3:57:27	0:48:51	1:30:10	1:38:26	
99	283	佐藤 博紀	60	男	1部		4:05:34	0:45:06	1:49:44	1:30:44	
100	223	阿久津 望	46	男	1部		4:07:10	0:42:02	1:32:45	1:52:23	
101	224	米田 泰之	43	男	1部		4:07:29	0:44:49	1:47:39	1:35:01	
102	246	岸田 安弘	61	男	1部		4:07:41	0:48:33	1:43:03	1:36:05	
103	201	尼崎 佳三	67	男	1部		4:07:58	0:48:09	1:38:03	1:41:46	
104	282	藤原 広満	49	男	1部		4:15:27	0:43:12	1:54:41	1:37:34	
105	218	甲斐 昭成	56	男	1部		4:23:48	0:55:42	1:46:45	1:41:21	
106	305	吉平 一彦	52	男	1部		4:25:44	0:50:30	1:57:26	1:37:48	
107	208	許斐 康嗣	69	男	1部		4:26:17	0:40:32	1:47:40	1:58:05	
