Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Ryan Lewis	M	M30-34	1	4:06:32	0:26:28	2:16:56	1:18:24
2	Brandon Schow	M	M30-34	2	4:11:55	0:27:32	2:20:17	1:19:58
3	Nolan Weinstein	M	M25-29	1	4:18:03	0:27:22	2:24:17	1:21:25
4	Brett King	M	M35-39	1	4:21:27	0:27:24	2:24:18	1:24:40
5	Emerson Montaño	M	M30-34	3	4:22:04	0:31:01	2:30:27	1:16:24
6	Curtis Glanville	M	M25-29	2	4:23:35	0:33:11	2:23:16	1:21:55
7	Elliot Kawaoka	M	M40-44	1	4:25:14	0:29:10	2:27:54	1:22:36
8	John Rak	M	M25-29	3	4:26:33	0:30:41	2:23:25	1:24:06
9	Mathew Engle	M	M35-39	2	4:27:15	0:33:55	2:24:51	1:24:43
10	Justin Thornley	M	M30-34	4	4:27:31	0:26:53	2:35:11	1:19:42
11	Jack Burgeson	M	M30-34	5	4:27:35	0:29:20	2:31:36	1:21:50
12	Brad Fisher	M	M35-39	3	4:28:51	0:32:47	2:23:24	1:23:09
13	Ryan Broadhead	M	M18-24	1	4:29:27	0:33:50	2:28:51	1:18:54
14	Mitch Nolan	M	M30-34	6	4:32:00	0:32:07	2:24:04	1:30:16
15	Kristina Koepke	F	F30-34	1	4:34:31	0:30:53	2:27:38	1:30:55
16	Isaac Tyson	M	M35-39	4	4:35:20	0:31:03	2:24:50	1:33:15
17	Brandon Lee	M	M40-44	2	4:35:47	0:33:50	2:29:41	1:25:56
18	Ryan Seguine	M	M45-49	1	4:36:10	0:31:02	2:31:38	1:27:00
19	Jeff Mayers	M	M30-34	7	4:36:39	0:25:16	2:29:43	1:35:40
20	Peter Gifford	M	M25-29	4	4:38:55	0:38:17	2:27:50	1:27:22
21	Stephen Gould	M	M25-29	5	4:39:55	0:33:56	2:32:14	1:28:18
22	James Adams	M	M18-24	2	4:40:09	0:30:52	2:35:43	1:27:05
23	Imanol Ayestarán Odriozola	M	M50-54	1	4:40:29	0:35:13	2:30:32	1:28:27
24	David Christy	M	M25-29	6	4:40:32	0:31:18	2:35:35	1:28:03
25	Joel Glanville	M	M25-29	7	4:40:45	0:33:15	2:34:05	1:28:00
26	Arthur Mathisen	M	M50-54	2	4:41:27	0:32:33	2:31:45	1:32:25
27	Yaroslav Perventsev	M	M50-54	3	4:41:37	0:31:58	2:29:02	1:35:50
28	Davis Houghton	M	M30-34	8	4:42:32	0:31:02	2:37:11	1:29:07
29	Joe Nagy	M	M35-39	5	4:42:40	0:30:27	2:31:18	1:32:15
30	Tyler Figgins	M	M25-29	8	4:43:23	0:29:18	2:40:03	1:27:33
31	Klemens Anderson	M	M18-24	3	4:43:51	0:35:50	2:29:01	1:31:21
32	Daniel Evans Marke	M	M50-54	4	4:44:19	0:33:10	2:38:31	1:26:16
33	Kevin Cashatt	M	M55-59	1	4:44:23	0:35:07	2:36:23	1:27:39
34	Mike Metze	M	M35-39	6	4:44:39	0:31:27	2:32:22	1:33:40
35	Karrie Stewart	F	F35-39	1	4:45:01	0:27:18	2:28:41	1:42:02
36	Nicholas Hook	M	M30-34	9	4:46:21	0:27:41	2:31:33	1:41:20
37	Kristian Biela	M	M25-29	9	4:46:32	0:31:53	2:35:14	1:29:39
38	David Forsyth	M	M25-29	10	4:46:57	0:26:03	2:45:20	1:27:23
39	Jeffrey Brennecke	M	M40-44	3	4:48:03	0:32:07	2:44:26	1:25:29
40	Todd Kosenski	M	M55-59	2	4:48:22	0:33:23	2:31:06	1:39:05
41	Andrea Pizzini	M	M30-34	10	4:48:26	0:32:34	2:33:47	1:36:07
42	Matthew Johnson	M	M25-29	11	4:48:33	0:25:22	2:42:06	1:33:59
43	Michael Lee	M	M25-29	12	4:48:45	0:28:43	2:36:26	1:36:52
44	Mitch Crisanti	M	M30-34	11	4:48:48	0:36:00	2:36:14	1:29:43
45	Steve Johns	M	M45-49	2	4:49:11	0:31:56	2:34:01	1:37:59
46	Brian Rountree	M	M30-34	12	4:49:35	0:37:53	2:34:02	1:30:29
47	Katherine Thompson	F	F30-34	2	4:49:56	0:36:19	2:38:57	1:28:13
48	Michael Ryan	M	M45-49	3	4:50:32	0:35:14	2:38:52	1:31:17
49	Scott Goodrich	M	M50-54	5	4:51:05	0:37:28	2:32:14	1:35:50
50	Prashant Russell Hagen	M	M25-29	13	4:51:05	0:32:09	2:41:50	1:30:45
51	Connor Neil	M	M18-24	4	4:51:29	0:39:46	2:43:59	1:21:36
52	Kinga Kimbrel	F	F35-39	2	4:51:41	0:33:32	2:38:19	1:33:50
53	Shaun Endsley	M	M55-59	3	4:51:55	0:34:25	2:35:10	1:36:53
54	Matthew Sommer	M	M45-49	4	4:52:31	0:36:06	2:38:56	1:30:56
55	Jesus Martinez Bujanda Mora	M	M35-39	7	4:52:31	0:31:38	2:36:45	1:37:07
56	Justin Marzean	M	M35-39	8	4:52:53	0:37:38	2:35:01	1:31:16
57	Ryan Humphrey	M	M25-29	14	4:54:40	0:33:06	2:37:19	1:37:35
58	Bryan Szmergalski	M	M35-39	9	4:54:41	0:37:15	2:38:21	1:32:48
59	Mark Odonnell	M	M18-24	5	4:54:54	0:38:18	2:38:23	1:30:19
60	Thomas Martin	M	M35-39	10	4:54:59	0:35:38	2:42:53	1:31:09
61	Parker Dorris	M	M40-44	4	4:55:00	0:36:31	2:39:21	1:33:42
62	Marni Sumbal	F	F40-44	1	4:55:19	0:28:52	2:40:52	1:38:11
63	Josh Leatherman	M	M40-44	5	4:55:32	0:33:32	2:40:59	1:34:07
64	Spencer Sprague	M	M25-29	15	4:55:39	0:34:51	2:41:42	1:31:22
65	Eric Scott	M	M45-49	5	4:55:49	0:38:35	2:33:01	1:38:08
66	Matt Morissette	M	M30-34	13	4:56:07	0:35:07	2:32:15	1:42:29
67	Davin Anderson	M	M40-44	6	4:56:09	0:32:07	2:39:51	1:37:29
68	Kimberly Walter	F	F35-39	3	4:56:11	0:37:48	2:39:07	1:33:50
69	Zachary Stewart	M	M18-24	6	4:56:33	0:37:23	2:45:08	1:27:09
70	Matthew White	M	M35-39	11	4:56:43	0:27:32	2:37:37	1:45:29
71	Benjamin Daugreilh	M	M35-39	12	4:56:44	0:33:07	2:45:07	1:29:56
72	Eric Sawyer	M	M45-49	6	4:57:01	0:37:21	2:40:39	1:31:37
73	Drew Messick	M	M18-24	7	4:57:22	0:32:57	2:41:41	1:35:54
74	Dan Amann	M	M30-34	14	4:57:27	0:30:06	2:45:22	1:36:07
75	Lincoln Whyte	M	M40-44	7	4:58:19	0:30:09	2:44:22	1:37:22
76	Chris Napoleon Smith	M	M35-39	13	4:58:40	0:32:55	2:47:53	1:30:10
77	William Ludington	M	M55-59	4	4:58:49	0:38:41	2:37:21	1:36:11
78	Amelia Zwiener-Bray	F	F25-29	1	4:59:11	0:32:01	2:43:48	1:37:41
79	Ian Delong	M	M18-24	8	4:59:21	0:37:12	2:41:35	1:32:15
80	Mason Phillips	M	M25-29	16	4:59:34	0:34:57	2:42:00	1:37:43
81	Bryan Baker	M	M55-59	5	5:00:25	0:31:47	2:43:37	1:37:04
82	Darren Gill	M	M55-59	6	5:00:42	0:32:11	2:32:36	1:47:43
83	Sean Nugent	M	M35-39	14	5:00:48	0:33:40	2:49:19	1:31:54
84	Levi Claridge	M	M35-39	15	5:01:07	0:30:36	2:43:30	1:40:36
85	Lewis Tsai	M	M30-34	15	5:01:23	0:34:14	2:43:02	1:34:06
86	Isabella Luckie	F	F30-34	3	5:01:54	0:32:19	2:51:06	1:32:45
87	Philip Aguirre	M	M45-49	7	5:02:05	0:34:15	2:51:10	1:30:42
88	John Mulcahy	M	M55-59	7	5:02:20	0:36:58	2:34:05	1:44:36
89	Michelle Erwin	F	F40-44	2	5:03:03	0:38:19	2:38:04	1:40:44
90	Josh Gaither	M	M45-49	8	5:03:45	0:27:38	2:43:22	1:44:30
91	Kalee Tyson	F	F35-39	4	5:04:00	0:32:37	2:44:34	1:39:37
92	Ashley Hardgrove	F	F30-34	4	5:04:23	0:36:07	2:47:47	1:34:16
93	Vanessa Monie	F	F35-39	5	5:04:59	0:31:50	2:44:36	1:39:02
94	Mark Peverett	M	M50-54	6	5:05:24	0:37:17	2:43:22	1:37:48
95	Shawn Montpetit	M	M50-54	7	5:05:36	0:34:54	2:40:35	1:41:22
96	Sarah Sumner	F	F30-34	5	5:05:54	0:28:40	2:53:24	1:34:18
97	Paul Saxton	M	M45-49	9	5:06:03	0:36:46	2:38:43	1:45:07
98	Troy Phillips	M	M55-59	8	5:06:36	0:33:01	2:37:26	1:49:56
99	Adam Fowler	M	M25-29	17	5:06:40	0:35:57	2:44:58	1:36:18
100	Eryn Weinstein	F	F25-29	2	5:06:47	0:31:14	2:49:55	1:40:06
101	Lindsay Cole	F	F45-49	1	5:06:48	0:34:54	2:45:36	1:41:13
102	Andrew Kargol	M	M25-29	18	5:06:48	0:37:22	2:49:26	1:34:12
103	Scott Conry	M	M55-59	9	5:06:56	0:39:58	2:45:17	1:32:01
104	Tim Bradley	M	M60-64	1	5:07:31	0:39:50	2:38:50	1:41:11
105	Steve Kassimatis	M	M50-54	8	5:07:43	0:36:00	2:45:09	1:39:21
